preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Rowing is a,sport.,rowing,sport,40,"[(-7.0872344970703125, -3.5436172485351562, [-3.1290206909179688, -3.9582138061523438]), (-5.404869079589844, -2.702434539794922, [-1.5599899291992188, -3.844879150390625]), (-4.956077575683594, -2.478038787841797, [-1.5121841430664062, -3.4438934326171875]), (-5.175575256347656, -2.587787628173828, [-1.7463302612304688, -3.4292449951171875]), (-6.039329528808594, -3.019664764404297, [-1.849365234375, -4.189964294433594])]",354823168,gpt2-medium
Fishing is a,sport.,fishing,sport,41,"[(-7.103385925292969, -3.5516929626464844, [-3.2304153442382812, -3.8729705810546875]), (-6.97296142578125, -3.486480712890625, [-3.9083709716796875, -3.0645904541015625]), (-6.286994934082031, -3.1434974670410156, [-3.1014404296875, -3.1855545043945312]), (-6.703773498535156, -3.351886749267578, [-3.4518280029296875, -3.2519454956054688]), (-6.0392303466796875, -3.0196151733398438, [-3.1441650390625, -2.8950653076171875])]",354823168,gpt2-medium
Horseback riding is a,sport.,horseback riding,sport,42,"[(-7.188789367675781, -3.5943946838378906, [-2.9687118530273438, -4.2200775146484375]), (-6.6470947265625, -3.32354736328125, [-2.0892257690429688, -4.557868957519531]), (-7.246437072753906, -3.623218536376953, [-3.2785110473632812, -3.967926025390625]), (-8.192970275878906, -4.096485137939453, [-3.1717605590820312, -5.021209716796875]), (-6.6336822509765625, -3.3168411254882812, [-2.6211776733398438, -4.012504577636719])]",354823168,gpt2-medium
Running is a,sport.,running,sport,43,"[(-9.110458374023438, -4.555229187011719, [-5.942268371582031, -3.1681900024414062]), (-8.014968872070312, -4.007484436035156, [-5.183509826660156, -2.8314590454101562]), (-10.155479431152344, -5.077739715576172, [-7.0389404296875, -3.1165390014648438]), (-7.267730712890625, -3.6338653564453125, [-4.363044738769531, -2.9046859741210938]), (-10.612380981445312, -5.306190490722656, [-8.072853088378906, -2.5395278930664062])]",354823168,gpt2-medium
Horse racing is a,sport.,horse racing,sport,44,"[(-5.592155456542969, -2.7960777282714844, [-2.1367263793945312, -3.4554290771484375]), (-6.18890380859375, -3.094451904296875, [-2.1977157592773438, -3.9911880493164062]), (-6.167823791503906, -3.083911895751953, [-2.036376953125, -4.131446838378906]), (-6.91961669921875, -3.459808349609375, [-2.3473739624023438, -4.572242736816406]), (-7.0098114013671875, -3.5049057006835938, [-2.6648025512695312, -4.345008850097656])]",354823168,gpt2-medium
Hiking is a,sport.,hiking,sport,45,"[(-6.653594970703125, -3.3267974853515625, [-3.8333969116210938, -2.8201980590820312]), (-7.4744720458984375, -3.7372360229492188, [-4.723785400390625, -2.7506866455078125]), (-6.597099304199219, -3.2985496520996094, [-3.5887832641601562, -3.0083160400390625]), (-8.110404968261719, -4.055202484130859, [-4.943153381347656, -3.1672515869140625]), (-6.972129821777344, -3.486064910888672, [-3.795928955078125, -3.1762008666992188])]",354823168,gpt2-medium
Weight lifting is a,sport.,weight lifting,sport,46,"[(-8.486221313476562, -4.243110656738281, [-4.378440856933594, -4.107780456542969]), (-8.93121337890625, -4.465606689453125, [-4.705596923828125, -4.225616455078125]), (-8.047622680664062, -4.023811340332031, [-4.291015625, -3.7566070556640625]), (-8.087203979492188, -4.043601989746094, [-4.1208953857421875, -3.96630859375]), (-9.076408386230469, -4.538204193115234, [-4.322395324707031, -4.7540130615234375])]",354823168,gpt2-medium
Croquet is a,sport.,croquet,sport,47,"[(-11.82244873046875, -5.911224365234375, [-6.704170227050781, -5.118278503417969]), (-12.892875671386719, -6.446437835693359, [-7.817047119140625, -5.075828552246094]), (-11.489143371582031, -5.744571685791016, [-7.285865783691406, -4.203277587890625]), (-12.341560363769531, -6.170780181884766, [-7.381401062011719, -4.9601593017578125]), (-12.676673889160156, -6.338336944580078, [-6.998291015625, -5.678382873535156])]",354823168,gpt2-medium
Horseshoes is a,sport.,horseshoes,sport,48,"[(-11.626182556152344, -5.813091278076172, [-7.470405578613281, -4.1557769775390625]), (-12.015899658203125, -6.0079498291015625, [-7.877876281738281, -4.138023376464844]), (-11.230827331542969, -5.615413665771484, [-7.955986022949219, -3.27484130859375]), (-11.384323120117188, -5.692161560058594, [-7.569282531738281, -3.8150405883789062]), (-10.592315673828125, -5.2961578369140625, [-7.055389404296875, -3.53692626953125])]",354823168,gpt2-medium
Boating is a,sport.,boating,sport,49,"[(-7.4149017333984375, -3.7074508666992188, [-3.6525115966796875, -3.76239013671875]), (-6.655906677246094, -3.327953338623047, [-2.5442123413085938, -4.1116943359375]), (-6.5949554443359375, -3.2974777221679688, [-3.6511993408203125, -2.943756103515625]), (-7.016326904296875, -3.5081634521484375, [-3.5338134765625, -3.482513427734375]), (-8.551361083984375, -4.2756805419921875, [-5.55810546875, -2.993255615234375])]",354823168,gpt2-medium
Pool is a,sport.,pool,sport,50,"[(-13.181854248046875, -6.5909271240234375, [-9.65753173828125, -3.524322509765625]), (-10.934280395507812, -5.467140197753906, [-8.108695983886719, -2.8255844116210938]), (-12.524406433105469, -6.262203216552734, [-9.347175598144531, -3.1772308349609375]), (-13.040092468261719, -6.520046234130859, [-9.102249145507812, -3.9378433227539062]), (-12.311866760253906, -6.155933380126953, [-9.118827819824219, -3.1930389404296875])]",354823168,gpt2-medium
Billiards is a,sport.,billiards,sport,51,"[(-9.723709106445312, -4.861854553222656, [-6.42047119140625, -3.3032379150390625]), (-10.761909484863281, -5.380954742431641, [-6.390594482421875, -4.371315002441406]), (-11.046012878417969, -5.523006439208984, [-6.7647705078125, -4.281242370605469]), (-8.352691650390625, -4.1763458251953125, [-4.59405517578125, -3.758636474609375]), (-9.980506896972656, -4.990253448486328, [-6.939613342285156, -3.0408935546875])]",354823168,gpt2-medium
Hunting is a,sport.,hunting,sport,52,"[(-7.805198669433594, -3.902599334716797, [-4.401237487792969, -3.403961181640625]), (-7.338897705078125, -3.6694488525390625, [-4.87835693359375, -2.460540771484375]), (-6.772430419921875, -3.3862152099609375, [-4.244178771972656, -2.5282516479492188]), (-7.832542419433594, -3.916271209716797, [-4.577140808105469, -3.255401611328125]), (-7.709831237792969, -3.8549156188964844, [-4.532600402832031, -3.1772308349609375])]",354823168,gpt2-medium
Jump rope is a,sport.,jump rope,sport,53,"[(-9.42828369140625, -4.714141845703125, [-5.912559509277344, -3.5157241821289062]), (-10.618415832519531, -5.309207916259766, [-6.291900634765625, -4.326515197753906]), (-12.102409362792969, -6.051204681396484, [-6.586189270019531, -5.5162200927734375]), (-10.147964477539062, -5.073982238769531, [-5.781120300292969, -4.366844177246094]), (-10.270118713378906, -5.135059356689453, [-6.213218688964844, -4.0569000244140625])]",354823168,gpt2-medium
Camping is a,sport.,camping,sport,54,"[(-8.622505187988281, -4.311252593994141, [-6.259895324707031, -2.36260986328125]), (-9.559677124023438, -4.779838562011719, [-6.817363739013672, -2.7423133850097656]), (-8.316513061523438, -4.158256530761719, [-5.9635009765625, -2.3530120849609375]), (-9.253707885742188, -4.626853942871094, [-6.8383941650390625, -2.415313720703125]), (-7.714958190917969, -3.8574790954589844, [-5.438591003417969, -2.2763671875])]",354823168,gpt2-medium
Chess is a,sport.,chess,sport,55,"[(-8.603073120117188, -4.301536560058594, [-4.623138427734375, -3.9799346923828125]), (-8.938568115234375, -4.4692840576171875, [-5.146720886230469, -3.7918472290039062]), (-10.646743774414062, -5.323371887207031, [-5.9978485107421875, -4.648895263671875]), (-8.6602783203125, -4.33013916015625, [-5.259979248046875, -3.400299072265625]), (-9.425125122070312, -4.712562561035156, [-6.200157165527344, -3.2249679565429688])]",354823168,gpt2-medium
Dancing is a,sport.,dancing,sport,56,"[(-7.7259674072265625, -3.8629837036132812, [-4.811187744140625, -2.9147796630859375]), (-7.665641784667969, -3.8328208923339844, [-4.5320587158203125, -3.1335830688476562]), (-7.7590789794921875, -3.8795394897460938, [-5.50244140625, -2.2566375732421875]), (-6.76824951171875, -3.384124755859375, [-4.399116516113281, -2.3691329956054688]), (-8.388618469238281, -4.194309234619141, [-5.560157775878906, -2.828460693359375])]",354823168,gpt2-medium
Checkers is a,sport.,checkers,sport,57,"[(-13.820091247558594, -6.910045623779297, [-9.420417785644531, -4.3996734619140625]), (-13.022804260253906, -6.511402130126953, [-8.89080810546875, -4.131996154785156]), (-13.107933044433594, -6.553966522216797, [-9.250053405761719, -3.857879638671875]), (-13.602645874023438, -6.801322937011719, [-9.620994567871094, -3.9816513061523438]), (-13.770172119140625, -6.8850860595703125, [-9.466583251953125, -4.3035888671875])]",354823168,gpt2-medium
Cards is a,sport.,cards,sport,58,"[(-11.190376281738281, -5.595188140869141, [-7.927726745605469, -3.2626495361328125]), (-11.443157196044922, -5.721578598022461, [-7.984348297119141, -3.4588088989257812]), (-11.677482604980469, -5.838741302490234, [-8.527877807617188, -3.1496047973632812]), (-12.565742492675781, -6.282871246337891, [-8.371337890625, -4.194404602050781]), (-11.822250366210938, -5.911125183105469, [-7.626121520996094, -4.196128845214844])]",354823168,gpt2-medium
Sunbathing is a,sport.,sunbathing,sport,59,"[(-8.278518676757812, -4.139259338378906, [-4.884849548339844, -3.3936691284179688]), (-8.450263977050781, -4.225131988525391, [-5.1951141357421875, -3.2551498413085938]), (-7.378974914550781, -3.6894874572753906, [-4.299407958984375, -3.0795669555664062]), (-8.393089294433594, -4.196544647216797, [-5.3574676513671875, -3.0356216430664062]), (-8.283782958984375, -4.1418914794921875, [-4.6805419921875, -3.603240966796875])]",354823168,gpt2-medium
Pea is a,vegetable.,pea,vegetable,1,"[(-8.935111999511719, -4.467555999755859, [-5.532867431640625, -3.4022445678710938]), (-9.327308654785156, -4.663654327392578, [-5.6740875244140625, -3.6532211303710938]), (-8.542343139648438, -4.271171569824219, [-5.790618896484375, -2.7517242431640625]), (-9.2042236328125, -4.60211181640625, [-5.622917175292969, -3.5813064575195312]), (-9.515617370605469, -4.757808685302734, [-6.0482177734375, -3.4673995971679688])]",354823168,gpt2-medium
Carrot is a,vegetable.,carrot,vegetable,2,"[(-7.783592224121094, -3.891796112060547, [-4.0766143798828125, -3.7069778442382812]), (-8.694999694824219, -4.347499847412109, [-5.207305908203125, -3.4876937866210938]), (-9.252815246582031, -4.626407623291016, [-5.455169677734375, -3.7976455688476562]), (-10.6409912109375, -5.32049560546875, [-7.0904388427734375, -3.5505523681640625]), (-7.3224945068359375, -3.6612472534179688, [-4.527374267578125, -2.7951202392578125])]",354823168,gpt2-medium
Green bean is a,vegetable.,green bean,vegetable,3,"[(-8.100593566894531, -4.050296783447266, [-4.5415496826171875, -3.5590438842773438]), (-8.231842041015625, -4.1159210205078125, [-4.852386474609375, -3.37945556640625]), (-8.043739318847656, -4.021869659423828, [-4.6907196044921875, -3.3530197143554688]), (-8.970794677734375, -4.4853973388671875, [-4.715980529785156, -4.254814147949219]), (-8.321067810058594, -4.160533905029297, [-4.736328125, -3.5847396850585938])]",354823168,gpt2-medium
String bean is a,vegetable.,string bean,vegetable,4,"[(-12.622200012207031, -6.311100006103516, [-10.0191650390625, -2.6030349731445312]), (-12.510444641113281, -6.255222320556641, [-10.303882598876953, -2.206562042236328]), (-13.578712463378906, -6.789356231689453, [-11.546897888183594, -2.0318145751953125]), (-12.903732299804688, -6.451866149902344, [-9.992469787597656, -2.9112625122070312]), (-11.662353515625, -5.8311767578125, [-9.50201416015625, -2.16033935546875])]",354823168,gpt2-medium
Spinach is a,vegetable.,spinach,vegetable,5,"[(-9.615142822265625, -4.8075714111328125, [-5.4971923828125, -4.117950439453125]), (-10.500129699707031, -5.250064849853516, [-7.277679443359375, -3.2224502563476562]), (-9.174263000488281, -4.587131500244141, [-5.311897277832031, -3.86236572265625]), (-8.25244140625, -4.126220703125, [-4.317008972167969, -3.9354324340820312]), (-10.08697509765625, -5.043487548828125, [-4.890350341796875, -5.196624755859375])]",354823168,gpt2-medium
Broccoli is a,vegetable.,broccoli,vegetable,6,"[(-8.572601318359375, -4.2863006591796875, [-4.7463836669921875, -3.8262176513671875]), (-8.32379150390625, -4.161895751953125, [-5.096183776855469, -3.2276077270507812]), (-8.232505798339844, -4.116252899169922, [-4.830047607421875, -3.4024581909179688]), (-10.07135009765625, -5.035675048828125, [-6.338409423828125, -3.732940673828125]), (-8.674140930175781, -4.337070465087891, [-5.341697692871094, -3.3324432373046875])]",354823168,gpt2-medium
Asparagus is a,vegetable.,asparagus,vegetable,7,"[(-7.59906005859375, -3.799530029296875, [-3.3579559326171875, -4.2411041259765625]), (-9.105499267578125, -4.5527496337890625, [-3.89678955078125, -5.208709716796875]), (-9.184890747070312, -4.592445373535156, [-4.3177490234375, -4.8671417236328125]), (-9.305168151855469, -4.652584075927734, [-4.664794921875, -4.640373229980469]), (-9.649978637695312, -4.824989318847656, [-5.254302978515625, -4.3956756591796875])]",354823168,gpt2-medium
Corn is a,vegetable.,corn,vegetable,8,"[(-10.862518310546875, -5.4312591552734375, [-8.034065246582031, -2.8284530639648438]), (-8.191917419433594, -4.095958709716797, [-5.603874206542969, -2.588043212890625]), (-11.016853332519531, -5.508426666259766, [-7.6696319580078125, -3.3472213745117188]), (-9.021308898925781, -4.510654449462891, [-6.685150146484375, -2.3361587524414062]), (-9.607566833496094, -4.803783416748047, [-6.425971984863281, -3.1815948486328125])]",354823168,gpt2-medium
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"[(-8.080406188964844, -4.040203094482422, [-4.966148376464844, -3.1142578125]), (-7.26214599609375, -3.631072998046875, [-3.4746017456054688, -3.7875442504882812]), (-7.444664001464844, -3.722332000732422, [-4.071022033691406, -3.3736419677734375]), (-7.126976013183594, -3.563488006591797, [-3.6473312377929688, -3.479644775390625]), (-7.294105529785156, -3.647052764892578, [-3.803192138671875, -3.4909133911132812])]",354823168,gpt2-medium
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"[(-11.533981323242188, -5.766990661621094, [-8.047683715820312, -3.486297607421875]), (-11.52783203125, -5.763916015625, [-8.320404052734375, -3.207427978515625]), (-10.768913269042969, -5.384456634521484, [-7.676383972167969, -3.092529296875]), (-11.682281494140625, -5.8411407470703125, [-8.108406066894531, -3.5738754272460938]), (-12.025199890136719, -6.012599945068359, [-7.9968414306640625, -4.028358459472656])]",354823168,gpt2-medium
Squash is a,vegetable.,squash,vegetable,11,"[(-13.013816833496094, -6.506908416748047, [-9.025741577148438, -3.9880752563476562]), (-13.115676879882812, -6.557838439941406, [-9.447921752929688, -3.667755126953125]), (-12.485488891601562, -6.242744445800781, [-8.340858459472656, -4.144630432128906]), (-13.251144409179688, -6.625572204589844, [-8.952926635742188, -4.2982177734375]), (-10.849540710449219, -5.424770355224609, [-7.035858154296875, -3.8136825561523438])]",354823168,gpt2-medium
Lettuce is a,vegetable.,lettuce,vegetable,12,"[(-9.786201477050781, -4.893100738525391, [-5.837371826171875, -3.9488296508789062]), (-7.990715026855469, -3.9953575134277344, [-4.255302429199219, -3.73541259765625]), (-8.562301635742188, -4.281150817871094, [-4.9035186767578125, -3.658782958984375]), (-8.099891662597656, -4.049945831298828, [-4.922325134277344, -3.1775665283203125]), (-7.699867248535156, -3.849933624267578, [-4.486335754394531, -3.213531494140625])]",354823168,gpt2-medium
Celery is a,vegetable.,celery,vegetable,13,"[(-9.202583312988281, -4.601291656494141, [-5.6741180419921875, -3.5284652709960938]), (-9.282218933105469, -4.641109466552734, [-5.937721252441406, -3.3444976806640625]), (-9.013938903808594, -4.506969451904297, [-6.445060729980469, -2.568878173828125]), (-9.206512451171875, -4.6032562255859375, [-6.4538421630859375, -2.7526702880859375]), (-9.795989990234375, -4.8979949951171875, [-6.244102478027344, -3.5518875122070312])]",354823168,gpt2-medium
Cucumber is a,vegetable.,cucumber,vegetable,14,"[(-10.246101379394531, -5.123050689697266, [-5.922737121582031, -4.3233642578125]), (-8.230499267578125, -4.1152496337890625, [-4.522193908691406, -3.7083053588867188]), (-8.883216857910156, -4.441608428955078, [-4.8875732421875, -3.9956436157226562]), (-9.090164184570312, -4.545082092285156, [-5.852806091308594, -3.2373580932617188]), (-8.712753295898438, -4.356376647949219, [-5.7108306884765625, -3.001922607421875])]",354823168,gpt2-medium
Beet is a,vegetable.,beet,vegetable,15,"[(-11.359275817871094, -5.679637908935547, [-6.6453704833984375, -4.713905334472656]), (-9.2266845703125, -4.61334228515625, [-5.3751220703125, -3.8515625]), (-8.951622009277344, -4.475811004638672, [-5.004020690917969, -3.947601318359375]), (-9.27618408203125, -4.638092041015625, [-5.247406005859375, -4.028778076171875]), (-9.882003784179688, -4.941001892089844, [-6.17218017578125, -3.7098236083984375])]",354823168,gpt2-medium
Green is a,vegetable.,green,vegetable,16,"[(-11.566688537597656, -5.783344268798828, [-8.515098571777344, -3.0515899658203125]), (-11.35280990600586, -5.67640495300293, [-8.580204010009766, -2.7726058959960938]), (-11.798500061035156, -5.899250030517578, [-9.163787841796875, -2.6347122192382812]), (-11.516792297363281, -5.758396148681641, [-9.068824768066406, -2.447967529296875]), (-12.093727111816406, -6.046863555908203, [-8.465644836425781, -3.628082275390625])]",354823168,gpt2-medium
Tomato is a,vegetable.,tomato,vegetable,17,"[(-9.460441589355469, -4.730220794677734, [-5.440498352050781, -4.0199432373046875]), (-10.162574768066406, -5.081287384033203, [-6.835960388183594, -3.3266143798828125]), (-11.35015869140625, -5.675079345703125, [-7.3321380615234375, -4.0180206298828125]), (-8.372657775878906, -4.186328887939453, [-5.079986572265625, -3.2926712036132812]), (-9.203697204589844, -4.601848602294922, [-6.116546630859375, -3.0871505737304688])]",354823168,gpt2-medium
Lima bean is a,vegetable.,lima bean,vegetable,18,"[(-9.589378356933594, -4.794689178466797, [-5.9497833251953125, -3.6395950317382812]), (-9.74078369140625, -4.870391845703125, [-6.133827209472656, -3.6069564819335938]), (-9.432876586914062, -4.716438293457031, [-5.493682861328125, -3.9391937255859375]), (-8.949661254882812, -4.474830627441406, [-5.475028991699219, -3.4746322631835938]), (-10.640129089355469, -5.320064544677734, [-5.716148376464844, -4.923980712890625])]",354823168,gpt2-medium
Artichoke is a,vegetable.,artichoke,vegetable,19,"[(-9.476333618164062, -4.738166809082031, [-6.1138916015625, -3.3624420166015625]), (-9.484786987304688, -4.742393493652344, [-6.138862609863281, -3.3459243774414062]), (-10.060256958007812, -5.030128479003906, [-6.487617492675781, -3.5726394653320312]), (-9.24456787109375, -4.622283935546875, [-5.794563293457031, -3.4500045776367188]), (-9.503753662109375, -4.7518768310546875, [-6.003456115722656, -3.5002975463867188])]",354823168,gpt2-medium
Turnip is a,vegetable.,turnip,vegetable,20,"[(-13.158050537109375, -6.5790252685546875, [-9.547119140625, -3.610931396484375]), (-13.329185485839844, -6.664592742919922, [-9.110153198242188, -4.219032287597656]), (-10.845901489257812, -5.422950744628906, [-7.2215576171875, -3.6243438720703125]), (-14.576484680175781, -7.288242340087891, [-9.481948852539062, -5.094535827636719]), (-13.735710144042969, -6.867855072021484, [-10.259361267089844, -3.476348876953125])]",354823168,gpt2-medium
Eggplant is a,vegetable.,eggplant,vegetable,21,"[(-11.525077819824219, -5.762538909912109, [-7.580352783203125, -3.9447250366210938]), (-8.185981750488281, -4.092990875244141, [-5.017822265625, -3.1681594848632812]), (-8.814002990722656, -4.407001495361328, [-4.8363189697265625, -3.9776840209960938]), (-9.538047790527344, -4.769023895263672, [-5.859291076660156, -3.6787567138671875]), (-11.606819152832031, -5.803409576416016, [-7.839378356933594, -3.7674407958984375])]",354823168,gpt2-medium
Romaine is a,vegetable.,romaine,vegetable,22,"[(-13.190879821777344, -6.595439910888672, [-10.032424926757812, -3.1584548950195312]), (-12.79315185546875, -6.396575927734375, [-10.872711181640625, -1.920440673828125]), (-13.373283386230469, -6.686641693115234, [-10.116645812988281, -3.2566375732421875]), (-13.007949829101562, -6.503974914550781, [-10.044601440429688, -2.963348388671875]), (-13.989860534667969, -6.994930267333984, [-9.888153076171875, -4.101707458496094])]",354823168,gpt2-medium
Green pepper is a,vegetable.,green pepper,vegetable,23,"[(-9.0555419921875, -4.52777099609375, [-5.5009613037109375, -3.5545806884765625]), (-8.325592041015625, -4.1627960205078125, [-4.726387023925781, -3.5992050170898438]), (-9.701301574707031, -4.850650787353516, [-5.329078674316406, -4.372222900390625]), (-7.2434234619140625, -3.6217117309570312, [-4.5568084716796875, -2.686614990234375]), (-7.982261657714844, -3.991130828857422, [-5.012306213378906, -2.9699554443359375])]",354823168,gpt2-medium
Okra is a,vegetable.,okra,vegetable,24,"[(-9.881912231445312, -4.940956115722656, [-5.90411376953125, -3.9777984619140625]), (-10.008056640625, -5.0040283203125, [-5.839378356933594, -4.168678283691406]), (-9.790611267089844, -4.895305633544922, [-5.771263122558594, -4.01934814453125]), (-11.985908508300781, -5.992954254150391, [-7.6690673828125, -4.316841125488281]), (-9.69049072265625, -4.845245361328125, [-5.1472930908203125, -4.5431976318359375])]",354823168,gpt2-medium
Radish is a,vegetable.,radish,vegetable,25,"[(-10.484161376953125, -5.2420806884765625, [-7.1335601806640625, -3.3506011962890625]), (-10.163101196289062, -5.081550598144531, [-6.4675445556640625, -3.695556640625]), (-9.979728698730469, -4.989864349365234, [-6.8560333251953125, -3.1236953735351562]), (-9.069686889648438, -4.534843444824219, [-5.918540954589844, -3.1511459350585938]), (-10.235221862792969, -5.117610931396484, [-6.372833251953125, -3.8623886108398438])]",354823168,gpt2-medium
Onion is a,vegetable.,onion,vegetable,26,"[(-9.654495239257812, -4.827247619628906, [-6.86669921875, -2.7877960205078125]), (-10.8228759765625, -5.41143798828125, [-7.3032684326171875, -3.5196075439453125]), (-11.309005737304688, -5.654502868652344, [-7.976203918457031, -3.3328018188476562]), (-11.3536376953125, -5.67681884765625, [-7.846282958984375, -3.507354736328125]), (-9.7637939453125, -4.88189697265625, [-6.175209045410156, -3.5885848999023438])]",354823168,gpt2-medium
Bean is a,vegetable.,bean,vegetable,27,"[(-11.235282897949219, -5.617641448974609, [-7.985218048095703, -3.2500648498535156]), (-9.289863586425781, -4.644931793212891, [-6.2022247314453125, -3.0876388549804688]), (-10.398117065429688, -5.199058532714844, [-7.051704406738281, -3.3464126586914062]), (-8.505828857421875, -4.2529144287109375, [-5.800636291503906, -2.7051925659179688]), (-11.733940124511719, -5.866970062255859, [-8.495315551757812, -3.2386245727539062])]",354823168,gpt2-medium
Green onion is a,vegetable.,green onion,vegetable,28,"[(-9.634567260742188, -4.817283630371094, [-5.948356628417969, -3.6862106323242188]), (-8.39111328125, -4.195556640625, [-4.3662872314453125, -4.0248260498046875]), (-7.850852966308594, -3.925426483154297, [-4.3295135498046875, -3.5213394165039062]), (-8.212371826171875, -4.1061859130859375, [-4.209449768066406, -4.002922058105469]), (-7.46014404296875, -3.730072021484375, [-4.413238525390625, -3.046905517578125])]",354823168,gpt2-medium
Potato is a,vegetable.,potato,vegetable,29,"[(-11.07958984375, -5.539794921875, [-7.310935974121094, -3.7686538696289062]), (-10.589950561523438, -5.294975280761719, [-7.149635314941406, -3.4403152465820312]), (-9.544136047363281, -4.772068023681641, [-5.972358703613281, -3.57177734375]), (-8.6746826171875, -4.33734130859375, [-4.962791442871094, -3.7118911743164062]), (-9.349029541015625, -4.6745147705078125, [-6.47607421875, -2.872955322265625])]",354823168,gpt2-medium
Parsnip is a,vegetable.,parsnip,vegetable,30,"[(-12.549491882324219, -6.274745941162109, [-9.37518310546875, -3.1743087768554688]), (-13.698135375976562, -6.849067687988281, [-9.034980773925781, -4.663154602050781]), (-15.85791015625, -7.928955078125, [-10.891899108886719, -4.966011047363281]), (-15.854339599609375, -7.9271697998046875, [-11.286117553710938, -4.5682220458984375]), (-13.687461853027344, -6.843730926513672, [-10.970314025878906, -2.7171478271484375])]",354823168,gpt2-medium
Turnip green is a,vegetable.,turnip green,vegetable,31,"[(-10.913787841796875, -5.4568939208984375, [-6.934989929199219, -3.9787979125976562]), (-9.610206604003906, -4.805103302001953, [-5.676902770996094, -3.9333038330078125]), (-10.38165283203125, -5.190826416015625, [-7.140663146972656, -3.2409896850585938]), (-11.179512023925781, -5.589756011962891, [-6.811676025390625, -4.367835998535156]), (-10.594703674316406, -5.297351837158203, [-6.8173980712890625, -3.7773056030273438])]",354823168,gpt2-medium
Collard is a,vegetable.,collard,vegetable,32,"[(-11.680526733398438, -5.840263366699219, [-8.021568298339844, -3.6589584350585938]), (-12.4281005859375, -6.21405029296875, [-8.633819580078125, -3.794281005859375]), (-11.875572204589844, -5.937786102294922, [-8.395866394042969, -3.479705810546875]), (-13.371910095214844, -6.685955047607422, [-11.004295349121094, -2.36761474609375]), (-13.518951416015625, -6.7594757080078125, [-10.065353393554688, -3.4535980224609375])]",354823168,gpt2-medium
Wax bean is a,vegetable.,wax bean,vegetable,33,"[(-9.92547607421875, -4.962738037109375, [-6.0318756103515625, -3.8936004638671875]), (-8.594314575195312, -4.297157287597656, [-5.79083251953125, -2.8034820556640625]), (-9.372810363769531, -4.686405181884766, [-5.999931335449219, -3.3728790283203125]), (-9.045005798339844, -4.522502899169922, [-5.768707275390625, -3.2762985229492188]), (-9.389053344726562, -4.694526672363281, [-5.7421112060546875, -3.646942138671875])]",354823168,gpt2-medium
Watercress is a,vegetable.,watercress,vegetable,34,"[(-10.627456665039062, -5.313728332519531, [-6.8953704833984375, -3.732086181640625]), (-12.280509948730469, -6.140254974365234, [-8.991378784179688, -3.2891311645507812]), (-9.813201904296875, -4.9066009521484375, [-6.2835540771484375, -3.5296478271484375]), (-10.062187194824219, -5.031093597412109, [-6.360755920410156, -3.7014312744140625]), (-11.850013732910156, -5.925006866455078, [-8.685111999511719, -3.1649017333984375])]",354823168,gpt2-medium
Black eyed pea is a,vegetable.,black eyed pea,vegetable,35,"[(-8.715888977050781, -4.357944488525391, [-5.566993713378906, -3.148895263671875]), (-8.500114440917969, -4.250057220458984, [-5.1521759033203125, -3.3479385375976562]), (-9.125503540039062, -4.562751770019531, [-6.0106658935546875, -3.114837646484375]), (-8.773643493652344, -4.386821746826172, [-6.119476318359375, -2.6541671752929688]), (-9.17767333984375, -4.588836669921875, [-6.083251953125, -3.09442138671875])]",354823168,gpt2-medium
Leek is a,vegetable.,leek,vegetable,36,"[(-9.849960327148438, -4.924980163574219, [-6.191650390625, -3.6583099365234375]), (-9.842239379882812, -4.921119689941406, [-5.871978759765625, -3.9702606201171875]), (-9.258773803710938, -4.629386901855469, [-5.822059631347656, -3.4367141723632812]), (-10.467735290527344, -5.233867645263672, [-6.879051208496094, -3.58868408203125]), (-9.418281555175781, -4.709140777587891, [-5.7161712646484375, -3.7021102905273438])]",354823168,gpt2-medium
Pepper is a,vegetable.,pepper,vegetable,37,"[(-11.788833618164062, -5.894416809082031, [-8.660430908203125, -3.1284027099609375]), (-11.308372497558594, -5.654186248779297, [-7.617683410644531, -3.6906890869140625]), (-12.097030639648438, -6.048515319824219, [-9.039451599121094, -3.0575790405273438]), (-10.051498413085938, -5.025749206542969, [-6.483222961425781, -3.5682754516601562]), (-12.014297485351562, -6.007148742675781, [-7.369087219238281, -4.645210266113281])]",354823168,gpt2-medium
Sweet potato is a,vegetable.,sweet potato,vegetable,38,"[(-6.33355712890625, -3.166778564453125, [-3.9884567260742188, -2.3451004028320312]), (-7.732002258300781, -3.8660011291503906, [-3.8589553833007812, -3.873046875]), (-6.797088623046875, -3.3985443115234375, [-4.158775329589844, -2.6383132934570312]), (-7.762550354003906, -3.881275177001953, [-4.290901184082031, -3.471649169921875]), (-7.665008544921875, -3.8325042724609375, [-4.5466461181640625, -3.1183624267578125])]",354823168,gpt2-medium
