preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Weight lifting is a,sport.,weight lifting,sport,46,"[(-2.2845258712768555, -1.1422629356384277, [-2.103785514831543, -0.1807403564453125]), (-0.5512943267822266, -0.2756471633911133, [-0.4790964126586914, -0.07219791412353516]), (-3.521871566772461, -1.7609357833862305, [-3.411057472229004, -0.11081409454345703]), (-2.1789798736572266, -1.0894899368286133, [-1.8760385513305664, -0.30294132232666016]), (-1.3002653121948242, -0.6501326560974121, [-1.2176504135131836, -0.08261489868164062])]",66985530,distilbert-base-uncased
Croquet is a,sport.,croquet,sport,47,"[(-9.175138473510742, -4.587569236755371, [-8.796833038330078, -0.37830543518066406]), (-8.000797271728516, -4.000398635864258, [-7.774797439575195, -0.2259998321533203]), (-8.535829544067383, -4.267914772033691, [-8.34036636352539, -0.1954631805419922]), (-9.600004196166992, -4.800002098083496, [-9.180837631225586, -0.41916656494140625]), (-9.005149841308594, -4.502574920654297, [-8.636556625366211, -0.3685932159423828])]",66985530,distilbert-base-uncased
Horseshoes is a,sport.,horseshoes,sport,48,"[(-8.040924549102783, -4.020462274551392, [-7.792727947235107, -0.24819660186767578]), (-6.059816360473633, -3.0299081802368164, [-5.792743682861328, -0.2670726776123047]), (-8.999692916870117, -4.499846458435059, [-8.886870384216309, -0.1128225326538086]), (-8.094446182250977, -4.047223091125488, [-8.017578125, -0.07686805725097656]), (-12.027448177337646, -6.013724088668823, [-8.458580017089844, -3.5688681602478027])]",66985530,distilbert-base-uncased
Boating is a,sport.,boating,sport,49,"[(-0.7510280609130859, -0.37551403045654297, [-0.5544004440307617, -0.19662761688232422]), (-0.9111108779907227, -0.45555543899536133, [-0.6816492080688477, -0.229461669921875]), (-0.5049076080322266, -0.2524538040161133, [-0.18157196044921875, -0.3233356475830078]), (-2.240825653076172, -1.120412826538086, [-1.8532228469848633, -0.3876028060913086]), (-0.4569272994995117, -0.22846364974975586, [-0.2712106704711914, -0.1857166290283203])]",66985530,distilbert-base-uncased
Pool is a,sport.,pool,sport,50,"[(-5.34070348739624, -2.67035174369812, [-5.107170581817627, -0.23353290557861328]), (-5.462287902832031, -2.7311439514160156, [-3.6555614471435547, -1.8067264556884766]), (-4.67424201965332, -2.33712100982666, [-4.263399124145508, -0.4108428955078125]), (-5.967193603515625, -2.9835968017578125, [-5.119085311889648, -0.8481082916259766]), (-5.588771343231201, -2.7943856716156006, [-5.3553786277771, -0.23339271545410156])]",66985530,distilbert-base-uncased
Billiards is a,sport.,billiards,sport,51,"[(-3.8653202056884766, -1.9326601028442383, [-3.6719512939453125, -0.19336891174316406]), (-0.16455459594726562, -0.08227729797363281, [-0.12690448760986328, -0.037650108337402344]), (-3.3850059509277344, -1.6925029754638672, [-3.2521657943725586, -0.13284015655517578]), (-1.256063461303711, -0.6280317306518555, [-0.7556257247924805, -0.5004377365112305]), (-1.0425729751586914, -0.5212864875793457, [-0.9899835586547852, -0.05258941650390625])]",66985530,distilbert-base-uncased
Hunting is a,sport.,hunting,sport,52,"[(-2.426022529602051, -1.2130112648010254, [-1.8357973098754883, -0.5902252197265625]), (-0.4991006851196289, -0.24955034255981445, [-0.3776063919067383, -0.12149429321289062]), (-1.3244705200195312, -0.6622352600097656, [-0.9215230941772461, -0.40294742584228516]), (-1.5415477752685547, -0.7707738876342773, [-1.0257453918457031, -0.5158023834228516]), (-1.1696434020996094, -0.5848217010498047, [-1.003035545349121, -0.16660785675048828])]",66985530,distilbert-base-uncased
Jump rope is a,sport.,jump rope,sport,53,"[(-2.4822072982788086, -1.2411036491394043, [-2.4397058486938477, -0.04250144958496094]), (-1.3915271759033203, -0.6957635879516602, [-1.210341453552246, -0.18118572235107422]), (-2.7186784744262695, -1.3593392372131348, [-2.623387336730957, -0.0952911376953125]), (-2.5877695083618164, -1.2938847541809082, [-2.4945688247680664, -0.09320068359375]), (-3.451592445373535, -1.7257962226867676, [-3.380669593811035, -0.0709228515625])]",66985530,distilbert-base-uncased
Camping is a,sport.,camping,sport,54,"[(-1.799809455871582, -0.899904727935791, [-1.5689353942871094, -0.23087406158447266]), (-2.078028678894043, -1.0390143394470215, [-1.856431007385254, -0.22159767150878906]), (-1.9753570556640625, -0.9876785278320312, [-1.8610172271728516, -0.11433982849121094]), (-2.5969552993774414, -1.2984776496887207, [-2.2829885482788086, -0.3139667510986328]), (-1.5502471923828125, -0.7751235961914062, [-1.1445388793945312, -0.40570831298828125])]",66985530,distilbert-base-uncased
Chess is a,sport.,chess,sport,55,"[(-1.4435625076293945, -0.7217812538146973, [-1.2755193710327148, -0.1680431365966797]), (-2.6807422637939453, -1.3403711318969727, [-2.380491256713867, -0.3002510070800781]), (-1.9967012405395508, -0.9983506202697754, [-1.8127880096435547, -0.1839132308959961]), (-0.9806652069091797, -0.49033260345458984, [-0.7724542617797852, -0.20821094512939453]), (-1.3310050964355469, -0.6655025482177734, [-1.1449251174926758, -0.1860799789428711])]",66985530,distilbert-base-uncased
Dancing is a,sport.,dancing,sport,56,"[(-0.5201425552368164, -0.2600712776184082, [-0.39814186096191406, -0.12200069427490234]), (-0.6136445999145508, -0.3068222999572754, [-0.5030851364135742, -0.11055946350097656]), (-0.7197227478027344, -0.3598613739013672, [-0.5614862442016602, -0.15823650360107422]), (-0.778167724609375, -0.3890838623046875, [-0.4454984664916992, -0.3326692581176758]), (-0.49718189239501953, -0.24859094619750977, [-0.3110818862915039, -0.18610000610351562])]",66985530,distilbert-base-uncased
Checkers is a,sport.,checkers,sport,57,"[(-8.867886543273926, -4.433943271636963, [-8.67331314086914, -0.19457340240478516]), (-8.169761657714844, -4.084880828857422, [-7.775019645690918, -0.3947420120239258]), (-9.003618240356445, -4.501809120178223, [-8.818878173828125, -0.1847400665283203]), (-9.546015739440918, -4.773007869720459, [-9.177791595458984, -0.3682241439819336]), (-9.537069320678711, -4.7685346603393555, [-9.401542663574219, -0.1355266571044922])]",66985530,distilbert-base-uncased
Cards is a,sport.,cards,sport,58,"[(-6.720737934112549, -3.3603689670562744, [-6.544366359710693, -0.17637157440185547]), (-7.049907684326172, -3.524953842163086, [-6.78385066986084, -0.26605701446533203]), (-7.2906599044799805, -3.6453299522399902, [-7.133236885070801, -0.1574230194091797]), (-7.742974758148193, -3.8714873790740967, [-7.495460033416748, -0.2475147247314453]), (-6.6537675857543945, -3.3268837928771973, [-6.470685958862305, -0.18308162689208984])]",66985530,distilbert-base-uncased
Sunbathing is a,sport.,sunbathing,sport,59,"[(-1.3552427291870117, -0.6776213645935059, [-1.0723686218261719, -0.28287410736083984]), (-1.27520751953125, -0.637603759765625, [-1.1516942977905273, -0.12351322174072266]), (-1.6987981796264648, -0.8493990898132324, [-1.1048650741577148, -0.59393310546875]), (-1.0478878021240234, -0.5239439010620117, [-0.96209716796875, -0.08579063415527344]), (-0.7314624786376953, -0.36573123931884766, [-0.5549383163452148, -0.17652416229248047])]",66985530,distilbert-base-uncased
Pea is a,vegetable.,pea,vegetable,1,"[(-7.973250389099121, -3.9866251945495605, [-6.132266044616699, -1.8409843444824219]), (-7.475275039672852, -3.737637519836426, [-6.228893280029297, -1.2463817596435547]), (-6.826559066772461, -3.4132795333862305, [-6.16160774230957, -0.6649513244628906]), (-6.536334037780762, -3.268167018890381, [-5.74167537689209, -0.7946586608886719]), (-5.849528789520264, -2.924764394760132, [-4.90307092666626, -0.9464578628540039])]",66985530,distilbert-base-uncased
Carrot is a,vegetable.,carrot,vegetable,2,"[(-4.771518707275391, -2.3857593536376953, [-3.346233367919922, -1.4252853393554688]), (-4.671225070953369, -2.3356125354766846, [-3.9539008140563965, -0.7173242568969727]), (-2.7810325622558594, -1.3905162811279297, [-2.392674446105957, -0.38835811614990234]), (-4.007610321044922, -2.003805160522461, [-3.6427955627441406, -0.36481475830078125]), (-4.45713996887207, -2.228569984436035, [-4.167609214782715, -0.28953075408935547])]",66985530,distilbert-base-uncased
Green bean is a,vegetable.,green bean,vegetable,3,"[(-3.9601707458496094, -1.9800853729248047, [-3.308961868286133, -0.6512088775634766]), (-4.632555961608887, -2.3162779808044434, [-3.594514846801758, -1.038041114807129]), (-5.418496131896973, -2.7092480659484863, [-3.8389768600463867, -1.579519271850586]), (-3.0496320724487305, -1.5248160362243652, [-2.3147354125976562, -0.7348966598510742]), (-3.9944047927856445, -1.9972023963928223, [-2.930234909057617, -1.0641698837280273])]",66985530,distilbert-base-uncased
String bean is a,vegetable.,string bean,vegetable,4,"[(-5.222770690917969, -2.6113853454589844, [-3.903203010559082, -1.3195676803588867]), (-4.26920223236084, -2.13460111618042, [-3.507380485534668, -0.7618217468261719]), (-5.091673851013184, -2.545836925506592, [-4.26702880859375, -0.8246450424194336]), (-6.398318290710449, -3.1991591453552246, [-5.706448554992676, -0.6918697357177734]), (-6.913884162902832, -3.456942081451416, [-4.137659072875977, -2.7762250900268555])]",66985530,distilbert-base-uncased
Spinach is a,vegetable.,spinach,vegetable,5,"[(-6.386725902557373, -3.1933629512786865, [-5.866614818572998, -0.520111083984375]), (-7.141023635864258, -3.570511817932129, [-5.849176406860352, -1.2918472290039062]), (-6.161868095397949, -3.0809340476989746, [-5.274798393249512, -0.8870697021484375]), (-6.592344284057617, -3.2961721420288086, [-6.189074516296387, -0.40326976776123047]), (-4.5925798416137695, -2.2962899208068848, [-3.87406063079834, -0.7185192108154297])]",66985530,distilbert-base-uncased
Broccoli is a,vegetable.,broccoli,vegetable,6,"[(-6.971584320068359, -3.4857921600341797, [-6.484277725219727, -0.4873065948486328]), (-8.26325798034668, -4.13162899017334, [-6.972844123840332, -1.2904138565063477]), (-8.747152328491211, -4.3735761642456055, [-7.9385881423950195, -0.8085641860961914]), (-5.5114240646362305, -2.7557120323181152, [-3.784052848815918, -1.7273712158203125]), (-5.682080268859863, -2.8410401344299316, [-4.766547203063965, -0.9155330657958984])]",66985530,distilbert-base-uncased
Asparagus is a,vegetable.,asparagus,vegetable,7,"[(-4.3430328369140625, -2.1715164184570312, [-3.4000120162963867, -0.9430208206176758]), (-3.519108772277832, -1.759554386138916, [-2.869748115539551, -0.6493606567382812]), (-3.317410469055176, -1.658705234527588, [-2.63840389251709, -0.6790065765380859]), (-4.205075263977051, -2.1025376319885254, [-3.495523452758789, -0.7095518112182617]), (-4.785338401794434, -2.392669200897217, [-3.38690185546875, -1.3984365463256836])]",66985530,distilbert-base-uncased
Corn is a,vegetable.,corn,vegetable,8,"[(-3.333512306213379, -1.6667561531066895, [-2.1651172637939453, -1.1683950424194336]), (-3.337095260620117, -1.6685476303100586, [-2.45383358001709, -0.8832616806030273]), (-2.800809860229492, -1.400404930114746, [-2.3232622146606445, -0.47754764556884766]), (-2.0456008911132812, -1.0228004455566406, [-1.5181207656860352, -0.5274801254272461]), (-3.8352174758911133, -1.9176087379455566, [-3.0835342407226562, -0.751683235168457])]",66985530,distilbert-base-uncased
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"[(-5.108529090881348, -2.554264545440674, [-4.297547340393066, -0.8109817504882812]), (-4.379233360290527, -2.1896166801452637, [-3.7581710815429688, -0.6210622787475586]), (-5.1167402267456055, -2.5583701133728027, [-4.567608833312988, -0.5491313934326172]), (-4.3661699295043945, -2.1830849647521973, [-3.7811050415039062, -0.5850648880004883]), (-4.749340057373047, -2.3746700286865234, [-4.010589599609375, -0.7387504577636719])]",66985530,distilbert-base-uncased
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"[(-9.22809886932373, -4.614049434661865, [-9.058939933776855, -0.169158935546875]), (-8.610902786254883, -4.305451393127441, [-8.289447784423828, -0.3214550018310547]), (-8.830709457397461, -4.4153547286987305, [-8.523775100708008, -0.3069343566894531]), (-9.564409255981445, -4.782204627990723, [-8.866909980773926, -0.6974992752075195]), (-8.542265892028809, -4.271132946014404, [-8.080629348754883, -0.4616365432739258])]",66985530,distilbert-base-uncased
Squash is a,vegetable.,squash,vegetable,11,"[(-5.480465412139893, -2.7402327060699463, [-4.5246968269348145, -0.9557685852050781]), (-7.038264751434326, -3.519132375717163, [-6.153991222381592, -0.8842735290527344]), (-5.936160087585449, -2.9680800437927246, [-5.4496002197265625, -0.4865598678588867]), (-7.069251537322998, -3.534625768661499, [-6.246377468109131, -0.8228740692138672]), (-7.19023323059082, -3.59511661529541, [-6.272208213806152, -0.918025016784668])]",66985530,distilbert-base-uncased
Lettuce is a,vegetable.,lettuce,vegetable,12,"[(-3.9671707153320312, -1.9835853576660156, [-3.4980592727661133, -0.46911144256591797]), (-2.826565742492676, -1.413282871246338, [-1.828923225402832, -0.9976425170898438]), (-2.3545351028442383, -1.1772675514221191, [-1.9011821746826172, -0.4533529281616211]), (-7.190375804901123, -3.5951879024505615, [-6.658019542694092, -0.5323562622070312]), (-3.6779041290283203, -1.8389520645141602, [-3.547090530395508, -0.1308135986328125])]",66985530,distilbert-base-uncased
Celery is a,vegetable.,celery,vegetable,13,"[(-5.1988630294799805, -2.5994315147399902, [-4.580085754394531, -0.6187772750854492]), (-4.012555122375488, -2.006277561187744, [-3.574106216430664, -0.4384489059448242]), (-9.589559555053711, -4.7947797775268555, [-9.112611770629883, -0.4769477844238281]), (-8.402817726135254, -4.201408863067627, [-7.842846870422363, -0.5599708557128906]), (-4.585854530334473, -2.2929272651672363, [-4.129059791564941, -0.45679473876953125])]",66985530,distilbert-base-uncased
Cucumber is a,vegetable.,cucumber,vegetable,14,"[(-4.205621719360352, -2.102810859680176, [-3.335759162902832, -0.8698625564575195]), (-4.171274185180664, -2.085637092590332, [-3.458327293395996, -0.712946891784668]), (-3.6948623657226562, -1.8474311828613281, [-2.547281265258789, -1.1475811004638672]), (-4.4978790283203125, -2.2489395141601562, [-3.9648780822753906, -0.5330009460449219]), (-3.9617834091186523, -1.9808917045593262, [-3.3014211654663086, -0.6603622436523438])]",66985530,distilbert-base-uncased
Beet is a,vegetable.,beet,vegetable,15,"[(-6.499279022216797, -3.2496395111083984, [-4.794436454772949, -1.7048425674438477]), (-5.862237453460693, -2.9311187267303467, [-5.196633815765381, -0.6656036376953125]), (-6.051481246948242, -3.025740623474121, [-5.673618316650391, -0.37786293029785156]), (-9.008989334106445, -4.504494667053223, [-7.980046272277832, -1.0289430618286133]), (-6.739447116851807, -3.3697235584259033, [-5.9194254875183105, -0.8200216293334961])]",66985530,distilbert-base-uncased
Green is a,vegetable.,green,vegetable,16,"[(-8.509811401367188, -4.254905700683594, [-7.07280158996582, -1.4370098114013672]), (-10.89130973815918, -5.44565486907959, [-8.59737491607666, -2.2939348220825195]), (-8.252420902252197, -4.126210451126099, [-7.6484808921813965, -0.6039400100708008]), (-7.619682788848877, -3.8098413944244385, [-6.972898006439209, -0.646784782409668]), (-8.387519359588623, -4.1937596797943115, [-7.772402286529541, -0.615117073059082])]",66985530,distilbert-base-uncased
Tomato is a,vegetable.,tomato,vegetable,17,"[(-3.711334228515625, -1.8556671142578125, [-3.225022315979004, -0.4863119125366211]), (-3.2048377990722656, -1.6024188995361328, [-2.695950508117676, -0.5088872909545898]), (-3.067864418029785, -1.5339322090148926, [-2.387918472290039, -0.6799459457397461]), (-4.1547136306762695, -2.0773568153381348, [-3.8262624740600586, -0.32845115661621094]), (-3.556656837463379, -1.7783284187316895, [-2.8843040466308594, -0.6723527908325195])]",66985530,distilbert-base-uncased
Lima bean is a,vegetable.,lima bean,vegetable,18,"[(-3.1831064224243164, -1.5915532112121582, [-2.79022216796875, -0.3928842544555664]), (-3.2659168243408203, -1.6329584121704102, [-2.392216682434082, -0.8737001419067383]), (-3.02700138092041, -1.513500690460205, [-2.4779701232910156, -0.5490312576293945]), (-2.5289154052734375, -1.2644577026367188, [-1.7479028701782227, -0.7810125350952148]), (-3.003689765930176, -1.501844882965088, [-2.1833009719848633, -0.8203887939453125])]",66985530,distilbert-base-uncased
Artichoke is a,vegetable.,artichoke,vegetable,19,"[(-9.429802894592285, -4.714901447296143, [-9.094367980957031, -0.3354349136352539]), (-10.746594429016113, -5.373297214508057, [-9.899974822998047, -0.8466196060180664]), (-10.132665634155273, -5.066332817077637, [-9.565694808959961, -0.5669708251953125]), (-11.431495666503906, -5.715747833251953, [-10.069032669067383, -1.3624629974365234]), (-9.556483268737793, -4.7782416343688965, [-8.780403137207031, -0.7760801315307617])]",66985530,distilbert-base-uncased
Turnip is a,vegetable.,turnip,vegetable,20,"[(-7.173799991607666, -3.586899995803833, [-5.764029026031494, -1.4097709655761719]), (-7.687971115112305, -3.8439855575561523, [-6.972490310668945, -0.7154808044433594]), (-4.557131767272949, -2.2785658836364746, [-4.0668487548828125, -0.4902830123901367]), (-7.597706317901611, -3.7988531589508057, [-7.331568241119385, -0.26613807678222656]), (-8.574199199676514, -4.287099599838257, [-7.580925464630127, -0.9932737350463867])]",66985530,distilbert-base-uncased
Eggplant is a,vegetable.,eggplant,vegetable,21,"[(-6.007656097412109, -3.0038280487060547, [-5.081480979919434, -0.9261751174926758]), (-5.505378246307373, -2.7526891231536865, [-5.135045528411865, -0.3703327178955078]), (-3.365793228149414, -1.682896614074707, [-3.1718215942382812, -0.1939716339111328]), (-2.6833715438842773, -1.3416857719421387, [-2.3410511016845703, -0.34232044219970703]), (-3.955843925476074, -1.977921962738037, [-3.381052017211914, -0.5747919082641602])]",66985530,distilbert-base-uncased
Romaine is a,vegetable.,romaine,vegetable,22,"[(-9.446094512939453, -4.723047256469727, [-8.619787216186523, -0.8263072967529297]), (-10.207377433776855, -5.103688716888428, [-9.050094604492188, -1.157282829284668]), (-10.415122985839844, -5.207561492919922, [-9.902174949645996, -0.5129480361938477]), (-9.933831214904785, -4.966915607452393, [-9.253267288208008, -0.6805639266967773]), (-9.316998481750488, -4.658499240875244, [-8.933246612548828, -0.38375186920166016])]",66985530,distilbert-base-uncased
Green pepper is a,vegetable.,green pepper,vegetable,23,"[(-4.565966606140137, -2.2829833030700684, [-3.7691287994384766, -0.7968378067016602]), (-4.513129234313965, -2.2565646171569824, [-3.9569625854492188, -0.5561666488647461]), (-4.2726030349731445, -2.1363015174865723, [-3.8310842514038086, -0.44151878356933594]), (-2.6660470962524414, -1.3330235481262207, [-2.3764095306396484, -0.28963756561279297]), (-5.396276473999023, -2.6981382369995117, [-4.7108869552612305, -0.685389518737793])]",66985530,distilbert-base-uncased
Okra is a,vegetable.,okra,vegetable,24,"[(-10.329544067382812, -5.164772033691406, [-9.291424751281738, -1.0381193161010742]), (-10.222846031188965, -5.111423015594482, [-8.140331268310547, -2.082514762878418]), (-10.520706176757812, -5.260353088378906, [-8.904231071472168, -1.6164751052856445]), (-9.155509948730469, -4.577754974365234, [-8.404215812683105, -0.7512941360473633]), (-8.609196662902832, -4.304598331451416, [-8.044151306152344, -0.5650453567504883])]",66985530,distilbert-base-uncased
Radish is a,vegetable.,radish,vegetable,25,"[(-9.600894927978516, -4.800447463989258, [-8.569114685058594, -1.0317802429199219]), (-9.052717208862305, -4.526358604431152, [-8.189226150512695, -0.8634910583496094]), (-8.461787223815918, -4.230893611907959, [-7.600809097290039, -0.8609781265258789]), (-9.102624893188477, -4.551312446594238, [-7.758454322814941, -1.3441705703735352]), (-9.271158218383789, -4.6355791091918945, [-8.606576919555664, -0.664581298828125])]",66985530,distilbert-base-uncased
Onion is a,vegetable.,onion,vegetable,26,"[(-5.716562271118164, -2.858281135559082, [-5.469676971435547, -0.2468852996826172]), (-2.7998228073120117, -1.3999114036560059, [-2.1057872772216797, -0.694035530090332]), (-3.005324363708496, -1.502662181854248, [-2.5944290161132812, -0.41089534759521484]), (-4.042577743530273, -2.0212888717651367, [-3.2772216796875, -0.7653560638427734]), (-5.878030300140381, -2.9390151500701904, [-5.325588703155518, -0.5524415969848633])]",66985530,distilbert-base-uncased
Bean is a,vegetable.,bean,vegetable,27,"[(-7.257776737213135, -3.6288883686065674, [-6.705575466156006, -0.5522012710571289]), (-6.367584228515625, -3.1837921142578125, [-6.044952392578125, -0.3226318359375]), (-5.999736309051514, -2.999868154525757, [-5.679891109466553, -0.31984519958496094]), (-5.628257751464844, -2.814128875732422, [-5.042211532592773, -0.5860462188720703]), (-6.5900797843933105, -3.2950398921966553, [-6.202348232269287, -0.38773155212402344])]",66985530,distilbert-base-uncased
Green onion is a,vegetable.,green onion,vegetable,28,"[(-3.8081789016723633, -1.9040894508361816, [-3.0193424224853516, -0.7888364791870117]), (-3.6509552001953125, -1.8254776000976562, [-2.9996376037597656, -0.6513175964355469]), (-3.1371583938598633, -1.5685791969299316, [-2.1571826934814453, -0.979975700378418]), (-2.2330474853515625, -1.1165237426757812, [-2.026029586791992, -0.2070178985595703]), (-2.9250736236572266, -1.4625368118286133, [-2.234006881713867, -0.6910667419433594])]",66985530,distilbert-base-uncased
Potato is a,vegetable.,potato,vegetable,29,"[(-3.4883527755737305, -1.7441763877868652, [-2.127889633178711, -1.3604631423950195]), (-3.21791934967041, -1.608959674835205, [-2.7375593185424805, -0.4803600311279297]), (-2.931516647338867, -1.4657583236694336, [-2.403864860534668, -0.5276517868041992]), (-3.387251853942871, -1.6936259269714355, [-2.0781641006469727, -1.3090877532958984]), (-2.5328779220581055, -1.2664389610290527, [-2.108816146850586, -0.42406177520751953])]",66985530,distilbert-base-uncased
Parsnip is a,vegetable.,parsnip,vegetable,30,"[(-8.865792274475098, -4.432896137237549, [-8.491161346435547, -0.3746309280395508]), (-9.164570808410645, -4.582285404205322, [-8.15709114074707, -1.0074796676635742]), (-9.224308013916016, -4.612154006958008, [-8.532668113708496, -0.6916399002075195]), (-9.299095153808594, -4.649547576904297, [-8.53757095336914, -0.7615242004394531]), (-9.659109115600586, -4.829554557800293, [-8.797660827636719, -0.8614482879638672])]",66985530,distilbert-base-uncased
Turnip green is a,vegetable.,turnip green,vegetable,31,"[(-6.661313533782959, -3.3306567668914795, [-5.550512790679932, -1.1108007431030273]), (-4.999467849731445, -2.4997339248657227, [-3.9782752990722656, -1.0211925506591797]), (-5.340451717376709, -2.6702258586883545, [-5.1286749839782715, -0.2117767333984375]), (-3.5855112075805664, -1.7927556037902832, [-3.156108856201172, -0.42940235137939453]), (-5.947132110595703, -2.9735660552978516, [-4.9458513259887695, -1.0012807846069336])]",66985530,distilbert-base-uncased
Collard is a,vegetable.,collard,vegetable,32,"[(-9.23128890991211, -4.615644454956055, [-8.33928108215332, -0.8920078277587891]), (-9.996098518371582, -4.998049259185791, [-8.79019546508789, -1.2059030532836914]), (-10.310847282409668, -5.155423641204834, [-9.544940948486328, -0.7659063339233398]), (-8.739244937896729, -4.369622468948364, [-7.614120006561279, -1.1251249313354492]), (-8.945250511169434, -4.472625255584717, [-6.883601188659668, -2.0616493225097656])]",66985530,distilbert-base-uncased
Wax bean is a,vegetable.,wax bean,vegetable,33,"[(-3.231884002685547, -1.6159420013427734, [-2.7723608016967773, -0.45952320098876953]), (-3.2063398361206055, -1.6031699180603027, [-2.17714786529541, -1.0291919708251953]), (-3.2944936752319336, -1.6472468376159668, [-2.1840620040893555, -1.1104316711425781]), (-3.4605884552001953, -1.7302942276000977, [-3.202755928039551, -0.25783252716064453]), (-3.081491470336914, -1.540745735168457, [-1.9925413131713867, -1.0889501571655273])]",66985530,distilbert-base-uncased
Watercress is a,vegetable.,watercress,vegetable,34,"[(-6.853381633758545, -3.4266908168792725, [-6.102600574493408, -0.7507810592651367]), (-6.756464004516602, -3.378232002258301, [-5.16818904876709, -1.5882749557495117]), (-5.638052463531494, -2.819026231765747, [-4.977013111114502, -0.6610393524169922]), (-4.637709617614746, -2.318854808807373, [-3.561923027038574, -1.0757865905761719]), (-4.910435676574707, -2.4552178382873535, [-3.906304359436035, -1.0041313171386719])]",66985530,distilbert-base-uncased
Black eyed pea is a,vegetable.,black eyed pea,vegetable,35,"[(-6.666623592376709, -3.3333117961883545, [-5.708084583282471, -0.9585390090942383]), (-7.796045303344727, -3.8980226516723633, [-6.529598236083984, -1.2664470672607422]), (-8.611555099487305, -4.305777549743652, [-7.8687543869018555, -0.7428007125854492]), (-7.3548078536987305, -3.6774039268493652, [-6.881669044494629, -0.47313880920410156]), (-6.1636643409729, -3.08183217048645, [-4.3401312828063965, -1.823533058166504])]",66985530,distilbert-base-uncased
Leek is a,vegetable.,leek,vegetable,36,"[(-9.609933853149414, -4.804966926574707, [-8.943769454956055, -0.6661643981933594]), (-10.05068302154541, -5.025341510772705, [-9.401866912841797, -0.6488161087036133]), (-10.167359352111816, -5.083679676055908, [-9.098384857177734, -1.068974494934082]), (-10.966997146606445, -5.483498573303223, [-9.684609413146973, -1.2823877334594727]), (-9.768431663513184, -4.884215831756592, [-8.97382926940918, -0.7946023941040039])]",66985530,distilbert-base-uncased
Pepper is a,vegetable.,pepper,vegetable,37,"[(-6.851776599884033, -3.4258882999420166, [-6.560867786407471, -0.2909088134765625]), (-5.733335971832275, -2.8666679859161377, [-5.013918399810791, -0.7194175720214844]), (-7.5381669998168945, -3.7690834999084473, [-6.663290023803711, -0.8748769760131836]), (-6.900752067565918, -3.450376033782959, [-5.798781394958496, -1.1019706726074219]), (-6.828781604766846, -3.414390802383423, [-6.207600116729736, -0.6211814880371094])]",66985530,distilbert-base-uncased
Sweet potato is a,vegetable.,sweet potato,vegetable,38,"[(-2.835330009460449, -1.4176650047302246, [-2.5636510848999023, -0.2716789245605469]), (-4.280209541320801, -2.1401047706604004, [-3.686208724975586, -0.5940008163452148]), (-2.870223045349121, -1.4351115226745605, [-2.4802255630493164, -0.3899974822998047]), (-2.9369401931762695, -1.4684700965881348, [-2.5993242263793945, -0.337615966796875]), (-3.1014537811279297, -1.5507268905639648, [-2.351893424987793, -0.7495603561401367])]",66985530,distilbert-base-uncased
Yam is a,vegetable.,yam,vegetable,39,"[(-8.136512279510498, -4.068256139755249, [-7.8110527992248535, -0.32545948028564453]), (-9.210953712463379, -4.6054768562316895, [-8.422624588012695, -0.7883291244506836]), (-8.404336929321289, -4.2021684646606445, [-8.072966575622559, -0.33137035369873047]), (-10.161775588989258, -5.080887794494629, [-8.920916557312012, -1.240859031677246]), (-10.024494171142578, -5.012247085571289, [-9.065519332885742, -0.9589748382568359])]",66985530,distilbert-base-uncased
Parsley is a,vegetable.,parsley,vegetable,40,"[(-9.667098999023438, -4.833549499511719, [-9.264408111572266, -0.4026908874511719]), (-8.85478162765503, -4.427390813827515, [-7.893899440765381, -0.9608821868896484]), (-11.201262474060059, -5.600631237030029, [-9.592521667480469, -1.6087408065795898]), (-9.904199600219727, -4.952099800109863, [-9.491066932678223, -0.4131326675415039]), (-9.366455078125, -4.6832275390625, [-8.184629440307617, -1.1818256378173828])]",66985530,distilbert-base-uncased
Endive is a,vegetable.,endive,vegetable,41,"[(-10.25217342376709, -5.126086711883545, [-9.811161994934082, -0.4410114288330078]), (-10.874975204467773, -5.437487602233887, [-9.77161979675293, -1.1033554077148438]), (-8.998589515686035, -4.499294757843018, [-8.20766830444336, -0.7909212112426758]), (-9.09079360961914, -4.54539680480957, [-8.590600967407227, -0.5001926422119141]), (-9.218881607055664, -4.609440803527832, [-8.457038879394531, -0.7618427276611328])]",66985530,distilbert-base-uncased
Rutabaga is a,vegetable.,rutabaga,vegetable,42,"[(-8.178773880004883, -4.089386940002441, [-6.925872802734375, -1.2529010772705078]), (-7.083741188049316, -3.541870594024658, [-6.481047630310059, -0.6026935577392578]), (-7.616528511047363, -3.8082642555236816, [-6.705863952636719, -0.9106645584106445]), (-6.93643856048584, -3.46821928024292, [-6.212392807006836, -0.7240457534790039]), (-7.508243560791016, -3.754121780395508, [-6.6937150955200195, -0.8145284652709961])]",66985530,distilbert-base-uncased
