preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
A condor is a,bird.,condor,bird,35,"[(-3.391359329223633, -1.6956796646118164, [-3.2197494506835938, -0.17160987854003906]), (-0.9723787307739258, -0.4861893653869629, [-0.8377542495727539, -0.13462448120117188]), (-1.1562843322753906, -0.5781421661376953, [-0.9316177368164062, -0.22466659545898438]), (-7.471494674682617, -3.7357473373413086, [-7.342079162597656, -0.12941551208496094]), (-2.425395965576172, -1.212697982788086, [-2.1992130279541016, -0.2261829376220703])]",124697433,roberta-base
A toucan is a,bird.,toucan,bird,36,"[(-3.4142723083496094, -1.7071361541748047, [-3.3501129150390625, -0.06415939331054688]), (-4.583067893981934, -2.291533946990967, [-4.299552917480469, -0.28351497650146484]), (-3.3067426681518555, -1.6533713340759277, [-3.060805320739746, -0.24593734741210938]), (-2.9410438537597656, -1.4705219268798828, [-2.877033233642578, -0.0640106201171875]), (-3.9568138122558594, -1.9784069061279297, [-3.7945289611816406, -0.16228485107421875])]",124697433,roberta-base
An owl is a,bird.,owl,bird,37,"[(-2.1370792388916016, -1.0685396194458008, [-2.104982376098633, -0.03209686279296875]), (-1.7686700820922852, -0.8843350410461426, [-1.675461769104004, -0.09320831298828125]), (-1.1478071212768555, -0.5739035606384277, [-1.0724306106567383, -0.07537651062011719]), (-1.9680776596069336, -0.9840388298034668, [-1.8066835403442383, -0.1613941192626953]), (-2.216221809387207, -1.1081109046936035, [-2.1543455123901367, -0.06187629699707031])]",124697433,roberta-base
A pelican is a,bird.,pelican,bird,38,"[(-4.494524002075195, -2.2472620010375977, [-4.450450897216797, -0.04407310485839844]), (-3.062105178833008, -1.531052589416504, [-2.8997802734375, -0.1623249053955078]), (-4.17317008972168, -2.08658504486084, [-3.768707275390625, -0.4044628143310547]), (-3.7808914184570312, -1.8904457092285156, [-3.2810134887695312, -0.4998779296875]), (-2.567765235900879, -1.2838826179504395, [-2.524062156677246, -0.04370307922363281])]",124697433,roberta-base
A goose is a,bird.,goose,bird,39,"[(-3.260918617248535, -1.6304593086242676, [-3.174067497253418, -0.08685111999511719]), (-3.354381561279297, -1.6771907806396484, [-3.260356903076172, -0.094024658203125]), (-2.2529430389404297, -1.1264715194702148, [-2.2035770416259766, -0.049365997314453125]), (-2.712909698486328, -1.356454849243164, [-2.667020797729492, -0.04588890075683594]), (-2.4482507705688477, -1.2241253852844238, [-2.3615007400512695, -0.08675003051757812])]",124697433,roberta-base
A vulture is a,bird.,vulture,bird,40,"[(-4.2212982177734375, -2.1106491088867188, [-4.127801895141602, -0.09349632263183594]), (-5.26395320892334, -2.63197660446167, [-5.008864402770996, -0.25508880615234375]), (-3.9296302795410156, -1.9648151397705078, [-3.844135284423828, -0.0854949951171875]), (-3.0507097244262695, -1.5253548622131348, [-2.7927942276000977, -0.2579154968261719]), (-3.794534683227539, -1.8972673416137695, [-3.734861373901367, -0.059673309326171875])]",124697433,roberta-base
A stork is a,bird.,stork,bird,41,"[(-2.275087356567383, -1.1375436782836914, [-2.1874008178710938, -0.08768653869628906]), (-1.3878698348999023, -0.6939349174499512, [-1.3002634048461914, -0.08760643005371094]), (-2.952882766723633, -1.4764413833618164, [-2.854686737060547, -0.09819602966308594]), (-2.6774444580078125, -1.3387222290039062, [-2.5876293182373047, -0.08981513977050781]), (-2.80489444732666, -1.40244722366333, [-2.362248420715332, -0.4426460266113281])]",124697433,roberta-base
A buzzard is a,bird.,buzzard,bird,42,"[(-3.189800262451172, -1.594900131225586, [-3.0331897735595703, -0.15661048889160156]), (-4.551327705383301, -2.2756638526916504, [-4.4231157302856445, -0.12821197509765625]), (-3.382080078125, -1.6910400390625, [-3.1705684661865234, -0.21151161193847656]), (-6.000858306884766, -3.000429153442383, [-5.841230392456055, -0.15962791442871094]), (-3.986565589904785, -1.9932827949523926, [-3.9121809005737305, -0.07438468933105469])]",124697433,roberta-base
A swan is a,bird.,swan,bird,43,"[(-3.706265449523926, -1.853132724761963, [-3.6656179428100586, -0.04064750671386719]), (-3.9518728256225586, -1.9759364128112793, [-3.5808820724487305, -0.3709907531738281]), (-1.6722278594970703, -0.8361139297485352, [-1.5474834442138672, -0.12474441528320312]), (-3.4748239517211914, -1.7374119758605957, [-3.3919057846069336, -0.08291816711425781]), (-1.7214698791503906, -0.8607349395751953, [-1.521270751953125, -0.20019912719726562])]",124697433,roberta-base
A flamingo is a,bird.,flamingo,bird,44,"[(-3.9192161560058594, -1.9596080780029297, [-3.8779373168945312, -0.041278839111328125]), (-2.7848129272460938, -1.3924064636230469, [-2.714376449584961, -0.07043647766113281]), (-2.6596460342407227, -1.3298230171203613, [-2.621209144592285, -0.0384368896484375]), (-2.501230239868164, -1.250615119934082, [-2.330341339111328, -0.17088890075683594]), (-3.1357555389404297, -1.5678777694702148, [-3.0113792419433594, -0.12437629699707031])]",124697433,roberta-base
A duck is a,bird.,duck,bird,45,"[(-5.198910713195801, -2.5994553565979004, [-5.173304557800293, -0.025606155395507812]), (-5.14016056060791, -2.570080280303955, [-5.115609169006348, -0.0245513916015625]), (-6.482590675354004, -3.241295337677002, [-6.396584510803223, -0.08600616455078125]), (-3.51934814453125, -1.759674072265625, [-3.4667510986328125, -0.0525970458984375]), (-5.3751220703125, -2.68756103515625, [-5.299863815307617, -0.07525825500488281])]",124697433,roberta-base
A peacock is a,bird.,peacock,bird,46,"[(-2.730259895324707, -1.3651299476623535, [-2.666029930114746, -0.06422996520996094]), (-2.1011886596679688, -1.0505943298339844, [-2.0577220916748047, -0.04346656799316406]), (-1.9588489532470703, -0.9794244766235352, [-1.657766342163086, -0.3010826110839844]), (-2.6358518600463867, -1.3179259300231934, [-2.446946144104004, -0.1889057159423828]), (-2.6815614700317383, -1.3407807350158691, [-2.474034309387207, -0.20752716064453125])]",124697433,roberta-base
An egret is a,bird.,egret,bird,47,"[(-2.9836788177490234, -1.4918394088745117, [-2.8281002044677734, -0.15557861328125]), (-5.167491912841797, -2.5837459564208984, [-5.029560089111328, -0.13793182373046875]), (-3.213041305541992, -1.606520652770996, [-3.010049819946289, -0.20299148559570312]), (-5.324487686157227, -2.6622438430786133, [-5.191301345825195, -0.13318634033203125]), (-3.0132522583007812, -1.5066261291503906, [-2.7322158813476562, -0.281036376953125])]",124697433,roberta-base
A chicken is a,bird.,chicken,bird,48,"[(-4.334622383117676, -2.167311191558838, [-4.2632036209106445, -0.07141876220703125]), (-4.964912414550781, -2.4824562072753906, [-4.809816360473633, -0.15509605407714844]), (-3.618846893310547, -1.8094234466552734, [-3.5434932708740234, -0.07535362243652344]), (-2.182769775390625, -1.0913848876953125, [-2.1252708435058594, -0.057498931884765625]), (-5.4468231201171875, -2.7234115600585938, [-5.345438003540039, -0.10138511657714844])]",124697433,roberta-base
A turkey is a,bird.,turkey,bird,49,"[(-2.4454851150512695, -1.2227425575256348, [-2.304001808166504, -0.14148330688476562]), (-2.19779109954834, -1.09889554977417, [-2.0942087173461914, -0.10358238220214844]), (-1.7144737243652344, -0.8572368621826172, [-1.6656570434570312, -0.048816680908203125]), (-2.099437713623047, -1.0497188568115234, [-1.8683547973632812, -0.23108291625976562]), (-1.4888181686401367, -0.7444090843200684, [-1.452235221862793, -0.03658294677734375])]",124697433,roberta-base
An ostrich is a,bird.,ostrich,bird,50,"[(-1.315627098083496, -0.657813549041748, [-1.2577428817749023, -0.05788421630859375]), (-3.286375045776367, -1.6431875228881836, [-3.223226547241211, -0.06314849853515625]), (-3.0500717163085938, -1.5250358581542969, [-2.928560256958008, -0.12151145935058594]), (-2.9529666900634766, -1.4764833450317383, [-2.7347278594970703, -0.21823883056640625]), (-3.802785873413086, -1.901392936706543, [-3.716266632080078, -0.08651924133300781])]",124697433,roberta-base
A titmouse is a,bird.,titmouse,bird,51,"[(-4.558011054992676, -2.279005527496338, [-4.387742042541504, -0.17026901245117188]), (-3.325775146484375, -1.6628875732421875, [-3.214193344116211, -0.11158180236816406]), (-3.041116714477539, -1.5205583572387695, [-2.6559600830078125, -0.38515663146972656]), (-2.474346160888672, -1.237173080444336, [-2.4036598205566406, -0.07068634033203125]), (-2.818632125854492, -1.409316062927246, [-2.683656692504883, -0.13497543334960938])]",124697433,roberta-base
An emu is a,bird.,emu,bird,52,"[(-7.334185600280762, -3.667092800140381, [-6.433840751647949, -0.9003448486328125]), (-6.927424430847168, -3.463712215423584, [-6.254558563232422, -0.6728658676147461]), (-4.837599754333496, -2.418799877166748, [-4.674078941345215, -0.16352081298828125]), (-5.492020606994629, -2.7460103034973145, [-5.252320289611816, -0.2397003173828125]), (-5.220782279968262, -2.610391139984131, [-4.937389373779297, -0.28339290618896484])]",124697433,roberta-base
A penguin is a,bird.,penguin,bird,53,"[(-3.440876007080078, -1.720438003540039, [-2.983854293823242, -0.45702171325683594]), (-4.188590049743652, -2.094295024871826, [-3.9925432205200195, -0.1960468292236328]), (-2.4976139068603516, -1.2488069534301758, [-2.3137569427490234, -0.18385696411132812]), (-3.817610740661621, -1.9088053703308105, [-3.4155473709106445, -0.40206336975097656]), (-3.5502700805664062, -1.7751350402832031, [-3.47686767578125, -0.07340240478515625])]",124697433,roberta-base
A bat is a,bird.,bat,bird,54,"[(-4.281914710998535, -2.1409573554992676, [-4.172942161560059, -0.10897254943847656]), (-6.073182106018066, -3.036591053009033, [-5.9924421310424805, -0.08073997497558594]), (-3.4756412506103516, -1.7378206253051758, [-3.3944244384765625, -0.08121681213378906]), (-2.9317312240600586, -1.4658656120300293, [-2.8700380325317383, -0.06169319152832031]), (-4.262030601501465, -2.1310153007507324, [-4.229640007019043, -0.032390594482421875])]",124697433,roberta-base
Football is a,sport.,football,sport,1,"[(-2.042487144470215, -1.0212435722351074, [-1.4393844604492188, -0.6031026840209961]), (-2.1640987396240234, -1.0820493698120117, [-1.9870376586914062, -0.1770610809326172]), (-1.7479324340820312, -0.8739662170410156, [-1.6073188781738281, -0.14061355590820312]), (-1.9365673065185547, -0.9682836532592773, [-1.4848690032958984, -0.45169830322265625]), (-1.8860864639282227, -0.9430432319641113, [-1.768876075744629, -0.11721038818359375])]",124697433,roberta-base
Baseball is a,sport.,baseball,sport,2,"[(-2.1355743408203125, -1.0677871704101562, [-2.0164241790771484, -0.11915016174316406]), (-3.166274070739746, -1.583137035369873, [-3.087855339050293, -0.07841873168945312]), (-1.6123466491699219, -0.8061733245849609, [-1.4933490753173828, -0.11899757385253906]), (-1.3414192199707031, -0.6707096099853516, [-1.2684154510498047, -0.07300376892089844]), (-1.8643741607666016, -0.9321870803833008, [-1.7899723052978516, -0.07440185546875])]",124697433,roberta-base
Basketball is a,sport.,basketball,sport,3,"[(-2.5025291442871094, -1.2512645721435547, [-2.3872413635253906, -0.11528778076171875]), (-0.9779605865478516, -0.4889802932739258, [-0.8787250518798828, -0.09923553466796875]), (-1.5691051483154297, -0.7845525741577148, [-1.3284835815429688, -0.24062156677246094]), (-1.9136772155761719, -0.9568386077880859, [-1.8177566528320312, -0.09592056274414062]), (-2.2912845611572266, -1.1456422805786133, [-2.236530303955078, -0.05475425720214844])]",124697433,roberta-base
Tennis is a,sport.,tennis,sport,4,"[(-2.7631092071533203, -1.3815546035766602, [-2.675497055053711, -0.08761215209960938]), (-1.030813217163086, -0.515406608581543, [-0.9763259887695312, -0.05448722839355469]), (-1.6170196533203125, -0.8085098266601562, [-1.3487701416015625, -0.26824951171875]), (-1.4462394714355469, -0.7231197357177734, [-1.281768798828125, -0.16447067260742188]), (-2.063309669494629, -1.0316548347473145, [-1.902033805847168, -0.16127586364746094])]",124697433,roberta-base
Softball is a,sport.,softball,sport,5,"[(-1.7176094055175781, -0.8588047027587891, [-1.6334590911865234, -0.08415031433105469]), (-3.0859718322753906, -1.5429859161376953, [-2.590031623840332, -0.4959402084350586]), (-1.2236833572387695, -0.6118416786193848, [-0.9468832015991211, -0.27680015563964844]), (-3.748988151550293, -1.8744940757751465, [-3.576949119567871, -0.17203903198242188]), (-1.1931095123291016, -0.5965547561645508, [-0.9578571319580078, -0.23525238037109375])]",124697433,roberta-base
Canoeing is a,sport.,canoeing,sport,6,"[(-3.4136314392089844, -1.7068157196044922, [-3.1937007904052734, -0.21993064880371094]), (-2.8207712173461914, -1.4103856086730957, [-2.3517160415649414, -0.46905517578125]), (-4.380093574523926, -2.190046787261963, [-4.183407783508301, -0.196685791015625]), (-3.2287673950195312, -1.6143836975097656, [-2.9395618438720703, -0.28920555114746094]), (-2.3511085510253906, -1.1755542755126953, [-2.0480308532714844, -0.30307769775390625])]",124697433,roberta-base
Handball is a,sport.,handball,sport,7,"[(-4.890825271606445, -2.4454126358032227, [-4.371940612792969, -0.5188846588134766]), (-3.3654098510742188, -1.6827049255371094, [-3.120668411254883, -0.24474143981933594]), (-1.784956932067871, -0.8924784660339355, [-1.5920190811157227, -0.19293785095214844]), (-2.79874324798584, -1.39937162399292, [-1.8729848861694336, -0.9257583618164062]), (-3.4184865951538086, -1.7092432975769043, [-3.233919143676758, -0.18456745147705078])]",124697433,roberta-base
Rugby is a,sport.,rugby,sport,8,"[(-2.222245216369629, -1.1111226081848145, [-1.788762092590332, -0.4334831237792969]), (-3.0003013610839844, -1.5001506805419922, [-2.485424041748047, -0.5148773193359375]), (-1.3925704956054688, -0.6962852478027344, [-1.1728324890136719, -0.21973800659179688]), (-2.227034568786621, -1.1135172843933105, [-1.9474802017211914, -0.2795543670654297]), (-3.7148475646972656, -1.8574237823486328, [-2.9595298767089844, -0.7553176879882812])]",124697433,roberta-base
Hockey is a,sport.,hockey,sport,9,"[(-2.4295272827148438, -1.2147636413574219, [-2.1619386672973633, -0.26758861541748047]), (-1.4645824432373047, -0.7322912216186523, [-1.380086898803711, -0.08449554443359375]), (-1.5863571166992188, -0.7931785583496094, [-1.2276630401611328, -0.35869407653808594]), (-2.4284467697143555, -1.2142233848571777, [-2.2876157760620117, -0.14083099365234375]), (-2.087124824523926, -1.043562412261963, [-1.9767847061157227, -0.11034011840820312])]",124697433,roberta-base
Ice hockey is a,sport.,ice hockey,sport,10,"[(-2.3150177001953125, -1.1575088500976562, [-2.1857147216796875, -0.129302978515625]), (-4.078449249267578, -2.039224624633789, [-3.8770675659179688, -0.20138168334960938]), (-2.6316070556640625, -1.3158035278320312, [-2.5332679748535156, -0.09833908081054688]), (-2.7447357177734375, -1.3723678588867188, [-2.5635910034179688, -0.18114471435546875]), (-1.4326763153076172, -0.7163381576538086, [-1.2790946960449219, -0.1535816192626953])]",124697433,roberta-base
Swimming is a,sport.,swimming,sport,11,"[(-0.9432106018066406, -0.4716053009033203, [-0.8449935913085938, -0.09821701049804688]), (-4.0765180587768555, -2.0382590293884277, [-3.765019416809082, -0.31149864196777344]), (-2.799513816833496, -1.399756908416748, [-2.5401535034179688, -0.25936031341552734]), (-4.370145797729492, -2.185072898864746, [-4.2972259521484375, -0.07291984558105469]), (-1.5274066925048828, -0.7637033462524414, [-1.2242355346679688, -0.30317115783691406])]",124697433,roberta-base
Track is a,sport.,track,sport,12,"[(-3.6496152877807617, -1.8248076438903809, [-3.5812807083129883, -0.06833457946777344]), (-4.097861289978027, -2.0489306449890137, [-3.830050468444824, -0.2678108215332031]), (-5.344112396240234, -2.672056198120117, [-5.240839004516602, -0.10327339172363281]), (-4.129177093505859, -2.0645885467529297, [-4.037603378295898, -0.09157371520996094]), (-3.8391666412353516, -1.9195833206176758, [-3.3949031829833984, -0.4442634582519531])]",124697433,roberta-base
Boxing is a,sport.,boxing,sport,13,"[(-2.6292238235473633, -1.3146119117736816, [-2.3944482803344727, -0.23477554321289062]), (-2.961332321166992, -1.480666160583496, [-2.7462844848632812, -0.21504783630371094]), (-4.829768180847168, -2.414884090423584, [-4.354619026184082, -0.47514915466308594]), (-5.137015342712402, -2.568507671356201, [-5.067461967468262, -0.06955337524414062]), (-4.548608779907227, -2.2743043899536133, [-4.084112167358398, -0.4644966125488281])]",124697433,roberta-base
Volleyball is a,sport.,volleyball,sport,14,"[(-0.523101806640625, -0.2615509033203125, [-0.3036079406738281, -0.21949386596679688]), (-2.2733116149902344, -1.1366558074951172, [-1.6479806900024414, -0.625330924987793]), (-1.7288389205932617, -0.8644194602966309, [-1.4891080856323242, -0.2397308349609375]), (-1.7681398391723633, -0.8840699195861816, [-1.162881851196289, -0.6052579879760742]), (-2.1848344802856445, -1.0924172401428223, [-1.4125137329101562, -0.7723207473754883])]",124697433,roberta-base
Lacrosse is a,sport.,lacrosse,sport,15,"[(-1.3965692520141602, -0.6982846260070801, [-1.1279478073120117, -0.26862144470214844]), (-3.3119630813598633, -1.6559815406799316, [-2.6646432876586914, -0.6473197937011719]), (-2.293182373046875, -1.1465911865234375, [-2.122467041015625, -0.17071533203125]), (-3.650872230529785, -1.8254361152648926, [-3.3664121627807617, -0.28446006774902344]), (-4.239265441894531, -2.1196327209472656, [-3.84360408782959, -0.3956613540649414])]",124697433,roberta-base
Skiing is a,sport.,skiing,sport,16,"[(-4.18135929107666, -2.09067964553833, [-3.783381462097168, -0.3979778289794922]), (-4.735274314880371, -2.3676371574401855, [-3.9935836791992188, -0.7416906356811523]), (-3.7006235122680664, -1.8503117561340332, [-3.448094367980957, -0.2525291442871094]), (-4.183755874633789, -2.0918779373168945, [-2.839536666870117, -1.3442192077636719]), (-2.5023794174194336, -1.2511897087097168, [-2.1572914123535156, -0.34508800506591797])]",124697433,roberta-base
Golf is a,sport.,golf,sport,17,"[(-2.1617603302001953, -1.0808801651000977, [-1.9151840209960938, -0.24657630920410156]), (-1.9548759460449219, -0.9774379730224609, [-1.8901824951171875, -0.06469345092773438]), (-1.7101917266845703, -0.8550958633422852, [-1.3599720001220703, -0.3502197265625]), (-3.316117286682129, -1.6580586433410645, [-3.252028465270996, -0.06408882141113281]), (-1.6630287170410156, -0.8315143585205078, [-1.477529525756836, -0.1854991912841797])]",124697433,roberta-base
Polo is a,sport.,polo,sport,18,"[(-5.754261016845703, -2.8771305084228516, [-5.037320137023926, -0.7169408798217773]), (-7.3133344650268555, -3.6566672325134277, [-6.719518661499023, -0.593815803527832]), (-7.1153459548950195, -3.5576729774475098, [-6.503541946411133, -0.6118040084838867]), (-6.588441848754883, -3.2942209243774414, [-5.608880996704102, -0.9795608520507812]), (-6.811079978942871, -3.4055399894714355, [-6.046503067016602, -0.7645769119262695])]",124697433,roberta-base
Surfing is a,sport.,surfing,sport,19,"[(-2.7237491607666016, -1.3618745803833008, [-2.4518280029296875, -0.27192115783691406]), (-2.9641599655151367, -1.4820799827575684, [-2.8430356979370117, -0.121124267578125]), (-1.6566829681396484, -0.8283414840698242, [-1.4265193939208984, -0.23016357421875]), (-3.693833351135254, -1.846916675567627, [-3.4333181381225586, -0.2605152130126953]), (-4.228955268859863, -2.1144776344299316, [-3.985133171081543, -0.2438220977783203])]",124697433,roberta-base
Wrestling is a,sport.,wrestling,sport,20,"[(-0.3396186828613281, -0.16980934143066406, [-0.23847198486328125, -0.10114669799804688]), (-2.287332534790039, -1.1436662673950195, [-2.170225143432617, -0.11710739135742188]), (-2.9426231384277344, -1.4713115692138672, [-2.8626327514648438, -0.07999038696289062]), (-2.349071502685547, -1.1745357513427734, [-2.1669235229492188, -0.18214797973632812]), (-1.3799571990966797, -0.6899785995483398, [-1.288421630859375, -0.09153556823730469])]",124697433,roberta-base
Gymnastics is a,sport.,gymnastics,sport,21,"[(-2.486330986022949, -1.2431654930114746, [-2.133448600769043, -0.35288238525390625]), (-2.4475908279418945, -1.2237954139709473, [-1.634429931640625, -0.8131608963012695]), (-2.1061086654663086, -1.0530543327331543, [-1.7508554458618164, -0.3552532196044922]), (-0.7689990997314453, -0.38449954986572266, [-0.6574478149414062, -0.11155128479003906]), (-3.368250846862793, -1.6841254234313965, [-3.1822309494018555, -0.1860198974609375])]",124697433,roberta-base
Cricket is a,sport.,cricket,sport,22,"[(-1.9633417129516602, -0.9816708564758301, [-1.7858057022094727, -0.1775360107421875]), (-3.127102851867676, -1.563551425933838, [-2.2557125091552734, -0.8713903427124023]), (-2.545125961303711, -1.2725629806518555, [-1.9398536682128906, -0.6052722930908203]), (-4.293556213378906, -2.146778106689453, [-3.995380401611328, -0.2981758117675781]), (-2.1866369247436523, -1.0933184623718262, [-1.7626533508300781, -0.4239835739135742])]",124697433,roberta-base
Squash is a,sport.,squash,sport,23,"[(-6.902414321899414, -3.451207160949707, [-6.104619026184082, -0.797795295715332]), (-6.639379501342773, -3.3196897506713867, [-6.0436906814575195, -0.5956888198852539]), (-4.9471588134765625, -2.4735794067382812, [-4.843709945678711, -0.10344886779785156]), (-2.8672304153442383, -1.4336152076721191, [-2.747063636779785, -0.12016677856445312]), (-7.740821838378906, -3.870410919189453, [-7.57420539855957, -0.16661643981933594])]",124697433,roberta-base
Badminton is a,sport.,badminton,sport,24,"[(-2.542111396789551, -1.2710556983947754, [-2.3894567489624023, -0.15265464782714844]), (-1.5947017669677734, -0.7973508834838867, [-1.4512767791748047, -0.14342498779296875]), (-1.0371828079223633, -0.5185914039611816, [-0.46526527404785156, -0.5719175338745117]), (-4.408363342285156, -2.204181671142578, [-3.963043212890625, -0.44532012939453125]), (-1.742344856262207, -0.8711724281311035, [-1.1419076919555664, -0.6004371643066406])]",124697433,roberta-base
Racing is a,sport.,racing,sport,25,"[(-1.9458436965942383, -0.9729218482971191, [-1.854874610900879, -0.09096908569335938]), (-2.8065614700317383, -1.4032807350158691, [-2.750908851623535, -0.055652618408203125]), (-1.7202701568603516, -0.8601350784301758, [-1.6385269165039062, -0.08174324035644531]), (-2.125164031982422, -1.062582015991211, [-2.0802345275878906, -0.04492950439453125]), (-2.496410369873047, -1.2482051849365234, [-2.2335729598999023, -0.26283740997314453])]",124697433,roberta-base
Pole vault is a,sport.,pole vault,sport,26,"[(-6.177772521972656, -3.088886260986328, [-5.953790664672852, -0.2239818572998047]), (-8.835594177246094, -4.417797088623047, [-8.72555923461914, -0.11003494262695312]), (-8.183453559875488, -4.091726779937744, [-7.977667808532715, -0.20578575134277344]), (-7.022679328918457, -3.5113396644592285, [-6.739348411560059, -0.28333091735839844]), (-9.7655611038208, -4.8827805519104, [-9.216462135314941, -0.5490989685058594])]",124697433,roberta-base
Fencing is a,sport.,fencing,sport,27,"[(-5.012931823730469, -2.5064659118652344, [-4.8599853515625, -0.15294647216796875]), (-5.329496383666992, -2.664748191833496, [-5.166889190673828, -0.16260719299316406]), (-4.660321235656738, -2.330160617828369, [-4.513522148132324, -0.14679908752441406]), (-2.4335365295410156, -1.2167682647705078, [-2.3673744201660156, -0.066162109375]), (-5.23231315612793, -2.616156578063965, [-5.121847152709961, -0.11046600341796875])]",124697433,roberta-base
Bowling is a,sport.,bowling,sport,28,"[(-3.580803871154785, -1.7904019355773926, [-3.521578788757324, -0.05922508239746094]), (-1.7733888626098633, -0.8866944313049316, [-1.3663997650146484, -0.40698909759521484]), (-3.0249452590942383, -1.5124726295471191, [-2.9908971786499023, -0.03404808044433594]), (-2.3216772079467773, -1.1608386039733887, [-2.278008460998535, -0.04366874694824219]), (-3.743061065673828, -1.871530532836914, [-3.623380661010742, -0.11968040466308594])]",124697433,roberta-base
Water skiing is a,sport.,water skiing,sport,29,"[(-3.8379526138305664, -1.9189763069152832, [-3.746476173400879, -0.0914764404296875]), (-2.3051319122314453, -1.1525659561157227, [-2.1023826599121094, -0.20274925231933594]), (-4.510649681091309, -2.2553248405456543, [-4.321755409240723, -0.18889427185058594]), (-3.236875534057617, -1.6184377670288086, [-2.97023868560791, -0.26663684844970703]), (-1.3321189880371094, -0.6660594940185547, [-1.2199363708496094, -0.1121826171875])]",124697433,roberta-base
Ice skating is a,sport.,ice skating,sport,30,"[(-2.559420585632324, -1.279710292816162, [-2.265711784362793, -0.29370880126953125]), (-2.9867753982543945, -1.4933876991271973, [-2.728470802307129, -0.2583045959472656]), (-2.1079578399658203, -1.0539789199829102, [-1.5805988311767578, -0.5273590087890625]), (-1.1909656524658203, -0.5954828262329102, [-0.9397735595703125, -0.2511920928955078]), (-2.5608654022216797, -1.2804327011108398, [-2.0349998474121094, -0.5258655548095703])]",124697433,roberta-base
Jai alai is a,sport.,jai alai,sport,31,"[(-10.98426628112793, -5.492133140563965, [-9.069757461547852, -1.9145088195800781]), (-9.78844928741455, -4.894224643707275, [-7.558156967163086, -2.230292320251465]), (-10.351799964904785, -5.175899982452393, [-9.439472198486328, -0.912327766418457]), (-10.294367790222168, -5.147183895111084, [-9.054454803466797, -1.239912986755371]), (-11.952714920043945, -5.976357460021973, [-10.122314453125, -1.8304004669189453])]",124697433,roberta-base
Skating is a,sport.,skating,sport,32,"[(-3.7258405685424805, -1.8629202842712402, [-3.2238168716430664, -0.5020236968994141]), (-4.630128860473633, -2.3150644302368164, [-4.515409469604492, -0.11471939086914062]), (-3.802001953125, -1.9010009765625, [-3.7016944885253906, -0.10030746459960938]), (-2.7450647354125977, -1.3725323677062988, [-2.541659355163574, -0.20340538024902344]), (-2.344097137451172, -1.172048568725586, [-2.2687911987304688, -0.07530593872070312])]",124697433,roberta-base
Skindiving is a,sport.,skindiving,sport,33,"[(-6.786432266235352, -3.393216133117676, [-6.590496063232422, -0.1959362030029297]), (-4.219928741455078, -2.109964370727539, [-3.9057722091674805, -0.31415653228759766]), (-6.017006874084473, -3.0085034370422363, [-5.646720886230469, -0.3702859878540039]), (-6.9283447265625, -3.46417236328125, [-6.662785530090332, -0.26555919647216797]), (-5.638360023498535, -2.8191800117492676, [-5.155858039855957, -0.4825019836425781])]",124697433,roberta-base
Sailing is a,sport.,sailing,sport,34,"[(-3.4214344024658203, -1.7107172012329102, [-3.3423500061035156, -0.07908439636230469]), (-3.5427913665771484, -1.7713956832885742, [-3.203606605529785, -0.3391847610473633]), (-2.57918643951416, -1.28959321975708, [-2.51174259185791, -0.06744384765625]), (-2.1253786087036133, -1.0626893043518066, [-2.05582332611084, -0.06955528259277344]), (-4.193134307861328, -2.096567153930664, [-4.100435256958008, -0.09269905090332031])]",124697433,roberta-base
Diving is a,sport.,diving,sport,35,"[(-5.058904647827148, -2.529452323913574, [-4.954977035522461, -0.1039276123046875]), (-3.6282739639282227, -1.8141369819641113, [-3.493868827819824, -0.13440513610839844]), (-4.096182823181152, -2.048091411590576, [-3.9465341567993164, -0.14964866638183594]), (-2.491909980773926, -1.245954990386963, [-2.326523780822754, -0.16538619995117188]), (-3.689620018005371, -1.8448100090026855, [-3.0559282302856445, -0.6336917877197266])]",124697433,roberta-base
Archery is a,sport.,archery,sport,36,"[(-1.66693115234375, -0.833465576171875, [-1.6234626770019531, -0.043468475341796875]), (-4.13442325592041, -2.067211627960205, [-3.8246583938598633, -0.3097648620605469]), (-3.4661808013916016, -1.7330904006958008, [-3.3913631439208984, -0.07481765747070312]), (-1.8371925354003906, -0.9185962677001953, [-1.380025863647461, -0.4571666717529297]), (-3.102841377258301, -1.5514206886291504, [-3.060877799987793, -0.04196357727050781])]",124697433,roberta-base
Judo is a,sport.,judo,sport,37,"[(-7.638637542724609, -3.8193187713623047, [-7.209897994995117, -0.4287395477294922]), (-3.1612672805786133, -1.5806336402893066, [-2.8983592987060547, -0.2629079818725586]), (-8.018027305603027, -4.009013652801514, [-7.797745704650879, -0.22028160095214844]), (-6.359920501708984, -3.179960250854492, [-6.055474281311035, -0.3044462203979492]), (-9.291563034057617, -4.645781517028809, [-8.892921447753906, -0.39864158630371094])]",124697433,roberta-base
