preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Broccoli is a,vegetable.,broccoli,vegetable,6,"(-7.017932891845703, -3.5089664459228516, [-6.249741554260254, -0.7681913375854492])",66985530,distilbert-base-uncased
Asparagus is a,vegetable.,asparagus,vegetable,7,"(-3.8806304931640625, -1.9403152465820312, [-3.166940689086914, -0.7136898040771484])",66985530,distilbert-base-uncased
Corn is a,vegetable.,corn,vegetable,8,"(-2.863422393798828, -1.431711196899414, [-2.281559944152832, -0.5818624496459961])",66985530,distilbert-base-uncased
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"(-4.708583831787109, -2.3542919158935547, [-4.0240325927734375, -0.6845512390136719])",66985530,distilbert-base-uncased
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"(-9.092240333557129, -4.5461201667785645, [-8.774625778198242, -0.3176145553588867])",66985530,distilbert-base-uncased
Squash is a,vegetable.,squash,vegetable,11,"(-6.32018518447876, -3.16009259223938, [-5.703413486480713, -0.6167716979980469])",66985530,distilbert-base-uncased
Lettuce is a,vegetable.,lettuce,vegetable,12,"(-2.6692380905151367, -1.3346190452575684, [-2.06185245513916, -0.6073856353759766])",66985530,distilbert-base-uncased
Celery is a,vegetable.,celery,vegetable,13,"(-6.281792640686035, -3.1408963203430176, [-5.65871524810791, -0.623077392578125])",66985530,distilbert-base-uncased
Cucumber is a,vegetable.,cucumber,vegetable,14,"(-3.3731765747070312, -1.6865882873535156, [-2.7283802032470703, -0.6447963714599609])",66985530,distilbert-base-uncased
Beet is a,vegetable.,beet,vegetable,15,"(-7.968768119812012, -3.984384059906006, [-7.3874711990356445, -0.5812969207763672])",66985530,distilbert-base-uncased
Green is a,vegetable.,green,vegetable,16,"(-9.461064338684082, -4.730532169342041, [-8.334941864013672, -1.1261224746704102])",66985530,distilbert-base-uncased
Tomato is a,vegetable.,tomato,vegetable,17,"(-3.0057907104492188, -1.5028953552246094, [-2.4408435821533203, -0.5649471282958984])",66985530,distilbert-base-uncased
Lima bean is a,vegetable.,lima bean,vegetable,18,"(-2.515583038330078, -1.257791519165039, [-1.9743461608886719, -0.5412368774414062])",66985530,distilbert-base-uncased
Artichoke is a,vegetable.,artichoke,vegetable,19,"(-9.91994571685791, -4.959972858428955, [-9.244897842407227, -0.6750478744506836])",66985530,distilbert-base-uncased
Turnip is a,vegetable.,turnip,vegetable,20,"(-5.602963447570801, -2.8014817237854004, [-4.755967140197754, -0.8469963073730469])",66985530,distilbert-base-uncased
Eggplant is a,vegetable.,eggplant,vegetable,21,"(-3.463899612426758, -1.731949806213379, [-2.8230037689208984, -0.6408958435058594])",66985530,distilbert-base-uncased
Romaine is a,vegetable.,romaine,vegetable,22,"(-10.968534469604492, -5.484267234802246, [-10.094470024108887, -0.8740644454956055])",66985530,distilbert-base-uncased
Green pepper is a,vegetable.,green pepper,vegetable,23,"(-3.472574234008789, -1.7362871170043945, [-2.9560012817382812, -0.5165729522705078])",66985530,distilbert-base-uncased
Okra is a,vegetable.,okra,vegetable,24,"(-9.96743106842041, -4.983715534210205, [-8.952011108398438, -1.0154199600219727])",66985530,distilbert-base-uncased
Radish is a,vegetable.,radish,vegetable,25,"(-8.959922790527344, -4.479961395263672, [-8.036090850830078, -0.9238319396972656])",66985530,distilbert-base-uncased
Onion is a,vegetable.,onion,vegetable,26,"(-3.753141403198242, -1.876570701599121, [-3.1204757690429688, -0.6326656341552734])",66985530,distilbert-base-uncased
Bean is a,vegetable.,bean,vegetable,27,"(-7.4369964599609375, -3.7184982299804688, [-6.743407249450684, -0.6935892105102539])",66985530,distilbert-base-uncased
Green onion is a,vegetable.,green onion,vegetable,28,"(-3.3178443908691406, -1.6589221954345703, [-2.601289749145508, -0.7165546417236328])",66985530,distilbert-base-uncased
Potato is a,vegetable.,potato,vegetable,29,"(-2.329072952270508, -1.164536476135254, [-1.8171653747558594, -0.5119075775146484])",66985530,distilbert-base-uncased
Parsnip is a,vegetable.,parsnip,vegetable,30,"(-9.649240493774414, -4.824620246887207, [-8.78462028503418, -0.8646202087402344])",66985530,distilbert-base-uncased
Turnip green is a,vegetable.,turnip green,vegetable,31,"(-5.561697959899902, -2.780848979949951, [-4.690688133239746, -0.8710098266601562])",66985530,distilbert-base-uncased
Collard is a,vegetable.,collard,vegetable,32,"(-10.000502586364746, -5.000251293182373, [-8.721004486083984, -1.2794981002807617])",66985530,distilbert-base-uncased
Wax bean is a,vegetable.,wax bean,vegetable,33,"(-2.57694149017334, -1.28847074508667, [-2.0867204666137695, -0.4902210235595703])",66985530,distilbert-base-uncased
Watercress is a,vegetable.,watercress,vegetable,34,"(-5.366192817687988, -2.683096408843994, [-4.554418563842773, -0.8117742538452148])",66985530,distilbert-base-uncased
Black eyed pea is a,vegetable.,black eyed pea,vegetable,35,"(-7.246153354644775, -3.6230766773223877, [-6.1932692527771, -1.0528841018676758])",66985530,distilbert-base-uncased
Leek is a,vegetable.,leek,vegetable,36,"(-10.002852439880371, -5.0014262199401855, [-9.087699890136719, -0.9151525497436523])",66985530,distilbert-base-uncased
Pepper is a,vegetable.,pepper,vegetable,37,"(-6.864414215087891, -3.4322071075439453, [-6.308411598205566, -0.5560026168823242])",66985530,distilbert-base-uncased
Sweet potato is a,vegetable.,sweet potato,vegetable,38,"(-2.7541494369506836, -1.3770747184753418, [-2.2357397079467773, -0.5184097290039062])",66985530,distilbert-base-uncased
Yam is a,vegetable.,yam,vegetable,39,"(-9.505330085754395, -4.752665042877197, [-8.47300910949707, -1.0323209762573242])",66985530,distilbert-base-uncased
Parsley is a,vegetable.,parsley,vegetable,40,"(-9.94352912902832, -4.97176456451416, [-9.308311462402344, -0.6352176666259766])",66985530,distilbert-base-uncased
Endive is a,vegetable.,endive,vegetable,41,"(-10.313492774963379, -5.1567463874816895, [-9.601850509643555, -0.7116422653198242])",66985530,distilbert-base-uncased
Rutabaga is a,vegetable.,rutabaga,vegetable,42,"(-6.926222324371338, -3.463111162185669, [-6.1850762367248535, -0.7411460876464844])",66985530,distilbert-base-uncased
Mushroom is a,vegetable.,mushroom,vegetable,43,"(-4.410505294799805, -2.2052526473999023, [-3.7035579681396484, -0.7069473266601562])",66985530,distilbert-base-uncased
Avocado is a,vegetable.,avocado,vegetable,44,"(-7.161533832550049, -3.5807669162750244, [-6.513455867767334, -0.6480779647827148])",66985530,distilbert-base-uncased
Rhubarb is a,vegetable.,rhubarb,vegetable,45,"(-8.762564659118652, -4.381282329559326, [-7.635383605957031, -1.127181053161621])",66985530,distilbert-base-uncased
Kale is a,vegetable.,kale,vegetable,46,"(-9.716569900512695, -4.858284950256348, [-8.572709083557129, -1.1438608169555664])",66985530,distilbert-base-uncased
Escarole is a,vegetable.,escarole,vegetable,47,"(-10.822623252868652, -5.411311626434326, [-9.825413703918457, -0.9972095489501953])",66985530,distilbert-base-uncased
Sauerkraut is a,vegetable.,sauerkraut,vegetable,48,"(-10.344352722167969, -5.172176361083984, [-9.454212188720703, -0.8901405334472656])",66985530,distilbert-base-uncased
Pickle is a,vegetable.,pickle,vegetable,49,"(-7.839479446411133, -3.9197397232055664, [-7.07979679107666, -0.7596826553344727])",66985530,distilbert-base-uncased
Baked bean is a,vegetable.,baked bean,vegetable,50,"(-3.152006149291992, -1.576003074645996, [-2.462162971496582, -0.6898431777954102])",66985530,distilbert-base-uncased
Pumpkin is a,vegetable.,pumpkin,vegetable,51,"(-5.163037300109863, -2.5815186500549316, [-4.5959272384643555, -0.5671100616455078])",66985530,distilbert-base-uncased
Seaweed is a,vegetable.,seaweed,vegetable,52,"(-4.083028793334961, -2.0415143966674805, [-3.1311216354370117, -0.9519071578979492])",66985530,distilbert-base-uncased
Garlic is a,vegetable.,garlic,vegetable,53,"(-2.1512269973754883, -1.0756134986877441, [-1.8408737182617188, -0.31035327911376953])",66985530,distilbert-base-uncased
Dandelion is a,vegetable.,dandelion,vegetable,54,"(-8.349741458892822, -4.174870729446411, [-7.536623477935791, -0.8131179809570312])",66985530,distilbert-base-uncased
Peanut is a,vegetable.,peanut,vegetable,55,"(-5.098005294799805, -2.5490026473999023, [-4.273967742919922, -0.8240375518798828])",66985530,distilbert-base-uncased
Rice is a,vegetable.,rice,vegetable,56,"(-3.1523971557617188, -1.5761985778808594, [-2.455014228820801, -0.697382926940918])",66985530,distilbert-base-uncased
A saw is a,tool.,saw,tool,1,"(-2.1086034774780273, -1.0543017387390137, [-1.7479114532470703, -0.36069202423095703])",66985530,distilbert-base-uncased
A hammer is a,tool.,hammer,tool,2,"(-3.2060775756835938, -1.6030387878417969, [-2.839879035949707, -0.3661985397338867])",66985530,distilbert-base-uncased
A ruler is a,tool.,ruler,tool,3,"(-9.2617826461792, -4.6308913230896, [-8.97925853729248, -0.28252410888671875])",66985530,distilbert-base-uncased
A screwdriver is a,tool.,screwdriver,tool,4,"(-2.1660003662109375, -1.0830001831054688, [-1.9235906600952148, -0.24240970611572266])",66985530,distilbert-base-uncased
A drill is a,tool.,drill,tool,5,"(-4.493173599243164, -2.246586799621582, [-4.1925048828125, -0.30066871643066406])",66985530,distilbert-base-uncased
A nail is a,tool.,nail,tool,6,"(-4.521513938903809, -2.2607569694519043, [-4.162178993225098, -0.35933494567871094])",66985530,distilbert-base-uncased
A tape measure is a,tool.,tape measure,tool,7,"(-5.942497730255127, -2.9712488651275635, [-5.589630603790283, -0.35286712646484375])",66985530,distilbert-base-uncased
A sawhorse is a,tool.,sawhorse,tool,8,"(-3.083620071411133, -1.5418100357055664, [-2.823312759399414, -0.26030731201171875])",66985530,distilbert-base-uncased
A sandpaper is a,tool.,sandpaper,tool,9,"(-3.966501235961914, -1.983250617980957, [-3.7477312088012695, -0.21877002716064453])",66985530,distilbert-base-uncased
A sander is a,tool.,sander,tool,10,"(-5.874752998352051, -2.9373764991760254, [-5.5931549072265625, -0.2815980911254883])",66985530,distilbert-base-uncased
A level is a,tool.,level,tool,11,"(-8.396242141723633, -4.198121070861816, [-7.758995056152344, -0.6372470855712891])",66985530,distilbert-base-uncased
A plane is a,tool.,plane,tool,12,"(-10.64889144897461, -5.324445724487305, [-10.204505920410156, -0.4443855285644531])",66985530,distilbert-base-uncased
A file is a,tool.,file,tool,13,"(-6.89339017868042, -3.44669508934021, [-6.572102069854736, -0.3212881088256836])",66985530,distilbert-base-uncased
A toolbox is a,tool.,toolbox,tool,14,"(-2.093081474304199, -1.0465407371520996, [-1.0035123825073242, -1.089569091796875])",66985530,distilbert-base-uncased
A t-square is a,tool.,T-square,tool,15,"(-10.536700248718262, -5.268350124359131, [-10.156342506408691, -0.3803577423095703])",66985530,distilbert-base-uncased
A chisel is a,tool.,chisel,tool,16,"(-1.8818607330322266, -0.9409303665161133, [-1.604842185974121, -0.27701854705810547])",66985530,distilbert-base-uncased
A rasp is a,tool.,rasp,tool,17,"(-5.048140048980713, -2.5240700244903564, [-4.594019412994385, -0.4541206359863281])",66985530,distilbert-base-uncased
A pencil is a,tool.,pencil,tool,18,"(-3.510009765625, -1.7550048828125, [-3.1975479125976562, -0.31246185302734375])",66985530,distilbert-base-uncased
A hacksaw is a,tool.,hacksaw,tool,19,"(-5.279165744781494, -2.639582872390747, [-4.7389397621154785, -0.5402259826660156])",66985530,distilbert-base-uncased
A square is a,tool.,square,tool,20,"(-11.350810050964355, -5.675405025482178, [-10.957090377807617, -0.3937196731567383])",66985530,distilbert-base-uncased
A bench is a,tool.,bench,tool,21,"(-6.304096221923828, -3.152048110961914, [-5.991363525390625, -0.3127326965332031])",66985530,distilbert-base-uncased
A plier is a,tool.,plier,tool,22,"(-4.470912933349609, -2.2354564666748047, [-4.197249412536621, -0.2736635208129883])",66985530,distilbert-base-uncased
A wrench is a,tool.,wrench,tool,23,"(-2.211239814758301, -1.1056199073791504, [-1.9088020324707031, -0.30243778228759766])",66985530,distilbert-base-uncased
A ladder is a,tool.,ladder,tool,24,"(-7.379342555999756, -3.689671277999878, [-7.052194118499756, -0.3271484375])",66985530,distilbert-base-uncased
A lathe is a,tool.,lathe,tool,25,"(-4.760061264038086, -2.380030632019043, [-4.44281005859375, -0.31725120544433594])",66985530,distilbert-base-uncased
A vise is a,tool.,vise,tool,26,"(-4.680045127868652, -2.340022563934326, [-4.339094161987305, -0.34095096588134766])",66985530,distilbert-base-uncased
A screw is a,tool.,screw,tool,27,"(-3.7284326553344727, -1.8642163276672363, [-3.2757797241210938, -0.4526529312133789])",66985530,distilbert-base-uncased
A wood is a,tool.,wood,tool,28,"(-4.943478584289551, -2.4717392921447754, [-4.643908500671387, -0.29957008361816406])",66985530,distilbert-base-uncased
A wedge is a,tool.,wedge,tool,29,"(-7.533627510070801, -3.7668137550354004, [-7.13543701171875, -0.3981904983520508])",66985530,distilbert-base-uncased
A lumber is a,tool.,lumber,tool,30,"(-4.241885662078857, -2.1209428310394287, [-3.8693737983703613, -0.3725118637084961])",66985530,distilbert-base-uncased
A blueprint is a,tool.,blueprint,tool,31,"(-6.2755961418151855, -3.1377980709075928, [-5.899153232574463, -0.37644290924072266])",66985530,distilbert-base-uncased
A brace is a,tool.,brace,tool,32,"(-5.8375244140625, -2.91876220703125, [-5.489812850952148, -0.34771156311035156])",66985530,distilbert-base-uncased
An awl is a,tool.,awl,tool,33,"(-5.9309492111206055, -2.9654746055603027, [-5.488316535949707, -0.44263267517089844])",66985530,distilbert-base-uncased
A crowbar is a,tool.,crowbar,tool,34,"(-4.193259239196777, -2.0966296195983887, [-3.8604917526245117, -0.3327674865722656])",66985530,distilbert-base-uncased
A hinge is a,tool.,hinge,tool,35,"(-4.064417839050293, -2.0322089195251465, [-3.755861282348633, -0.30855655670166016])",66985530,distilbert-base-uncased
A miter box is a,tool.,miter box,tool,36,"(-4.7910356521606445, -2.3955178260803223, [-4.183176040649414, -0.6078596115112305])",66985530,distilbert-base-uncased
A knife is a,tool.,knife,tool,37,"(-3.1069726943969727, -1.5534863471984863, [-2.8010177612304688, -0.3059549331665039])",66985530,distilbert-base-uncased
A chalk is a,tool.,chalk,tool,38,"(-4.982522964477539, -2.4912614822387695, [-4.655586242675781, -0.3269367218017578])",66985530,distilbert-base-uncased
A nut is a,tool.,nut,tool,39,"(-7.088988780975342, -3.544494390487671, [-6.638132572174072, -0.45085620880126953])",66985530,distilbert-base-uncased
A bolt is a,tool.,bolt,tool,40,"(-5.212045669555664, -2.606022834777832, [-4.84797477722168, -0.3640708923339844])",66985530,distilbert-base-uncased
A plumb line is a,tool.,plumb line,tool,41,"(-8.090774059295654, -4.045387029647827, [-7.681067943572998, -0.40970611572265625])",66985530,distilbert-base-uncased
A brush is a,tool.,brush,tool,42,"(-3.8292007446289062, -1.9146003723144531, [-3.515141487121582, -0.3140592575073242])",66985530,distilbert-base-uncased
A sledge hammer is a,tool.,sledge hammer,tool,43,"(-2.3065547943115234, -1.1532773971557617, [-2.0766706466674805, -0.22988414764404297])",66985530,distilbert-base-uncased
A glue is a,tool.,glue,tool,44,"(-4.382556915283203, -2.1912784576416016, [-4.006500244140625, -0.3760566711425781])",66985530,distilbert-base-uncased
A paintbrush is a,tool.,paintbrush,tool,45,"(-2.3093385696411133, -1.1546692848205566, [-2.0398406982421875, -0.2694978713989258])",66985530,distilbert-base-uncased
A varnish is a,tool.,varnish,tool,46,"(-3.7822628021240234, -1.8911314010620117, [-3.521977424621582, -0.2602853775024414])",66985530,distilbert-base-uncased
An apron is a,tool.,apron,tool,47,"(-5.535150051116943, -2.7675750255584717, [-5.132829189300537, -0.40232086181640625])",66985530,distilbert-base-uncased
A stapler is a,tool.,stapler,tool,48,"(-4.284571647644043, -2.1422858238220215, [-3.999972343444824, -0.28459930419921875])",66985530,distilbert-base-uncased
An extension cord is a,tool.,extension cord,tool,49,"(-5.911334037780762, -2.955667018890381, [-5.532936096191406, -0.37839794158935547])",66985530,distilbert-base-uncased
A soldering iron is a,tool.,soldering iron,tool,50,"(-2.588216781616211, -1.2941083908081055, [-2.334792137145996, -0.25342464447021484])",66985530,distilbert-base-uncased
A plaster is a,tool.,plaster,tool,51,"(-5.348034858703613, -2.6740174293518066, [-4.949787139892578, -0.39824771881103516])",66985530,distilbert-base-uncased
A wheelbarrow is a,tool.,wheelbarrow,tool,52,"(-5.225956439971924, -2.612978219985962, [-4.847662448883057, -0.3782939910888672])",66985530,distilbert-base-uncased
An axe is a,tool.,axe,tool,53,"(-2.8285903930664062, -1.4142951965332031, [-2.5207300186157227, -0.3078603744506836])",66985530,distilbert-base-uncased
A slide rule is a,tool.,slide rule,tool,54,"(-9.381316184997559, -4.690658092498779, [-9.0458402633667, -0.3354759216308594])",66985530,distilbert-base-uncased
A cement is a,tool.,cement,tool,55,"(-4.1511640548706055, -2.0755820274353027, [-3.789491653442383, -0.36167240142822266])",66985530,distilbert-base-uncased
An anvil is a,tool.,anvil,tool,56,"(-2.032443046569824, -1.016221523284912, [-1.7452850341796875, -0.2871580123901367])",66985530,distilbert-base-uncased
A hatchet is a,tool.,hatchet,tool,57,"(-4.840890884399414, -2.420445442199707, [-4.471802711486816, -0.36908817291259766])",66985530,distilbert-base-uncased
A rag is a,tool.,rag,tool,58,"(-4.300847053527832, -2.150423526763916, [-3.9578857421875, -0.34296131134033203])",66985530,distilbert-base-uncased
A scissor is a,tool.,scissor,tool,59,"(-3.9915170669555664, -1.9957585334777832, [-3.669461250305176, -0.3220558166503906])",66985530,distilbert-base-uncased
A crane is a,tool.,crane,tool,60,"(-5.498198509216309, -2.7490992546081543, [-5.113918304443359, -0.3842802047729492])",66985530,distilbert-base-uncased
Orange is a,fruit.,orange,fruit,1,"(-7.344099998474121, -3.6720499992370605, [-6.911153793334961, -0.43294620513916016])",66985530,distilbert-base-uncased
Apple is a,fruit.,apple,fruit,2,"(-5.665341854095459, -2.8326709270477295, [-5.1890740394592285, -0.47626781463623047])",66985530,distilbert-base-uncased
Banana is a,fruit.,banana,fruit,3,"(-5.184210777282715, -2.5921053886413574, [-4.777316093444824, -0.4068946838378906])",66985530,distilbert-base-uncased
Peach is a,fruit.,peach,fruit,4,"(-10.709344863891602, -5.354672431945801, [-10.31064224243164, -0.39870262145996094])",66985530,distilbert-base-uncased
Pear is a,fruit.,pear,fruit,5,"(-8.353411197662354, -4.176705598831177, [-7.8687052726745605, -0.48470592498779297])",66985530,distilbert-base-uncased
Apricot is a,fruit.,apricot,fruit,6,"(-7.514609336853027, -3.7573046684265137, [-7.210826873779297, -0.30378246307373047])",66985530,distilbert-base-uncased
Tangerine is a,fruit.,tangerine,fruit,7,"(-6.775020599365234, -3.387510299682617, [-6.141483306884766, -0.6335372924804688])",66985530,distilbert-base-uncased
Plum is a,fruit.,plum,fruit,8,"(-8.56653118133545, -4.283265590667725, [-8.125419616699219, -0.44111156463623047])",66985530,distilbert-base-uncased
Grape is a,fruit.,grape,fruit,9,"(-6.329760551452637, -3.1648802757263184, [-5.869780540466309, -0.4599800109863281])",66985530,distilbert-base-uncased
Nectarine is a,fruit.,nectarine,fruit,10,"(-6.641439437866211, -3.3207197189331055, [-6.2001447677612305, -0.44129467010498047])",66985530,distilbert-base-uncased
Strawberry is a,fruit.,strawberry,fruit,11,"(-7.710866451263428, -3.855433225631714, [-7.2707743644714355, -0.4400920867919922])",66985530,distilbert-base-uncased
Grapefruit is a,fruit.,grapefruit,fruit,12,"(-5.362787246704102, -2.681393623352051, [-5.05621337890625, -0.30657386779785156])",66985530,distilbert-base-uncased
Berry is a,fruit.,berry,fruit,13,"(-13.636630058288574, -6.818315029144287, [-13.160789489746094, -0.47584056854248047])",66985530,distilbert-base-uncased
Cherry is a,fruit.,cherry,fruit,14,"(-10.756033897399902, -5.378016948699951, [-10.291179656982422, -0.46485424041748047])",66985530,distilbert-base-uncased
Pineapple is a,fruit.,pineapple,fruit,15,"(-4.059390068054199, -2.0296950340270996, [-3.5915069580078125, -0.4678831100463867])",66985530,distilbert-base-uncased
Blackberry is a,fruit.,blackberry,fruit,16,"(-8.231180191040039, -4.1155900955200195, [-7.638226509094238, -0.5929536819458008])",66985530,distilbert-base-uncased
Melon is a,fruit.,melon,fruit,17,"(-12.338294982910156, -6.169147491455078, [-11.940330505371094, -0.3979644775390625])",66985530,distilbert-base-uncased
Blueberry is a,fruit.,blueberry,fruit,18,"(-7.976315498352051, -3.9881577491760254, [-7.610228538513184, -0.3660869598388672])",66985530,distilbert-base-uncased
Raspberry is a,fruit.,raspberry,fruit,19,"(-9.038361549377441, -4.519180774688721, [-8.734037399291992, -0.3043241500854492])",66985530,distilbert-base-uncased
Lemon is a,fruit.,lemon,fruit,20,"(-10.765756607055664, -5.382878303527832, [-10.32360553741455, -0.4421510696411133])",66985530,distilbert-base-uncased
Black raspberry is a,fruit.,black raspberry,fruit,21,"(-6.283136367797852, -3.141568183898926, [-6.035373687744141, -0.24776268005371094])",66985530,distilbert-base-uncased
Boysenberry is a,fruit.,boysenberry,fruit,22,"(-14.168042182922363, -7.084021091461182, [-13.7666015625, -0.4014406204223633])",66985530,distilbert-base-uncased
Watermelon is a,fruit.,watermelon,fruit,23,"(-5.753340244293213, -2.8766701221466064, [-5.456209659576416, -0.2971305847167969])",66985530,distilbert-base-uncased
Cantaloupe is a,fruit.,cantaloupe,fruit,24,"(-10.144457817077637, -5.072228908538818, [-9.777481079101562, -0.3669767379760742])",66985530,distilbert-base-uncased
Lime is a,fruit.,lime,fruit,25,"(-6.55226469039917, -3.276132345199585, [-6.005399227142334, -0.5468654632568359])",66985530,distilbert-base-uncased
Tangelo is a,fruit.,tangelo,fruit,26,"(-13.18785285949707, -6.593926429748535, [-12.700689315795898, -0.4871635437011719])",66985530,distilbert-base-uncased
Papaya is a,fruit.,papaya,fruit,27,"(-11.13787841796875, -5.568939208984375, [-10.68187427520752, -0.45600414276123047])",66985530,distilbert-base-uncased
Honeydew is a,fruit.,honeydew,fruit,28,"(-8.550175666809082, -4.275087833404541, [-8.151543617248535, -0.3986320495605469])",66985530,distilbert-base-uncased
Fig is a,fruit.,fig,fruit,29,"(-7.941134929656982, -3.970567464828491, [-7.214725017547607, -0.726409912109375])",66985530,distilbert-base-uncased
Mango is a,fruit.,mango,fruit,30,"(-6.037054538726807, -3.0185272693634033, [-5.560431957244873, -0.4766225814819336])",66985530,distilbert-base-uncased
Guava is a,fruit.,guava,fruit,31,"(-6.618612289428711, -3.3093061447143555, [-6.251150131225586, -0.367462158203125])",66985530,distilbert-base-uncased
Pomegranate is a,fruit.,pomegranate,fruit,32,"(-5.012589454650879, -2.5062947273254395, [-4.79045295715332, -0.2221364974975586])",66985530,distilbert-base-uncased
Cranberry is a,fruit.,cranberry,fruit,33,"(-10.590435028076172, -5.295217514038086, [-10.221354484558105, -0.3690805435180664])",66985530,distilbert-base-uncased
Passion fruit is a,fruit.,passion fruit,fruit,34,"(-3.411787986755371, -1.7058939933776855, [-2.7288732528686523, -0.6829147338867188])",66985530,distilbert-base-uncased
Prune is a,fruit.,prune,fruit,35,"(-14.134286880493164, -7.067143440246582, [-13.645057678222656, -0.4892292022705078])",66985530,distilbert-base-uncased
Gooseberry is a,fruit.,gooseberry,fruit,36,"(-7.24410343170166, -3.62205171585083, [-6.881814956665039, -0.3622884750366211])",66985530,distilbert-base-uncased
Date is a,fruit.,date,fruit,37,"(-12.858205795288086, -6.429102897644043, [-12.209689140319824, -0.6485166549682617])",66985530,distilbert-base-uncased
Kumquat is a,fruit.,kumquat,fruit,38,"(-10.932353973388672, -5.466176986694336, [-10.519295692443848, -0.4130582809448242])",66985530,distilbert-base-uncased
Raisin is a,fruit.,raisin,fruit,39,"(-13.748143196105957, -6.8740715980529785, [-13.343149185180664, -0.40499401092529297])",66985530,distilbert-base-uncased
Muskmelon is a,fruit.,muskmelon,fruit,40,"(-7.91547155380249, -3.957735776901245, [-7.651259899139404, -0.26421165466308594])",66985530,distilbert-base-uncased
Persimmon is a,fruit.,persimmon,fruit,41,"(-7.717823028564453, -3.8589115142822266, [-7.360526084899902, -0.3572969436645508])",66985530,distilbert-base-uncased
Pawpaw is a,fruit.,pawpaw,fruit,42,"(-14.494316101074219, -7.247158050537109, [-13.971935272216797, -0.5223808288574219])",66985530,distilbert-base-uncased
Coconut is a,fruit.,coconut,fruit,43,"(-4.1403703689575195, -2.0701851844787598, [-3.6278820037841797, -0.5124883651733398])",66985530,distilbert-base-uncased
Avocado is a,fruit.,avocado,fruit,44,"(-8.397254943847656, -4.198627471923828, [-8.098668098449707, -0.2985868453979492])",66985530,distilbert-base-uncased
Pumpkin is a,fruit.,pumpkin,fruit,45,"(-8.115182399749756, -4.057591199874878, [-7.697536945343018, -0.4176454544067383])",66985530,distilbert-base-uncased
Tomato is a,fruit.,tomato,fruit,46,"(-6.446345329284668, -3.223172664642334, [-6.004796981811523, -0.44154834747314453])",66985530,distilbert-base-uncased
Nut is a,fruit.,nut,fruit,47,"(-7.389338970184326, -3.694669485092163, [-6.761825084686279, -0.6275138854980469])",66985530,distilbert-base-uncased
Gourd is a,fruit.,gourd,fruit,48,"(-13.687397956848145, -6.843698978424072, [-13.245806694030762, -0.4415912628173828])",66985530,distilbert-base-uncased
Olive is a,fruit.,olive,fruit,49,"(-11.120207786560059, -5.560103893280029, [-10.559391975402832, -0.5608158111572266])",66985530,distilbert-base-uncased
Pickle is a,fruit.,pickle,fruit,50,"(-11.8643798828125, -5.93218994140625, [-11.469244956970215, -0.39513492584228516])",66985530,distilbert-base-uncased
Squash is a,fruit.,squash,fruit,51,"(-8.405436038970947, -4.202718019485474, [-7.965897083282471, -0.43953895568847656])",66985530,distilbert-base-uncased
A pant is a,clothing.,pant,clothing,1,"(-8.830430030822754, -4.415215015411377, [-7.949402809143066, -0.8810272216796875])",66985530,distilbert-base-uncased
A shirt is a,clothing.,shirt,clothing,2,"(-7.60014533996582, -3.80007266998291, [-6.785006523132324, -0.8151388168334961])",66985530,distilbert-base-uncased
A dress is a,clothing.,dress,clothing,3,"(-6.581775188446045, -3.2908875942230225, [-5.720981121063232, -0.8607940673828125])",66985530,distilbert-base-uncased
A skirt is a,clothing.,skirt,clothing,4,"(-7.722818374633789, -3.8614091873168945, [-7.1757354736328125, -0.5470829010009766])",66985530,distilbert-base-uncased
A blouse is a,clothing.,blouse,clothing,5,"(-8.13740587234497, -4.068702936172485, [-7.444447994232178, -0.692957878112793])",66985530,distilbert-base-uncased
A suit is a,clothing.,suit,clothing,6,"(-11.040395736694336, -5.520197868347168, [-9.92954158782959, -1.110854148864746])",66985530,distilbert-base-uncased
A slack is a,clothing.,slack,clothing,7,"(-11.6666259765625, -5.83331298828125, [-10.513704299926758, -1.1529216766357422])",66985530,distilbert-base-uncased
A jacket is a,clothing.,jacket,clothing,8,"(-6.932651519775391, -3.4663257598876953, [-5.974156379699707, -0.9584951400756836])",66985530,distilbert-base-uncased
A coat is a,clothing.,coat,clothing,9,"(-8.616920948028564, -4.308460474014282, [-7.557932376861572, -1.0589885711669922])",66985530,distilbert-base-uncased
A sweater is a,clothing.,sweater,clothing,10,"(-7.464362144470215, -3.7321810722351074, [-6.50997257232666, -0.9543895721435547])",66985530,distilbert-base-uncased
A sweatshirt is a,clothing.,sweatshirt,clothing,11,"(-7.11466121673584, -3.55733060836792, [-6.354442596435547, -0.760218620300293])",66985530,distilbert-base-uncased
An underpant is a,clothing.,underpant,clothing,12,"(-11.233468055725098, -5.616734027862549, [-10.342254638671875, -0.8912134170532227])",66985530,distilbert-base-uncased
A sports jacket is a,clothing.,sports jacket,clothing,13,"(-6.544305801391602, -3.272152900695801, [-5.614389419555664, -0.9299163818359375])",66985530,distilbert-base-uncased
A jumper is a,clothing.,jumper,clothing,14,"(-11.296087265014648, -5.648043632507324, [-10.36620807647705, -0.9298791885375977])",66985530,distilbert-base-uncased
