preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
An owl is a,bird.,owl,bird,37,"[(-1.4349050521850586, -0.7174525260925293, [-1.3974523544311523, -0.03745269775390625]), (-1.350290298461914, -0.675145149230957, [-1.2852840423583984, -0.06500625610351562]), (-1.9687623977661133, -0.9843811988830566, [-1.9363164901733398, -0.03244590759277344]), (-0.7505292892456055, -0.37526464462280273, [-0.6400671005249023, -0.11046218872070312]), (-1.2395868301391602, -0.6197934150695801, [-1.1660852432250977, -0.0735015869140625])]",335174458,bert-large-uncased
A pelican is a,bird.,pelican,bird,38,"[(-2.8637914657592773, -1.4318957328796387, [-2.80478572845459, -0.0590057373046875]), (-1.8120698928833008, -0.9060349464416504, [-1.759934425354004, -0.052135467529296875]), (-2.188112258911133, -1.0940561294555664, [-2.108409881591797, -0.07970237731933594]), (-1.0108137130737305, -0.5054068565368652, [-0.9556684494018555, -0.055145263671875]), (-2.585381507873535, -1.2926907539367676, [-2.5056943893432617, -0.07968711853027344])]",335174458,bert-large-uncased
A goose is a,bird.,goose,bird,39,"[(-3.850022315979004, -1.925011157989502, [-3.833676338195801, -0.016345977783203125]), (-2.9986305236816406, -1.4993152618408203, [-2.9218196868896484, -0.07681083679199219]), (-5.959731101989746, -2.979865550994873, [-5.922852516174316, -0.03687858581542969]), (-3.4754409790039062, -1.7377204895019531, [-3.4105300903320312, -0.064910888671875]), (-3.675246238708496, -1.837623119354248, [-3.6361780166625977, -0.03906822204589844])]",335174458,bert-large-uncased
A vulture is a,bird.,vulture,bird,40,"[(-2.428896903991699, -1.2144484519958496, [-2.398867607116699, -0.030029296875]), (-1.568558692932129, -0.7842793464660645, [-1.4887571334838867, -0.07980155944824219]), (-1.3274765014648438, -0.6637382507324219, [-1.2669830322265625, -0.06049346923828125]), (-2.8637256622314453, -1.4318628311157227, [-2.8427047729492188, -0.021020889282226562]), (-2.673990249633789, -1.3369951248168945, [-2.5924072265625, -0.08158302307128906])]",335174458,bert-large-uncased
A stork is a,bird.,stork,bird,41,"[(-0.5441837310791016, -0.2720918655395508, [-0.4341163635253906, -0.11006736755371094]), (-0.5369062423706055, -0.26845312118530273, [-0.4410409927368164, -0.09586524963378906]), (-0.7087278366088867, -0.35436391830444336, [-0.6512365341186523, -0.057491302490234375]), (-0.3854331970214844, -0.1927165985107422, [-0.2882347106933594, -0.097198486328125]), (-0.6305160522460938, -0.3152580261230469, [-0.5130729675292969, -0.11744308471679688])]",335174458,bert-large-uncased
A buzzard is a,bird.,buzzard,bird,42,"[(-3.543869972229004, -1.771934986114502, [-3.525364875793457, -0.018505096435546875]), (-1.400965690612793, -0.7004828453063965, [-1.3587884902954102, -0.04217720031738281]), (-0.7898092269897461, -0.39490461349487305, [-0.6942987442016602, -0.09551048278808594]), (-1.0834379196166992, -0.5417189598083496, [-1.0010137557983398, -0.08242416381835938]), (-1.9118785858154297, -0.9559392929077148, [-1.7487621307373047, -0.163116455078125])]",335174458,bert-large-uncased
A swan is a,bird.,swan,bird,43,"[(-2.996554374694824, -1.498277187347412, [-2.9551172256469727, -0.04143714904785156]), (-3.3759031295776367, -1.6879515647888184, [-3.305068016052246, -0.07083511352539062]), (-2.689805030822754, -1.344902515411377, [-2.6376733779907227, -0.05213165283203125]), (-1.4715328216552734, -0.7357664108276367, [-1.4458866119384766, -0.025646209716796875]), (-3.173532485961914, -1.586766242980957, [-3.111591339111328, -0.06194114685058594])]",335174458,bert-large-uncased
A flamingo is a,bird.,flamingo,bird,44,"[(-3.318793296813965, -1.6593966484069824, [-3.2987852096557617, -0.020008087158203125]), (-2.0820846557617188, -1.0410423278808594, [-2.0450706481933594, -0.037014007568359375]), (-5.008389472961426, -2.504194736480713, [-4.91964054107666, -0.08874893188476562]), (-3.902039051055908, -1.951019525527954, [-3.868011951446533, -0.034027099609375]), (-4.678134441375732, -2.339067220687866, [-4.6351847648620605, -0.042949676513671875])]",335174458,bert-large-uncased
A duck is a,bird.,duck,bird,45,"[(-3.596785545349121, -1.7983927726745605, [-3.5434560775756836, -0.0533294677734375]), (-4.288211822509766, -2.144105911254883, [-4.198774337768555, -0.08943748474121094]), (-4.376810073852539, -2.1884050369262695, [-4.340177536010742, -0.036632537841796875]), (-4.928149223327637, -2.4640746116638184, [-4.818150520324707, -0.10999870300292969]), (-2.942093849182129, -1.4710469245910645, [-2.85732364654541, -0.08477020263671875])]",335174458,bert-large-uncased
A peacock is a,bird.,peacock,bird,46,"[(-2.15185546875, -1.075927734375, [-2.046274185180664, -0.10558128356933594]), (-2.450399398803711, -1.2251996994018555, [-2.266324996948242, -0.18407440185546875]), (-2.116077423095703, -1.0580387115478516, [-2.0270023345947266, -0.08907508850097656]), (-2.2623825073242188, -1.1311912536621094, [-2.222017288208008, -0.04036521911621094]), (-2.4418792724609375, -1.2209396362304688, [-2.405630111694336, -0.03624916076660156])]",335174458,bert-large-uncased
An egret is a,bird.,egret,bird,47,"[(-0.9135770797729492, -0.4567885398864746, [-0.8836793899536133, -0.029897689819335938]), (-3.585254669189453, -1.7926273345947266, [-3.413623809814453, -0.171630859375]), (-1.805088996887207, -0.9025444984436035, [-1.7677640914916992, -0.03732490539550781]), (-2.846114158630371, -1.4230570793151855, [-2.757328987121582, -0.08878517150878906]), (-1.4302730560302734, -0.7151365280151367, [-1.3872032165527344, -0.04306983947753906])]",335174458,bert-large-uncased
A chicken is a,bird.,chicken,bird,48,"[(-3.272582530975342, -1.636291265487671, [-3.2058253288269043, -0.0667572021484375]), (-2.0350093841552734, -1.0175046920776367, [-2.0014514923095703, -0.033557891845703125]), (-3.278402328491211, -1.6392011642456055, [-3.1681785583496094, -0.11022377014160156]), (-2.2916040420532227, -1.1458020210266113, [-2.2343339920043945, -0.057270050048828125]), (-2.094301223754883, -1.0471506118774414, [-2.059865951538086, -0.034435272216796875])]",335174458,bert-large-uncased
A turkey is a,bird.,turkey,bird,49,"[(-2.3434438705444336, -1.1717219352722168, [-2.330946922302246, -0.0124969482421875]), (-3.189146041870117, -1.5945730209350586, [-3.109769821166992, -0.079376220703125]), (-3.0015668869018555, -1.5007834434509277, [-2.9190473556518555, -0.08251953125]), (-2.822199821472168, -1.411099910736084, [-2.78153133392334, -0.040668487548828125]), (-2.3953027725219727, -1.1976513862609863, [-2.355801582336426, -0.039501190185546875])]",335174458,bert-large-uncased
An ostrich is a,bird.,ostrich,bird,50,"[(-0.9840545654296875, -0.49202728271484375, [-0.9634513854980469, -0.020603179931640625]), (-0.44580841064453125, -0.22290420532226562, [-0.41577720642089844, -0.030031204223632812]), (-2.6241254806518555, -1.3120627403259277, [-2.6072607040405273, -0.016864776611328125]), (-0.25751209259033203, -0.12875604629516602, [-0.20834827423095703, -0.049163818359375]), (-1.066178321838379, -0.5330891609191895, [-1.029841423034668, -0.03633689880371094])]",335174458,bert-large-uncased
A titmouse is a,bird.,titmouse,bird,51,"[(-8.38741683959961, -4.193708419799805, [-8.183952331542969, -0.20346450805664062]), (-6.249817371368408, -3.124908685684204, [-6.140221118927002, -0.10959625244140625]), (-7.367091178894043, -3.6835455894470215, [-7.288182258605957, -0.07890892028808594]), (-7.470634460449219, -3.7353172302246094, [-7.332609176635742, -0.13802528381347656]), (-6.366220951080322, -3.183110475540161, [-6.233211994171143, -0.1330089569091797])]",335174458,bert-large-uncased
An emu is a,bird.,emu,bird,52,"[(-2.1604385375976562, -1.0802192687988281, [-2.1140060424804688, -0.0464324951171875]), (-1.5432281494140625, -0.7716140747070312, [-1.5112342834472656, -0.031993865966796875]), (-2.339055061340332, -1.169527530670166, [-2.2781572341918945, -0.0608978271484375]), (-2.2268495559692383, -1.1134247779846191, [-2.197005271911621, -0.029844284057617188]), (-0.9802465438842773, -0.49012327194213867, [-0.9144163131713867, -0.06583023071289062])]",335174458,bert-large-uncased
A penguin is a,bird.,penguin,bird,53,"[(-3.8568544387817383, -1.9284272193908691, [-3.789200782775879, -0.06765365600585938]), (-2.865579605102539, -1.4327898025512695, [-2.7680416107177734, -0.09753799438476562]), (-3.2743005752563477, -1.6371502876281738, [-3.148648262023926, -0.12565231323242188]), (-3.015291213989258, -1.507645606994629, [-2.9544239044189453, -0.0608673095703125]), (-5.182539939880371, -2.5912699699401855, [-5.093134880065918, -0.08940505981445312])]",335174458,bert-large-uncased
A bat is a,bird.,bat,bird,54,"[(-2.5231637954711914, -1.2615818977355957, [-2.4369592666625977, -0.08620452880859375]), (-3.340071678161621, -1.6700358390808105, [-3.188748359680176, -0.1513233184814453]), (-1.6064252853393555, -0.8032126426696777, [-1.4786653518676758, -0.1277599334716797]), (-1.7310752868652344, -0.8655376434326172, [-1.6847038269042969, -0.0463714599609375]), (-2.606168746948242, -1.303084373474121, [-2.549234390258789, -0.056934356689453125])]",335174458,bert-large-uncased
Football is a,sport.,football,sport,1,"[(-1.1626453399658203, -0.5813226699829102, [-1.0253429412841797, -0.13730239868164062]), (-1.168248176574707, -0.5841240882873535, [-1.1447172164916992, -0.023530960083007812]), (-1.2845640182495117, -0.6422820091247559, [-1.204920768737793, -0.07964324951171875]), (-0.8597726821899414, -0.4298863410949707, [-0.8299455642700195, -0.029827117919921875]), (-0.41420459747314453, -0.20710229873657227, [-0.3936452865600586, -0.020559310913085938])]",335174458,bert-large-uncased
Baseball is a,sport.,baseball,sport,2,"[(-1.436513900756836, -0.718256950378418, [-1.3976364135742188, -0.03887748718261719]), (-1.1420307159423828, -0.5710153579711914, [-1.0140132904052734, -0.12801742553710938]), (-0.9271888732910156, -0.4635944366455078, [-0.8009490966796875, -0.12623977661132812]), (-1.8517179489135742, -0.9258589744567871, [-1.7610464096069336, -0.09067153930664062]), (-2.761176109313965, -1.3805880546569824, [-2.7262754440307617, -0.034900665283203125])]",335174458,bert-large-uncased
Basketball is a,sport.,basketball,sport,3,"[(-0.7648515701293945, -0.38242578506469727, [-0.737544059753418, -0.027307510375976562]), (-0.4525127410888672, -0.2262563705444336, [-0.35317039489746094, -0.09934234619140625]), (-0.513361930847168, -0.256680965423584, [-0.5024938583374023, -0.010868072509765625]), (-0.4348106384277344, -0.2174053192138672, [-0.3973388671875, -0.037471771240234375]), (-0.2061614990234375, -0.10308074951171875, [-0.16937255859375, -0.0367889404296875])]",335174458,bert-large-uncased
Tennis is a,sport.,tennis,sport,4,"[(-1.040186882019043, -0.5200934410095215, [-1.0177679061889648, -0.022418975830078125]), (-0.712493896484375, -0.3562469482421875, [-0.5867538452148438, -0.12574005126953125]), (-0.5170717239379883, -0.25853586196899414, [-0.47678089141845703, -0.04029083251953125]), (-1.146021842956543, -0.5730109214782715, [-1.0940828323364258, -0.05193901062011719]), (-0.3337068557739258, -0.1668534278869629, [-0.2830476760864258, -0.0506591796875])]",335174458,bert-large-uncased
Softball is a,sport.,softball,sport,5,"[(-0.6240005493164062, -0.3120002746582031, [-0.6113300323486328, -0.012670516967773438]), (-0.6022653579711914, -0.3011326789855957, [-0.556544303894043, -0.04572105407714844]), (-0.5891170501708984, -0.2945585250854492, [-0.5049819946289062, -0.08413505554199219]), (-0.5146894454956055, -0.25734472274780273, [-0.4824972152709961, -0.032192230224609375]), (-1.501077651977539, -0.7505388259887695, [-1.4870262145996094, -0.014051437377929688])]",335174458,bert-large-uncased
Canoeing is a,sport.,canoeing,sport,6,"[(-0.8751907348632812, -0.4375953674316406, [-0.8540706634521484, -0.021120071411132812]), (-1.0084295272827148, -0.5042147636413574, [-0.9271821975708008, -0.08124732971191406]), (-0.9634466171264648, -0.4817233085632324, [-0.9543638229370117, -0.009082794189453125]), (-1.3243780136108398, -0.6621890068054199, [-1.302046775817871, -0.02233123779296875]), (-1.441634178161621, -0.7208170890808105, [-1.3784513473510742, -0.06318283081054688])]",335174458,bert-large-uncased
Handball is a,sport.,handball,sport,7,"[(-0.34152698516845703, -0.17076349258422852, [-0.2979249954223633, -0.04360198974609375]), (-0.6808328628540039, -0.34041643142700195, [-0.6168947219848633, -0.06393814086914062]), (-0.36182689666748047, -0.18091344833374023, [-0.3391866683959961, -0.022640228271484375]), (-0.277069091796875, -0.1385345458984375, [-0.2689228057861328, -0.008146286010742188]), (-0.4433879852294922, -0.2216939926147461, [-0.40692901611328125, -0.03645896911621094])]",335174458,bert-large-uncased
Rugby is a,sport.,rugby,sport,8,"[(-1.2624530792236328, -0.6312265396118164, [-1.2033100128173828, -0.05914306640625]), (-0.4400806427001953, -0.22004032135009766, [-0.3871421813964844, -0.05293846130371094]), (-1.0739192962646484, -0.5369596481323242, [-1.0512409210205078, -0.022678375244140625]), (-1.1515922546386719, -0.5757961273193359, [-1.1079826354980469, -0.043609619140625]), (-0.8892354965209961, -0.44461774826049805, [-0.782710075378418, -0.10652542114257812])]",335174458,bert-large-uncased
Hockey is a,sport.,hockey,sport,9,"[(-0.6482601165771484, -0.3241300582885742, [-0.5828723907470703, -0.06538772583007812]), (-0.7988271713256836, -0.3994135856628418, [-0.7634458541870117, -0.035381317138671875]), (-0.8270483016967773, -0.41352415084838867, [-0.7819414138793945, -0.04510688781738281]), (-0.9376440048217773, -0.46882200241088867, [-0.8828191757202148, -0.0548248291015625]), (-0.5775136947631836, -0.2887568473815918, [-0.5610513687133789, -0.016462326049804688])]",335174458,bert-large-uncased
Ice hockey is a,sport.,ice hockey,sport,10,"[(-0.19251537322998047, -0.09625768661499023, [-0.15082073211669922, -0.04169464111328125]), (-0.5946121215820312, -0.2973060607910156, [-0.5320014953613281, -0.06261062622070312]), (-1.1036434173583984, -0.5518217086791992, [-1.0769062042236328, -0.026737213134765625]), (-0.4083290100097656, -0.2041645050048828, [-0.35490989685058594, -0.05341911315917969]), (-0.5810661315917969, -0.29053306579589844, [-0.5665397644042969, -0.0145263671875])]",335174458,bert-large-uncased
Swimming is a,sport.,swimming,sport,11,"[(-0.6728506088256836, -0.3364253044128418, [-0.6580324172973633, -0.014818191528320312]), (-0.4336204528808594, -0.2168102264404297, [-0.4084815979003906, -0.02513885498046875]), (-1.5184297561645508, -0.7592148780822754, [-1.4950189590454102, -0.023410797119140625]), (-1.0532598495483398, -0.5266299247741699, [-1.0455923080444336, -0.00766754150390625]), (-0.2578725814819336, -0.1289362907409668, [-0.22306346893310547, -0.034809112548828125])]",335174458,bert-large-uncased
Track is a,sport.,track,sport,12,"[(-10.908687591552734, -5.454343795776367, [-10.861183166503906, -0.047504425048828125]), (-9.827851295471191, -4.913925647735596, [-9.765473365783691, -0.0623779296875]), (-9.592096328735352, -4.796048164367676, [-9.3765869140625, -0.21550941467285156]), (-9.144683837890625, -4.5723419189453125, [-9.030628204345703, -0.11405563354492188]), (-8.93674087524414, -4.46837043762207, [-8.76120376586914, -0.175537109375])]",335174458,bert-large-uncased
Boxing is a,sport.,boxing,sport,13,"[(-0.2628316879272461, -0.13141584396362305, [-0.2020711898803711, -0.060760498046875]), (-0.3221302032470703, -0.16106510162353516, [-0.2664756774902344, -0.05565452575683594]), (-0.1848287582397461, -0.09241437911987305, [-0.15961170196533203, -0.025217056274414062]), (-0.3576383590698242, -0.1788191795349121, [-0.3082284927368164, -0.04940986633300781]), (-0.19364070892333984, -0.09682035446166992, [-0.1277780532836914, -0.06586265563964844])]",335174458,bert-large-uncased
Volleyball is a,sport.,volleyball,sport,14,"[(-0.12889862060546875, -0.06444931030273438, [-0.11561203002929688, -0.013286590576171875]), (-0.522517204284668, -0.261258602142334, [-0.5107507705688477, -0.011766433715820312]), (-0.2926769256591797, -0.14633846282958984, [-0.26683998107910156, -0.025836944580078125]), (-0.2504234313964844, -0.1252117156982422, [-0.23099708557128906, -0.019426345825195312]), (-0.16879749298095703, -0.08439874649047852, [-0.14538860321044922, -0.023408889770507812])]",335174458,bert-large-uncased
Lacrosse is a,sport.,lacrosse,sport,15,"[(-4.692086696624756, -2.346043348312378, [-4.608886241912842, -0.08320045471191406]), (-0.4143829345703125, -0.20719146728515625, [-0.32996177673339844, -0.08442115783691406]), (-0.8759794235229492, -0.4379897117614746, [-0.8513250350952148, -0.024654388427734375]), (-0.633519172668457, -0.3167595863342285, [-0.6095266342163086, -0.023992538452148438]), (-2.022836685180664, -1.011418342590332, [-1.9701900482177734, -0.052646636962890625])]",335174458,bert-large-uncased
Skiing is a,sport.,skiing,sport,16,"[(-2.1351099014282227, -1.0675549507141113, [-2.1108274459838867, -0.024282455444335938]), (-1.3756580352783203, -0.6878290176391602, [-1.357339859008789, -0.01831817626953125]), (-0.8897972106933594, -0.4448986053466797, [-0.8537063598632812, -0.036090850830078125]), (-0.42693138122558594, -0.21346569061279297, [-0.34227943420410156, -0.08465194702148438]), (-1.3330392837524414, -0.6665196418762207, [-1.2931489944458008, -0.039890289306640625])]",335174458,bert-large-uncased
Golf is a,sport.,golf,sport,17,"[(-1.2066545486450195, -0.6033272743225098, [-1.1316804885864258, -0.07497406005859375]), (-1.0939302444458008, -0.5469651222229004, [-1.040968894958496, -0.05296134948730469]), (-1.296431541442871, -0.6482157707214355, [-1.185856819152832, -0.11057472229003906]), (-1.0890321731567383, -0.5445160865783691, [-1.0305109024047852, -0.058521270751953125]), (-1.4003400802612305, -0.7001700401306152, [-1.3769235610961914, -0.023416519165039062])]",335174458,bert-large-uncased
Polo is a,sport.,polo,sport,18,"[(-7.745075225830078, -3.872537612915039, [-7.654184341430664, -0.09089088439941406]), (-8.155680656433105, -4.077840328216553, [-8.07119083404541, -0.08448982238769531]), (-3.1883296966552734, -1.5941648483276367, [-3.1382007598876953, -0.050128936767578125]), (-6.492036819458008, -3.246018409729004, [-6.470094680786133, -0.021942138671875]), (-4.097573757171631, -2.0487868785858154, [-4.019162654876709, -0.07841110229492188])]",335174458,bert-large-uncased
Surfing is a,sport.,surfing,sport,19,"[(-0.9222736358642578, -0.4611368179321289, [-0.8961200714111328, -0.026153564453125]), (-1.067352294921875, -0.5336761474609375, [-1.0468215942382812, -0.02053070068359375]), (-3.0537052154541016, -1.5268526077270508, [-3.005115509033203, -0.04858970642089844]), (-2.342942237854004, -1.171471118927002, [-2.272099494934082, -0.07084274291992188]), (-1.8751287460327148, -0.9375643730163574, [-1.8338384628295898, -0.041290283203125])]",335174458,bert-large-uncased
Wrestling is a,sport.,wrestling,sport,20,"[(-0.38177013397216797, -0.19088506698608398, [-0.3478994369506836, -0.033870697021484375]), (-0.07528305053710938, -0.03764152526855469, [-0.06692886352539062, -0.00835418701171875]), (-0.3113594055175781, -0.15567970275878906, [-0.2579021453857422, -0.05345726013183594]), (-0.21884918212890625, -0.10942459106445312, [-0.172210693359375, -0.04663848876953125]), (-0.5457859039306641, -0.27289295196533203, [-0.5012702941894531, -0.04451560974121094])]",335174458,bert-large-uncased
Gymnastics is a,sport.,gymnastics,sport,21,"[(-1.1300792694091797, -0.5650396347045898, [-1.0845413208007812, -0.04553794860839844]), (-0.9168853759765625, -0.45844268798828125, [-0.8714599609375, -0.0454254150390625]), (-0.37049293518066406, -0.18524646759033203, [-0.3298187255859375, -0.04067420959472656]), (-0.8276891708374023, -0.41384458541870117, [-0.7421197891235352, -0.08556938171386719]), (-0.7621049880981445, -0.38105249404907227, [-0.7532453536987305, -0.008859634399414062])]",335174458,bert-large-uncased
Cricket is a,sport.,cricket,sport,22,"[(-0.4653282165527344, -0.2326641082763672, [-0.41191864013671875, -0.053409576416015625]), (-0.3502473831176758, -0.1751236915588379, [-0.3124818801879883, -0.0377655029296875]), (-1.0287094116210938, -0.5143547058105469, [-0.9578857421875, -0.07082366943359375]), (-0.6361675262451172, -0.3180837631225586, [-0.5903453826904297, -0.0458221435546875]), (-2.055204391479492, -1.027602195739746, [-1.997610092163086, -0.05759429931640625])]",335174458,bert-large-uncased
Squash is a,sport.,squash,sport,23,"[(-0.5588760375976562, -0.2794380187988281, [-0.5276927947998047, -0.031183242797851562]), (-0.7677555084228516, -0.3838777542114258, [-0.7248878479003906, -0.04286766052246094]), (-0.6285333633422852, -0.3142666816711426, [-0.6219301223754883, -0.006603240966796875]), (-0.9110469818115234, -0.4555234909057617, [-0.8642635345458984, -0.046783447265625]), (-0.3281717300415039, -0.16408586502075195, [-0.30606746673583984, -0.022104263305664062])]",335174458,bert-large-uncased
Badminton is a,sport.,badminton,sport,24,"[(-0.544194221496582, -0.272097110748291, [-0.5278005599975586, -0.016393661499023438]), (-0.33484840393066406, -0.16742420196533203, [-0.3246307373046875, -0.010217666625976562]), (-3.0228500366210938, -1.5114250183105469, [-2.9921207427978516, -0.030729293823242188]), (-0.4430999755859375, -0.22154998779296875, [-0.4268951416015625, -0.016204833984375]), (-0.3303213119506836, -0.1651606559753418, [-0.31487178802490234, -0.01544952392578125])]",335174458,bert-large-uncased
Racing is a,sport.,racing,sport,25,"[(-0.6886100769042969, -0.34430503845214844, [-0.6163806915283203, -0.07222938537597656]), (-1.1967315673828125, -0.5983657836914062, [-1.1474990844726562, -0.04923248291015625]), (-0.49932003021240234, -0.24966001510620117, [-0.3778982162475586, -0.12142181396484375]), (-1.0816287994384766, -0.5408143997192383, [-1.0041618347167969, -0.07746696472167969]), (-0.9351844787597656, -0.4675922393798828, [-0.8197879791259766, -0.11539649963378906])]",335174458,bert-large-uncased
Pole vault is a,sport.,pole vault,sport,26,"[(-1.7933731079101562, -0.8966865539550781, [-1.7554550170898438, -0.0379180908203125]), (-1.5157861709594727, -0.7578930854797363, [-1.3875131607055664, -0.12827301025390625]), (-0.8596706390380859, -0.42983531951904297, [-0.8446197509765625, -0.015050888061523438]), (-1.5147056579589844, -0.7573528289794922, [-1.4864311218261719, -0.0282745361328125]), (-1.809798240661621, -0.9048991203308105, [-1.791651725769043, -0.018146514892578125])]",335174458,bert-large-uncased
Fencing is a,sport.,fencing,sport,27,"[(-0.869053840637207, -0.4345269203186035, [-0.8338651657104492, -0.03518867492675781]), (-0.31474876403808594, -0.15737438201904297, [-0.26340675354003906, -0.051342010498046875]), (-0.3511371612548828, -0.1755685806274414, [-0.3106346130371094, -0.04050254821777344]), (-1.066248893737793, -0.5331244468688965, [-1.0413942337036133, -0.024854660034179688]), (-0.6769905090332031, -0.33849525451660156, [-0.6573963165283203, -0.019594192504882812])]",335174458,bert-large-uncased
Bowling is a,sport.,bowling,sport,28,"[(-0.9690132141113281, -0.48450660705566406, [-0.8617191314697266, -0.10729408264160156]), (-1.9139986038208008, -0.9569993019104004, [-1.891371726989746, -0.022626876831054688]), (-8.251338005065918, -4.125669002532959, [-8.152314186096191, -0.09902381896972656]), (-1.5185213088989258, -0.7592606544494629, [-1.4926156997680664, -0.025905609130859375]), (-0.8554706573486328, -0.4277353286743164, [-0.7860774993896484, -0.06939315795898438])]",335174458,bert-large-uncased
Water skiing is a,sport.,water skiing,sport,29,"[(-0.804743766784668, -0.402371883392334, [-0.7838125228881836, -0.020931243896484375]), (-1.8003225326538086, -0.9001612663269043, [-1.7833242416381836, -0.016998291015625]), (-0.8604087829589844, -0.4302043914794922, [-0.8412895202636719, -0.0191192626953125]), (-1.352360725402832, -0.676180362701416, [-1.332869529724121, -0.019491195678710938]), (-2.3887252807617188, -1.1943626403808594, [-2.371654510498047, -0.017070770263671875])]",335174458,bert-large-uncased
Ice skating is a,sport.,ice skating,sport,30,"[(-0.8476371765136719, -0.42381858825683594, [-0.8339004516601562, -0.013736724853515625]), (-0.7222452163696289, -0.36112260818481445, [-0.7007970809936523, -0.021448135375976562]), (-0.6733369827270508, -0.3366684913635254, [-0.6587228775024414, -0.014614105224609375]), (-0.14135360717773438, -0.07067680358886719, [-0.1044158935546875, -0.036937713623046875]), (-0.5278434753417969, -0.26392173767089844, [-0.4104328155517578, -0.11741065979003906])]",335174458,bert-large-uncased
Jai alai is a,sport.,jai alai,sport,31,"[(-8.976848602294922, -4.488424301147461, [-8.743143081665039, -0.2337055206298828]), (-10.184110641479492, -5.092055320739746, [-10.142162322998047, -0.04194831848144531]), (-9.571253776550293, -4.7856268882751465, [-9.44351863861084, -0.12773513793945312]), (-10.208739280700684, -5.104369640350342, [-10.12923526763916, -0.07950401306152344]), (-9.646272659301758, -4.823136329650879, [-9.572856903076172, -0.07341575622558594])]",335174458,bert-large-uncased
Skating is a,sport.,skating,sport,32,"[(-2.003185272216797, -1.0015926361083984, [-1.95184326171875, -0.051342010498046875]), (-0.913604736328125, -0.4568023681640625, [-0.8946495056152344, -0.018955230712890625]), (-2.4723730087280273, -1.2361865043640137, [-2.3750486373901367, -0.09732437133789062]), (-1.741084098815918, -0.870542049407959, [-1.6797857284545898, -0.061298370361328125]), (-1.3616657257080078, -0.6808328628540039, [-1.3294868469238281, -0.03217887878417969])]",335174458,bert-large-uncased
Skindiving is a,sport.,skindiving,sport,33,"[(-2.7674646377563477, -1.3837323188781738, [-2.7272520065307617, -0.04021263122558594]), (-2.5983896255493164, -1.2991948127746582, [-2.5664491653442383, -0.031940460205078125]), (-2.874847412109375, -1.4374237060546875, [-2.758075714111328, -0.11677169799804688]), (-2.4596424102783203, -1.2298212051391602, [-2.3716182708740234, -0.08802413940429688]), (-2.379117012023926, -1.189558506011963, [-2.26010799407959, -0.11900901794433594])]",335174458,bert-large-uncased
Sailing is a,sport.,sailing,sport,34,"[(-0.952153205871582, -0.476076602935791, [-0.8255643844604492, -0.1265888214111328]), (-1.5087900161743164, -0.7543950080871582, [-1.3991975784301758, -0.10959243774414062]), (-1.2099533081054688, -0.6049766540527344, [-1.1245346069335938, -0.085418701171875]), (-1.2059268951416016, -0.6029634475708008, [-1.1180267333984375, -0.08790016174316406]), (-2.0684337615966797, -1.0342168807983398, [-2.0098018646240234, -0.05863189697265625])]",335174458,bert-large-uncased
Diving is a,sport.,diving,sport,35,"[(-1.5656137466430664, -0.7828068733215332, [-1.5161981582641602, -0.04941558837890625]), (-1.5565948486328125, -0.7782974243164062, [-1.517404556274414, -0.03919029235839844]), (-1.8404045104980469, -0.9202022552490234, [-1.8249568939208984, -0.015447616577148438]), (-2.7975215911865234, -1.3987607955932617, [-2.7093448638916016, -0.08817672729492188]), (-2.3559389114379883, -1.1779694557189941, [-2.3417768478393555, -0.014162063598632812])]",335174458,bert-large-uncased
Archery is a,sport.,archery,sport,36,"[(-0.6499042510986328, -0.3249521255493164, [-0.6205711364746094, -0.029333114624023438]), (-0.5316543579101562, -0.2658271789550781, [-0.39986610412597656, -0.1317882537841797]), (-0.3674345016479492, -0.1837172508239746, [-0.29433345794677734, -0.07310104370117188]), (-0.5216026306152344, -0.2608013153076172, [-0.4546394348144531, -0.06696319580078125]), (-1.305227279663086, -0.652613639831543, [-1.1800212860107422, -0.12520599365234375])]",335174458,bert-large-uncased
Judo is a,sport.,judo,sport,37,"[(-0.5644121170043945, -0.28220605850219727, [-0.5493288040161133, -0.01508331298828125]), (-0.21715641021728516, -0.10857820510864258, [-0.18933963775634766, -0.0278167724609375]), (-1.0466489791870117, -0.5233244895935059, [-1.005263328552246, -0.041385650634765625]), (-0.3779582977294922, -0.1889791488647461, [-0.31168174743652344, -0.06627655029296875]), (-0.3624858856201172, -0.1812429428100586, [-0.3445911407470703, -0.017894744873046875])]",335174458,bert-large-uncased
Car racing is a,sport.,car racing,sport,38,"[(-0.4934806823730469, -0.24674034118652344, [-0.3045024871826172, -0.1889781951904297]), (-0.9996824264526367, -0.49984121322631836, [-0.8659830093383789, -0.1336994171142578]), (-0.6574535369873047, -0.32872676849365234, [-0.5029048919677734, -0.15454864501953125]), (-0.31993579864501953, -0.15996789932250977, [-0.28304195404052734, -0.03689384460449219]), (-1.3814783096313477, -0.6907391548156738, [-1.3173837661743164, -0.06409454345703125])]",335174458,bert-large-uncased
