preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Car racing is a,sport.,car racing,sport,38,"[(-7.359275817871094, -3.679637908935547, [-3.097503662109375, -4.261772155761719]), (-7.095947265625, -3.5479736328125, [-3.226348876953125, -3.869598388671875]), (-5.9090118408203125, -2.9545059204101562, [-2.18829345703125, -3.7207183837890625]), (-5.63604736328125, -2.818023681640625, [-2.2896270751953125, -3.3464202880859375]), (-6.299003601074219, -3.1495018005371094, [-2.636474609375, -3.6625289916992188])]",124439808,gpt2
Ping pong is a,sport.,ping pong,sport,39,"[(-9.305168151855469, -4.652584075927734, [-7.153205871582031, -2.1519622802734375]), (-10.552932739257812, -5.276466369628906, [-7.5690765380859375, -2.983856201171875]), (-9.708045959472656, -4.854022979736328, [-6.911979675292969, -2.7960662841796875]), (-10.456077575683594, -5.228038787841797, [-6.643699645996094, -3.8123779296875]), (-9.852012634277344, -4.926006317138672, [-7.6599884033203125, -2.1920242309570312])]",124439808,gpt2
Rowing is a,sport.,rowing,sport,40,"[(-9.922714233398438, -4.961357116699219, [-6.49835205078125, -3.4243621826171875]), (-11.503482818603516, -5.751741409301758, [-7.666114807128906, -3.8373680114746094]), (-7.080963134765625, -3.5404815673828125, [-3.199504852294922, -3.881458282470703]), (-8.609458923339844, -4.304729461669922, [-4.189964294433594, -4.41949462890625]), (-8.8343505859375, -4.41717529296875, [-4.083770751953125, -4.750579833984375])]",124439808,gpt2
Fishing is a,sport.,fishing,sport,41,"[(-9.708152770996094, -4.854076385498047, [-5.290184020996094, -4.41796875]), (-8.506866455078125, -4.2534332275390625, [-5.187019348144531, -3.3198471069335938]), (-8.354217529296875, -4.1771087646484375, [-4.870460510253906, -3.4837570190429688]), (-9.170799255371094, -4.585399627685547, [-5.368766784667969, -3.802032470703125]), (-9.157432556152344, -4.578716278076172, [-5.808135986328125, -3.3492965698242188])]",124439808,gpt2
Horseback riding is a,sport.,horseback riding,sport,42,"[(-7.6101837158203125, -3.8050918579101562, [-4.226097106933594, -3.3840866088867188]), (-9.418998718261719, -4.709499359130859, [-4.784889221191406, -4.6341094970703125]), (-8.729888916015625, -4.3649444580078125, [-3.6982803344726562, -5.031608581542969]), (-8.129974365234375, -4.0649871826171875, [-3.7835311889648438, -4.346443176269531]), (-8.75616455078125, -4.378082275390625, [-4.584358215332031, -4.171806335449219])]",124439808,gpt2
Running is a,sport.,running,sport,43,"[(-11.998733520507812, -5.999366760253906, [-7.552604675292969, -4.446128845214844]), (-11.728645324707031, -5.864322662353516, [-8.091033935546875, -3.6376113891601562]), (-10.223381042480469, -5.111690521240234, [-7.1616363525390625, -3.0617446899414062]), (-11.00146484375, -5.500732421875, [-7.266136169433594, -3.7353286743164062]), (-11.638679504394531, -5.819339752197266, [-7.9739532470703125, -3.6647262573242188])]",124439808,gpt2
Horse racing is a,sport.,horse racing,sport,44,"[(-7.186065673828125, -3.5930328369140625, [-2.6303863525390625, -4.5556793212890625]), (-6.765113830566406, -3.382556915283203, [-2.1261520385742188, -4.6389617919921875]), (-8.076271057128906, -4.038135528564453, [-3.6003799438476562, -4.47589111328125]), (-6.269439697265625, -3.1347198486328125, [-2.4543075561523438, -3.8151321411132812]), (-6.937835693359375, -3.4689178466796875, [-2.2187423706054688, -4.719093322753906])]",124439808,gpt2
Hiking is a,sport.,hiking,sport,45,"[(-8.593795776367188, -4.296897888183594, [-4.8172149658203125, -3.776580810546875]), (-6.919189453125, -3.4595947265625, [-4.06671142578125, -2.85247802734375]), (-7.288459777832031, -3.6442298889160156, [-4.191734313964844, -3.0967254638671875]), (-8.624641418457031, -4.312320709228516, [-5.8998565673828125, -2.7247848510742188]), (-9.56292724609375, -4.781463623046875, [-5.940879821777344, -3.6220474243164062])]",124439808,gpt2
Weight lifting is a,sport.,weight lifting,sport,46,"[(-7.097663879394531, -3.5488319396972656, [-3.5040664672851562, -3.593597412109375]), (-8.255096435546875, -4.1275482177734375, [-5.256721496582031, -2.9983749389648438]), (-8.163795471191406, -4.081897735595703, [-5.042938232421875, -3.1208572387695312]), (-8.043411254882812, -4.021705627441406, [-5.0765533447265625, -2.96685791015625]), (-7.7438812255859375, -3.8719406127929688, [-4.1265411376953125, -3.617340087890625])]",124439808,gpt2
Croquet is a,sport.,croquet,sport,47,"[(-10.63128662109375, -5.315643310546875, [-6.0246429443359375, -4.6066436767578125]), (-9.264915466308594, -4.632457733154297, [-5.672889709472656, -3.5920257568359375]), (-8.502731323242188, -4.251365661621094, [-4.889411926269531, -3.6133193969726562]), (-12.682727813720703, -6.341363906860352, [-8.175682067871094, -4.507045745849609]), (-10.708732604980469, -5.354366302490234, [-7.0040283203125, -3.7047042846679688])]",124439808,gpt2
Horseshoes is a,sport.,horseshoes,sport,48,"[(-11.529510498046875, -5.7647552490234375, [-7.877143859863281, -3.6523666381835938]), (-12.043136596679688, -6.021568298339844, [-8.3087158203125, -3.7344207763671875]), (-11.907844543457031, -5.953922271728516, [-8.264137268066406, -3.643707275390625]), (-11.356536865234375, -5.6782684326171875, [-7.291656494140625, -4.06488037109375]), (-11.603309631347656, -5.801654815673828, [-8.035469055175781, -3.567840576171875])]",124439808,gpt2
Boating is a,sport.,boating,sport,49,"[(-9.267951965332031, -4.633975982666016, [-6.6557769775390625, -2.6121749877929688]), (-9.283706665039062, -4.641853332519531, [-6.5147247314453125, -2.76898193359375]), (-8.264808654785156, -4.132404327392578, [-5.177459716796875, -3.0873489379882812]), (-11.639045715332031, -5.819522857666016, [-8.225883483886719, -3.4131622314453125]), (-8.858917236328125, -4.4294586181640625, [-5.816581726074219, -3.0423355102539062])]",124439808,gpt2
Pool is a,sport.,pool,sport,50,"[(-13.279800415039062, -6.639900207519531, [-9.799041748046875, -3.4807586669921875]), (-13.259735107421875, -6.6298675537109375, [-9.741264343261719, -3.5184707641601562]), (-13.547492980957031, -6.773746490478516, [-9.333793640136719, -4.2136993408203125]), (-13.41986083984375, -6.709930419921875, [-9.996688842773438, -3.4231719970703125]), (-13.912490844726562, -6.956245422363281, [-9.09185791015625, -4.8206329345703125])]",124439808,gpt2
Billiards is a,sport.,billiards,sport,51,"[(-11.822250366210938, -5.911125183105469, [-8.995964050292969, -2.8262863159179688]), (-13.286788940429688, -6.643394470214844, [-8.708732604980469, -4.578056335449219]), (-11.700706481933594, -5.850353240966797, [-8.257408142089844, -3.44329833984375]), (-13.340911865234375, -6.6704559326171875, [-8.590988159179688, -4.7499237060546875]), (-13.215530395507812, -6.607765197753906, [-8.737503051757812, -4.47802734375])]",124439808,gpt2
Hunting is a,sport.,hunting,sport,52,"[(-8.468109130859375, -4.2340545654296875, [-5.586997985839844, -2.8811111450195312]), (-9.347480773925781, -4.673740386962891, [-5.9208526611328125, -3.4266281127929688]), (-9.363151550292969, -4.681575775146484, [-5.6147613525390625, -3.7483901977539062]), (-8.674697875976562, -4.337348937988281, [-5.641654968261719, -3.0330429077148438]), (-9.062370300292969, -4.531185150146484, [-5.4182586669921875, -3.6441116333007812])]",124439808,gpt2
Jump rope is a,sport.,jump rope,sport,53,"[(-10.618721008300781, -5.309360504150391, [-7.438140869140625, -3.1805801391601562]), (-11.0968017578125, -5.54840087890625, [-7.686012268066406, -3.4107894897460938]), (-11.577789306640625, -5.7888946533203125, [-8.0660400390625, -3.511749267578125]), (-10.364700317382812, -5.182350158691406, [-7.564872741699219, -2.7998275756835938]), (-10.816261291503906, -5.408130645751953, [-7.2878875732421875, -3.5283737182617188])]",124439808,gpt2
Camping is a,sport.,camping,sport,54,"[(-9.729232788085938, -4.864616394042969, [-6.464134216308594, -3.2650985717773438]), (-9.740165710449219, -4.870082855224609, [-6.31915283203125, -3.4210128784179688]), (-9.328384399414062, -4.664192199707031, [-7.038177490234375, -2.2902069091796875]), (-9.73101806640625, -4.865509033203125, [-6.392005920410156, -3.3390121459960938]), (-9.590095520019531, -4.795047760009766, [-6.729911804199219, -2.8601837158203125])]",124439808,gpt2
Chess is a,sport.,chess,sport,55,"[(-11.443992614746094, -5.721996307373047, [-7.70111083984375, -3.7428817749023438]), (-10.768295288085938, -5.384147644042969, [-6.740074157714844, -4.028221130371094]), (-11.774253845214844, -5.887126922607422, [-7.0847625732421875, -4.689491271972656]), (-12.0301513671875, -6.01507568359375, [-7.859092712402344, -4.171058654785156]), (-11.869918823242188, -5.934959411621094, [-7.850761413574219, -4.019157409667969])]",124439808,gpt2
Dancing is a,sport.,dancing,sport,56,"[(-9.637069702148438, -4.818534851074219, [-6.425773620605469, -3.2112960815429688]), (-9.278388977050781, -4.639194488525391, [-6.256431579589844, -3.0219573974609375]), (-8.821235656738281, -4.410617828369141, [-5.339599609375, -3.4816360473632812]), (-8.082962036132812, -4.041481018066406, [-5.155158996582031, -2.9278030395507812]), (-9.561614990234375, -4.7808074951171875, [-6.271575927734375, -3.2900390625])]",124439808,gpt2
Checkers is a,sport.,checkers,sport,57,"[(-12.700714111328125, -6.3503570556640625, [-8.869758605957031, -3.8309555053710938]), (-12.632637023925781, -6.316318511962891, [-8.673454284667969, -3.9591827392578125]), (-11.817672729492188, -5.908836364746094, [-7.977500915527344, -3.8401718139648438]), (-12.560569763183594, -6.280284881591797, [-8.445671081542969, -4.114898681640625]), (-12.583892822265625, -6.2919464111328125, [-8.156806945800781, -4.427085876464844])]",124439808,gpt2
Cards is a,sport.,cards,sport,58,"[(-10.975608825683594, -5.487804412841797, [-7.235992431640625, -3.7396163940429688]), (-11.376251220703125, -5.6881256103515625, [-8.008941650390625, -3.3673095703125]), (-11.943161010742188, -5.971580505371094, [-8.452278137207031, -3.4908828735351562]), (-11.718055725097656, -5.859027862548828, [-7.980369567871094, -3.7376861572265625]), (-10.979469299316406, -5.489734649658203, [-8.013519287109375, -2.9659500122070312])]",124439808,gpt2
Sunbathing is a,sport.,sunbathing,sport,59,"[(-10.853263854980469, -5.426631927490234, [-6.5808868408203125, -4.272377014160156]), (-11.88897705078125, -5.944488525390625, [-8.271392822265625, -3.617584228515625]), (-10.217628479003906, -5.108814239501953, [-6.391510009765625, -3.8261184692382812]), (-10.113563537597656, -5.056781768798828, [-6.662872314453125, -3.4506912231445312]), (-11.034278869628906, -5.517139434814453, [-7.3678741455078125, -3.6664047241210938])]",124439808,gpt2
Pea is a,vegetable.,pea,vegetable,1,"[(-10.597915649414062, -5.298957824707031, [-7.615486145019531, -2.9824295043945312]), (-10.942123413085938, -5.471061706542969, [-8.163505554199219, -2.7786178588867188]), (-10.463172912597656, -5.231586456298828, [-8.097091674804688, -2.3660812377929688]), (-11.059333801269531, -5.529666900634766, [-8.745765686035156, -2.313568115234375]), (-11.437202453613281, -5.718601226806641, [-8.112815856933594, -3.3243865966796875])]",124439808,gpt2
Carrot is a,vegetable.,carrot,vegetable,2,"[(-11.258995056152344, -5.629497528076172, [-7.8930511474609375, -3.3659439086914062]), (-12.21124267578125, -6.105621337890625, [-9.043441772460938, -3.1678009033203125]), (-10.926605224609375, -5.4633026123046875, [-8.360160827636719, -2.5664443969726562]), (-12.1392822265625, -6.06964111328125, [-8.454048156738281, -3.6852340698242188]), (-12.017509460449219, -6.008754730224609, [-8.945503234863281, -3.0720062255859375])]",124439808,gpt2
Green bean is a,vegetable.,green bean,vegetable,3,"[(-9.001480102539062, -4.500740051269531, [-6.305488586425781, -2.6959915161132812]), (-7.82061767578125, -3.910308837890625, [-5.659736633300781, -2.1608810424804688]), (-7.628173828125, -3.8140869140625, [-4.429847717285156, -3.1983261108398438]), (-8.394279479980469, -4.197139739990234, [-5.949249267578125, -2.4450302124023438]), (-8.10626220703125, -4.053131103515625, [-5.179466247558594, -2.9267959594726562])]",124439808,gpt2
String bean is a,vegetable.,string bean,vegetable,4,"[(-12.857185363769531, -6.428592681884766, [-11.2000732421875, -1.6571121215820312]), (-13.0050048828125, -6.50250244140625, [-11.063827514648438, -1.9411773681640625]), (-11.129447937011719, -5.564723968505859, [-8.775405883789062, -2.3540420532226562]), (-13.360076904296875, -6.6800384521484375, [-11.423240661621094, -1.9368362426757812]), (-13.656715393066406, -6.828357696533203, [-11.694374084472656, -1.96234130859375])]",124439808,gpt2
Spinach is a,vegetable.,spinach,vegetable,5,"[(-13.306068420410156, -6.653034210205078, [-9.882637023925781, -3.423431396484375]), (-11.582099914550781, -5.791049957275391, [-8.726959228515625, -2.8551406860351562]), (-12.524742126464844, -6.262371063232422, [-8.903816223144531, -3.6209259033203125]), (-12.918312072753906, -6.459156036376953, [-9.184822082519531, -3.733489990234375]), (-12.127777099609375, -6.0638885498046875, [-9.365859985351562, -2.7619171142578125])]",124439808,gpt2
Broccoli is a,vegetable.,broccoli,vegetable,6,"[(-7.031883239746094, -3.515941619873047, [-4.4789276123046875, -2.5529556274414062]), (-7.92572021484375, -3.962860107421875, [-5.0540313720703125, -2.8716888427734375]), (-8.39935302734375, -4.199676513671875, [-5.592369079589844, -2.8069839477539062]), (-7.885856628417969, -3.9429283142089844, [-4.656272888183594, -3.229583740234375]), (-8.578208923339844, -4.289104461669922, [-5.976707458496094, -2.60150146484375])]",124439808,gpt2
Asparagus is a,vegetable.,asparagus,vegetable,7,"[(-8.404281616210938, -4.202140808105469, [-4.9567718505859375, -3.447509765625]), (-8.52703857421875, -4.263519287109375, [-5.065467834472656, -3.4615707397460938]), (-8.883163452148438, -4.441581726074219, [-5.7215576171875, -3.1616058349609375]), (-9.120376586914062, -4.560188293457031, [-5.4117279052734375, -3.708648681640625]), (-8.588844299316406, -4.294422149658203, [-4.790031433105469, -3.7988128662109375])]",124439808,gpt2
Corn is a,vegetable.,corn,vegetable,8,"[(-11.774185180664062, -5.887092590332031, [-8.754196166992188, -3.019989013671875]), (-11.754295349121094, -5.877147674560547, [-9.269309997558594, -2.4849853515625]), (-11.633659362792969, -5.816829681396484, [-9.435638427734375, -2.1980209350585938]), (-10.090927124023438, -5.045463562011719, [-7.758598327636719, -2.3323287963867188]), (-10.00604248046875, -5.003021240234375, [-7.7888946533203125, -2.2171478271484375])]",124439808,gpt2
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"[(-7.622650146484375, -3.8113250732421875, [-3.9999008178710938, -3.6227493286132812]), (-7.716156005859375, -3.8580780029296875, [-4.362823486328125, -3.35333251953125]), (-7.525154113769531, -3.7625770568847656, [-4.050071716308594, -3.4750823974609375]), (-9.424446105957031, -4.712223052978516, [-5.1396484375, -4.284797668457031]), (-8.764122009277344, -4.382061004638672, [-5.5649566650390625, -3.1991653442382812])]",124439808,gpt2
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"[(-12.765213012695312, -6.382606506347656, [-8.6138916015625, -4.1513214111328125]), (-12.327384948730469, -6.163692474365234, [-8.176246643066406, -4.1511383056640625]), (-11.219474792480469, -5.609737396240234, [-8.074844360351562, -3.1446304321289062]), (-11.454483032226562, -5.727241516113281, [-7.821037292480469, -3.6334457397460938]), (-11.51708984375, -5.758544921875, [-7.8406524658203125, -3.6764373779296875])]",124439808,gpt2
Squash is a,vegetable.,squash,vegetable,11,"[(-14.941551208496094, -7.470775604248047, [-10.480140686035156, -4.4614105224609375]), (-13.221183776855469, -6.610591888427734, [-10.006797790527344, -3.214385986328125]), (-13.279777526855469, -6.639888763427734, [-10.311851501464844, -2.967926025390625]), (-12.838134765625, -6.4190673828125, [-10.141380310058594, -2.6967544555664062]), (-14.040382385253906, -7.020191192626953, [-10.358924865722656, -3.68145751953125])]",124439808,gpt2
Lettuce is a,vegetable.,lettuce,vegetable,12,"[(-8.46636962890625, -4.233184814453125, [-5.678863525390625, -2.787506103515625]), (-9.857376098632812, -4.928688049316406, [-7.073448181152344, -2.7839279174804688]), (-8.252571105957031, -4.126285552978516, [-5.7001953125, -2.5523757934570312]), (-9.23577880859375, -4.617889404296875, [-6.075096130371094, -3.1606826782226562]), (-10.4234619140625, -5.21173095703125, [-7.665565490722656, -2.7578964233398438])]",124439808,gpt2
Celery is a,vegetable.,celery,vegetable,13,"[(-10.391708374023438, -5.195854187011719, [-8.6502685546875, -1.7414398193359375]), (-8.984710693359375, -4.4923553466796875, [-6.2812652587890625, -2.7034454345703125]), (-10.694656372070312, -5.347328186035156, [-6.750083923339844, -3.9445724487304688]), (-11.606956481933594, -5.803478240966797, [-8.591789245605469, -3.015167236328125]), (-11.538688659667969, -5.769344329833984, [-8.083457946777344, -3.455230712890625])]",124439808,gpt2
Cucumber is a,vegetable.,cucumber,vegetable,14,"[(-9.863540649414062, -4.931770324707031, [-6.300933837890625, -3.5626068115234375]), (-11.521224975585938, -5.760612487792969, [-8.239662170410156, -3.2815628051757812]), (-10.060165405273438, -5.030082702636719, [-6.889991760253906, -3.1701736450195312]), (-9.912353515625, -4.9561767578125, [-6.64654541015625, -3.26580810546875]), (-9.980842590332031, -4.990421295166016, [-7.11822509765625, -2.8626174926757812])]",124439808,gpt2
Beet is a,vegetable.,beet,vegetable,15,"[(-11.261131286621094, -5.630565643310547, [-8.5758056640625, -2.6853256225585938]), (-11.319831848144531, -5.659915924072266, [-8.383590698242188, -2.9362411499023438]), (-12.040962219238281, -6.020481109619141, [-8.857109069824219, -3.1838531494140625]), (-12.993759155273438, -6.496879577636719, [-9.644317626953125, -3.3494415283203125]), (-10.4853515625, -5.24267578125, [-7.824821472167969, -2.6605300903320312])]",124439808,gpt2
Green is a,vegetable.,green,vegetable,16,"[(-12.923683166503906, -6.461841583251953, [-10.271957397460938, -2.6517257690429688]), (-12.845939636230469, -6.422969818115234, [-10.408073425292969, -2.4378662109375]), (-11.504974365234375, -5.7524871826171875, [-9.458763122558594, -2.0462112426757812]), (-12.696792602539062, -6.348396301269531, [-10.486602783203125, -2.2101898193359375]), (-11.705490112304688, -5.852745056152344, [-9.701393127441406, -2.0040969848632812])]",124439808,gpt2
Tomato is a,vegetable.,tomato,vegetable,17,"[(-10.657600402832031, -5.328800201416016, [-8.100341796875, -2.5572586059570312]), (-13.478713989257812, -6.739356994628906, [-9.416152954101562, -4.06256103515625]), (-12.64166259765625, -6.320831298828125, [-9.882392883300781, -2.7592697143554688]), (-12.560859680175781, -6.280429840087891, [-9.2470703125, -3.3137893676757812]), (-13.319175720214844, -6.659587860107422, [-10.338813781738281, -2.9803619384765625])]",124439808,gpt2
Lima bean is a,vegetable.,lima bean,vegetable,18,"[(-8.814987182617188, -4.407493591308594, [-5.1866912841796875, -3.6282958984375]), (-10.231521606445312, -5.115760803222656, [-6.383689880371094, -3.8478317260742188]), (-9.994880676269531, -4.997440338134766, [-5.480659484863281, -4.51422119140625]), (-9.648895263671875, -4.8244476318359375, [-5.893836975097656, -3.7550582885742188]), (-9.39178466796875, -4.695892333984375, [-5.698219299316406, -3.6935653686523438])]",124439808,gpt2
Artichoke is a,vegetable.,artichoke,vegetable,19,"[(-11.684364318847656, -5.842182159423828, [-8.592750549316406, -3.09161376953125]), (-10.505531311035156, -5.252765655517578, [-7.74212646484375, -2.7634048461914062]), (-10.774986267089844, -5.387493133544922, [-7.855049133300781, -2.9199371337890625]), (-11.133522033691406, -5.566761016845703, [-8.037353515625, -3.0961685180664062]), (-12.753768920898438, -6.376884460449219, [-8.189476013183594, -4.564292907714844])]",124439808,gpt2
Turnip is a,vegetable.,turnip,vegetable,20,"[(-12.597747802734375, -6.2988739013671875, [-10.076934814453125, -2.52081298828125]), (-13.237983703613281, -6.618991851806641, [-9.830970764160156, -3.407012939453125]), (-12.660751342773438, -6.330375671386719, [-9.463081359863281, -3.1976699829101562]), (-14.027961730957031, -7.013980865478516, [-10.651885986328125, -3.3760757446289062]), (-12.068351745605469, -6.034175872802734, [-9.555595397949219, -2.51275634765625])]",124439808,gpt2
Eggplant is a,vegetable.,eggplant,vegetable,21,"[(-10.307449340820312, -5.153724670410156, [-7.1514739990234375, -3.155975341796875]), (-9.758125305175781, -4.879062652587891, [-6.005943298339844, -3.7521820068359375]), (-11.484672546386719, -5.742336273193359, [-7.949317932128906, -3.5353546142578125]), (-10.485557556152344, -5.242778778076172, [-6.4303131103515625, -4.055244445800781]), (-8.981117248535156, -4.490558624267578, [-5.93341064453125, -3.0477066040039062])]",124439808,gpt2
Romaine is a,vegetable.,romaine,vegetable,22,"[(-12.847412109375, -6.4237060546875, [-9.96185302734375, -2.88555908203125]), (-12.264762878417969, -6.132381439208984, [-9.772575378417969, -2.4921875]), (-12.414573669433594, -6.207286834716797, [-9.522148132324219, -2.892425537109375]), (-11.71710205078125, -5.858551025390625, [-9.335227966308594, -2.3818740844726562]), (-13.33477783203125, -6.667388916015625, [-9.939888000488281, -3.3948898315429688])]",124439808,gpt2
Green pepper is a,vegetable.,green pepper,vegetable,23,"[(-8.316864013671875, -4.1584320068359375, [-5.586524963378906, -2.7303390502929688]), (-8.03369140625, -4.016845703125, [-5.168182373046875, -2.865509033203125]), (-8.678466796875, -4.3392333984375, [-5.973335266113281, -2.7051315307617188]), (-9.2708740234375, -4.63543701171875, [-6.485260009765625, -2.785614013671875]), (-8.991645812988281, -4.495822906494141, [-5.6023406982421875, -3.3893051147460938])]",124439808,gpt2
Okra is a,vegetable.,okra,vegetable,24,"[(-12.586540222167969, -6.293270111083984, [-9.784538269042969, -2.802001953125]), (-13.072090148925781, -6.536045074462891, [-10.213653564453125, -2.8584365844726562]), (-13.41961669921875, -6.709808349609375, [-9.732330322265625, -3.687286376953125]), (-12.697799682617188, -6.348899841308594, [-9.741546630859375, -2.9562530517578125]), (-11.750022888183594, -5.875011444091797, [-9.300827026367188, -2.4491958618164062])]",124439808,gpt2
Radish is a,vegetable.,radish,vegetable,25,"[(-13.498252868652344, -6.749126434326172, [-10.266685485839844, -3.2315673828125]), (-13.265426635742188, -6.632713317871094, [-10.366630554199219, -2.8987960815429688]), (-13.727005004882812, -6.863502502441406, [-10.159126281738281, -3.5678787231445312]), (-13.089706420898438, -6.544853210449219, [-10.037467956542969, -3.0522384643554688]), (-12.966781616210938, -6.483390808105469, [-10.238723754882812, -2.728057861328125])]",124439808,gpt2
Onion is a,vegetable.,onion,vegetable,26,"[(-12.976264953613281, -6.488132476806641, [-9.747283935546875, -3.2289810180664062]), (-13.296676635742188, -6.648338317871094, [-9.610374450683594, -3.6863021850585938]), (-12.991413116455078, -6.495706558227539, [-10.120586395263672, -2.8708267211914062]), (-13.18798828125, -6.593994140625, [-10.27569580078125, -2.91229248046875]), (-13.898368835449219, -6.949184417724609, [-9.996185302734375, -3.9021835327148438])]",124439808,gpt2
Bean is a,vegetable.,bean,vegetable,27,"[(-11.597892761230469, -5.798946380615234, [-8.560630798339844, -3.037261962890625]), (-11.605201721191406, -5.802600860595703, [-9.330001831054688, -2.2751998901367188]), (-12.021697998046875, -6.0108489990234375, [-8.956031799316406, -3.0656661987304688]), (-12.888221740722656, -6.444110870361328, [-9.289360046386719, -3.5988616943359375]), (-11.49981689453125, -5.749908447265625, [-9.099052429199219, -2.4007644653320312])]",124439808,gpt2
Green onion is a,vegetable.,green onion,vegetable,28,"[(-7.189537048339844, -3.594768524169922, [-4.6545562744140625, -2.5349807739257812]), (-7.398948669433594, -3.699474334716797, [-5.029205322265625, -2.3697433471679688]), (-6.953620910644531, -3.4768104553222656, [-4.536155700683594, -2.4174652099609375]), (-7.6925201416015625, -3.8462600708007812, [-4.786354064941406, -2.9061660766601562]), (-8.059967041015625, -4.0299835205078125, [-5.11199951171875, -2.947967529296875])]",124439808,gpt2
Potato is a,vegetable.,potato,vegetable,29,"[(-11.662490844726562, -5.831245422363281, [-8.658027648925781, -3.0044631958007812]), (-9.423324584960938, -4.711662292480469, [-6.253471374511719, -3.1698532104492188]), (-9.856040954589844, -4.928020477294922, [-7.2393646240234375, -2.6166763305664062]), (-8.459068298339844, -4.229534149169922, [-5.6795501708984375, -2.7795181274414062]), (-11.90191650390625, -5.950958251953125, [-8.360008239746094, -3.5419082641601562])]",124439808,gpt2
Parsnip is a,vegetable.,parsnip,vegetable,30,"[(-14.579216003417969, -7.289608001708984, [-10.338066101074219, -4.24114990234375]), (-14.233291625976562, -7.116645812988281, [-10.543205261230469, -3.6900863647460938]), (-15.09423828125, -7.547119140625, [-10.393867492675781, -4.700370788574219]), (-13.867904663085938, -6.933952331542969, [-11.271392822265625, -2.5965118408203125]), (-13.639129638671875, -6.8195648193359375, [-10.031570434570312, -3.6075592041015625])]",124439808,gpt2
Turnip green is a,vegetable.,turnip green,vegetable,31,"[(-12.665245056152344, -6.332622528076172, [-10.141525268554688, -2.5237197875976562]), (-10.924530029296875, -5.4622650146484375, [-8.056632995605469, -2.8678970336914062]), (-11.610176086425781, -5.805088043212891, [-8.885574340820312, -2.7246017456054688]), (-11.729713439941406, -5.864856719970703, [-8.998764038085938, -2.7309494018554688]), (-11.836212158203125, -5.9181060791015625, [-9.136329650878906, -2.6998825073242188])]",124439808,gpt2
Collard is a,vegetable.,collard,vegetable,32,"[(-13.344184875488281, -6.672092437744141, [-10.169158935546875, -3.1750259399414062]), (-12.926445007324219, -6.463222503662109, [-10.211479187011719, -2.7149658203125]), (-12.851791381835938, -6.425895690917969, [-10.382431030273438, -2.4693603515625]), (-13.886573791503906, -6.943286895751953, [-10.515701293945312, -3.3708724975585938]), (-13.734825134277344, -6.867412567138672, [-10.138648986816406, -3.5961761474609375])]",124439808,gpt2
Wax bean is a,vegetable.,wax bean,vegetable,33,"[(-8.564773559570312, -4.282386779785156, [-5.05560302734375, -3.5091705322265625]), (-8.815132141113281, -4.407566070556641, [-5.549713134765625, -3.2654190063476562]), (-8.861671447753906, -4.430835723876953, [-5.713623046875, -3.1480484008789062]), (-8.693084716796875, -4.3465423583984375, [-5.322120666503906, -3.3709640502929688]), (-8.208740234375, -4.1043701171875, [-5.5679168701171875, -2.6408233642578125])]",124439808,gpt2
Watercress is a,vegetable.,watercress,vegetable,34,"[(-12.905845642089844, -6.452922821044922, [-9.226318359375, -3.6795272827148438]), (-11.019874572753906, -5.509937286376953, [-8.028511047363281, -2.991363525390625]), (-11.237945556640625, -5.6189727783203125, [-7.9763336181640625, -3.2616119384765625]), (-11.727630615234375, -5.8638153076171875, [-8.215751647949219, -3.5118789672851562]), (-10.072547912597656, -5.036273956298828, [-7.486579895019531, -2.585968017578125])]",124439808,gpt2
Black eyed pea is a,vegetable.,black eyed pea,vegetable,35,"[(-9.120681762695312, -4.560340881347656, [-6.957969665527344, -2.1627120971679688]), (-10.010597229003906, -5.005298614501953, [-7.232177734375, -2.7784194946289062]), (-8.9796142578125, -4.48980712890625, [-6.6025543212890625, -2.3770599365234375]), (-8.647598266601562, -4.323799133300781, [-6.166343688964844, -2.4812545776367188]), (-10.378288269042969, -5.189144134521484, [-7.1646881103515625, -3.2136001586914062])]",124439808,gpt2
Leek is a,vegetable.,leek,vegetable,36,"[(-12.790855407714844, -6.395427703857422, [-9.945526123046875, -2.8453292846679688]), (-12.566993713378906, -6.283496856689453, [-9.563957214355469, -3.0030364990234375]), (-11.339889526367188, -5.669944763183594, [-8.071456909179688, -3.2684326171875]), (-11.550033569335938, -5.775016784667969, [-8.4979248046875, -3.0521087646484375]), (-12.069023132324219, -6.034511566162109, [-9.652549743652344, -2.416473388671875])]",124439808,gpt2
Pepper is a,vegetable.,pepper,vegetable,37,"[(-11.521240234375, -5.7606201171875, [-8.828315734863281, -2.6929244995117188]), (-12.432319641113281, -6.216159820556641, [-8.610061645507812, -3.8222579956054688]), (-9.93975830078125, -4.969879150390625, [-7.4063873291015625, -2.5333709716796875]), (-10.076416015625, -5.0382080078125, [-6.999237060546875, -3.077178955078125]), (-12.901702880859375, -6.4508514404296875, [-9.728599548339844, -3.1731033325195312])]",124439808,gpt2
