preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Swimming is a,sport.,swimming,sport,11,"[(-8.786163330078125, -4.3930816650390625, [-4.3423309326171875, -4.4438323974609375]), (-8.81793212890625, -4.408966064453125, [-5.103523254394531, -3.7144088745117188]), (-9.076290130615234, -4.538145065307617, [-5.018741607666016, -4.057548522949219]), (-9.31125259399414, -4.65562629699707, [-6.424648284912109, -2.8866043090820312]), (-11.01791000366211, -5.508955001831055, [-6.253917694091797, -4.7639923095703125])]",81912576,distilgpt2
Track is a,sport.,track,sport,12,"[(-12.281028747558594, -6.140514373779297, [-8.853683471679688, -3.4273452758789062]), (-11.472694396972656, -5.736347198486328, [-8.549625396728516, -2.9230690002441406]), (-11.708690643310547, -5.854345321655273, [-8.563919067382812, -3.1447715759277344]), (-13.630546569824219, -6.815273284912109, [-10.026969909667969, -3.60357666015625]), (-13.118995666503906, -6.559497833251953, [-8.566577911376953, -4.552417755126953])]",81912576,distilgpt2
Boxing is a,sport.,boxing,sport,13,"[(-10.31912612915039, -5.159563064575195, [-6.033393859863281, -4.285732269287109]), (-10.128700256347656, -5.064350128173828, [-6.533164978027344, -3.5955352783203125]), (-12.797286987304688, -6.398643493652344, [-8.725875854492188, -4.0714111328125]), (-11.780414581298828, -5.890207290649414, [-8.567581176757812, -3.2128334045410156]), (-10.774314880371094, -5.387157440185547, [-6.361534118652344, -4.41278076171875])]",81912576,distilgpt2
Volleyball is a,sport.,volleyball,sport,14,"[(-11.117748260498047, -5.558874130249023, [-5.536273956298828, -5.581474304199219]), (-9.836906433105469, -4.918453216552734, [-5.374179840087891, -4.462726593017578]), (-10.255329132080078, -5.127664566040039, [-6.472019195556641, -3.7833099365234375]), (-10.183330535888672, -5.091665267944336, [-6.396659851074219, -3.786670684814453]), (-8.672706604003906, -4.336353302001953, [-4.190624237060547, -4.482082366943359])]",81912576,distilgpt2
Lacrosse is a,sport.,lacrosse,sport,15,"[(-9.066646575927734, -4.533323287963867, [-4.986083984375, -4.080562591552734]), (-8.73834228515625, -4.369171142578125, [-4.249530792236328, -4.488811492919922]), (-8.748176574707031, -4.374088287353516, [-4.918308258056641, -3.8298683166503906]), (-8.535560607910156, -4.267780303955078, [-4.878147125244141, -3.6574134826660156]), (-9.22470474243164, -4.61235237121582, [-5.151393890380859, -4.073310852050781])]",81912576,distilgpt2
Skiing is a,sport.,skiing,sport,16,"[(-8.923267364501953, -4.461633682250977, [-6.06268310546875, -2.860584259033203]), (-9.225067138671875, -4.6125335693359375, [-6.708778381347656, -2.5162887573242188]), (-10.909038543701172, -5.454519271850586, [-7.281085968017578, -3.6279525756835938]), (-10.373226165771484, -5.186613082885742, [-7.158378601074219, -3.2148475646972656]), (-9.949337005615234, -4.974668502807617, [-6.586757659912109, -3.362579345703125])]",81912576,distilgpt2
Golf is a,sport.,golf,sport,17,"[(-9.585418701171875, -4.7927093505859375, [-6.183723449707031, -3.4016952514648438]), (-12.170955657958984, -6.085477828979492, [-7.4950103759765625, -4.675945281982422]), (-11.683216094970703, -5.841608047485352, [-7.19671630859375, -4.486499786376953]), (-10.025726318359375, -5.0128631591796875, [-6.1960601806640625, -3.8296661376953125]), (-10.689884185791016, -5.344942092895508, [-6.553623199462891, -4.136260986328125])]",81912576,distilgpt2
Polo is a,sport.,polo,sport,18,"[(-12.058765411376953, -6.029382705688477, [-7.367809295654297, -4.690956115722656]), (-12.767162322998047, -6.383581161499023, [-8.089580535888672, -4.677581787109375]), (-12.290451049804688, -6.145225524902344, [-8.290946960449219, -3.9995040893554688]), (-12.913520812988281, -6.456760406494141, [-7.7110443115234375, -5.202476501464844]), (-11.311260223388672, -5.655630111694336, [-7.2400970458984375, -4.071163177490234])]",81912576,distilgpt2
Surfing is a,sport.,surfing,sport,19,"[(-10.474239349365234, -5.237119674682617, [-5.984386444091797, -4.4898529052734375]), (-10.134742736816406, -5.067371368408203, [-5.577171325683594, -4.5575714111328125]), (-10.695331573486328, -5.347665786743164, [-5.4652099609375, -5.230121612548828]), (-9.037200927734375, -4.5186004638671875, [-4.912818908691406, -4.124382019042969]), (-8.42940902709961, -4.214704513549805, [-4.342094421386719, -4.087314605712891])]",81912576,distilgpt2
Wrestling is a,sport.,wrestling,sport,20,"[(-7.528408050537109, -3.7642040252685547, [-3.64739990234375, -3.8810081481933594]), (-7.687313079833984, -3.843656539916992, [-4.0868682861328125, -3.600444793701172]), (-10.334030151367188, -5.167015075683594, [-5.483119964599609, -4.850910186767578]), (-8.346626281738281, -4.173313140869141, [-3.7677383422851562, -4.578887939453125]), (-8.834060668945312, -4.417030334472656, [-4.596485137939453, -4.237575531005859])]",81912576,distilgpt2
Gymnastics is a,sport.,gymnastics,sport,21,"[(-11.88168716430664, -5.94084358215332, [-7.322113037109375, -4.559574127197266]), (-9.575721740722656, -4.787860870361328, [-6.505954742431641, -3.0697669982910156]), (-11.119743347167969, -5.559871673583984, [-7.072967529296875, -4.046775817871094]), (-10.57656478881836, -5.28828239440918, [-7.028343200683594, -3.5482215881347656]), (-9.318435668945312, -4.659217834472656, [-5.313117980957031, -4.005317687988281])]",81912576,distilgpt2
Cricket is a,sport.,cricket,sport,22,"[(-9.99334716796875, -4.996673583984375, [-5.839836120605469, -4.153511047363281]), (-10.088817596435547, -5.044408798217773, [-5.734535217285156, -4.354282379150391]), (-9.90890884399414, -4.95445442199707, [-4.8789215087890625, -5.029987335205078]), (-8.495315551757812, -4.247657775878906, [-5.184440612792969, -3.3108749389648438]), (-9.953533172607422, -4.976766586303711, [-5.901790618896484, -4.0517425537109375])]",81912576,distilgpt2
Squash is a,sport.,squash,sport,23,"[(-13.465190887451172, -6.732595443725586, [-7.854976654052734, -5.6102142333984375]), (-13.294486999511719, -6.647243499755859, [-8.536075592041016, -4.758411407470703]), (-12.816287994384766, -6.408143997192383, [-8.251461029052734, -4.564826965332031]), (-11.103164672851562, -5.551582336425781, [-8.059555053710938, -3.043609619140625]), (-10.95965576171875, -5.479827880859375, [-7.763256072998047, -3.196399688720703])]",81912576,distilgpt2
Badminton is a,sport.,badminton,sport,24,"[(-10.891666412353516, -5.445833206176758, [-6.0345458984375, -4.857120513916016]), (-10.31760025024414, -5.15880012512207, [-6.5920562744140625, -3.725543975830078]), (-9.298103332519531, -4.649051666259766, [-5.820648193359375, -3.4774551391601562]), (-9.804920196533203, -4.902460098266602, [-6.557029724121094, -3.2478904724121094]), (-8.793426513671875, -4.3967132568359375, [-4.901737213134766, -3.8916893005371094])]",81912576,distilgpt2
Racing is a,sport.,racing,sport,25,"[(-12.28763198852539, -6.143815994262695, [-6.6914520263671875, -5.596179962158203]), (-10.698986053466797, -5.349493026733398, [-6.589607238769531, -4.109378814697266]), (-9.816326141357422, -4.908163070678711, [-7.162986755371094, -2.653339385986328]), (-9.226612091064453, -4.613306045532227, [-6.312797546386719, -2.9138145446777344]), (-10.502616882324219, -5.251308441162109, [-6.791618347167969, -3.71099853515625])]",81912576,distilgpt2
Pole vault is a,sport.,pole vault,sport,26,"[(-13.78717041015625, -6.893585205078125, [-9.821155548095703, -3.966014862060547]), (-12.223739624023438, -6.111869812011719, [-8.453422546386719, -3.7703170776367188]), (-13.896808624267578, -6.948404312133789, [-9.641082763671875, -4.255725860595703]), (-13.426647186279297, -6.713323593139648, [-9.5137939453125, -3.912853240966797]), (-12.909843444824219, -6.454921722412109, [-8.524044036865234, -4.385799407958984])]",81912576,distilgpt2
Fencing is a,sport.,fencing,sport,27,"[(-8.326042175292969, -4.163021087646484, [-5.911945343017578, -2.4140968322753906]), (-11.785659790039062, -5.892829895019531, [-7.85430908203125, -3.9313507080078125]), (-11.012310028076172, -5.506155014038086, [-6.841461181640625, -4.170848846435547]), (-10.754898071289062, -5.377449035644531, [-7.339073181152344, -3.4158248901367188]), (-11.572750091552734, -5.786375045776367, [-7.763877868652344, -3.8088722229003906])]",81912576,distilgpt2
Bowling is a,sport.,bowling,sport,28,"[(-11.139080047607422, -5.569540023803711, [-6.683128356933594, -4.455951690673828]), (-10.935619354248047, -5.467809677124023, [-6.86669921875, -4.068920135498047]), (-10.054336547851562, -5.027168273925781, [-6.710975646972656, -3.3433609008789062]), (-9.642257690429688, -4.821128845214844, [-5.766136169433594, -3.8761215209960938]), (-10.687381744384766, -5.343690872192383, [-6.463996887207031, -4.223384857177734])]",81912576,distilgpt2
Water skiing is a,sport.,water skiing,sport,29,"[(-6.5098724365234375, -3.2549362182617188, [-3.6038665771484375, -2.906005859375]), (-7.7171173095703125, -3.8585586547851562, [-5.139934539794922, -2.5771827697753906]), (-7.2160186767578125, -3.6080093383789062, [-3.2718429565429688, -3.9441757202148438]), (-6.846031188964844, -3.423015594482422, [-3.5610580444335938, -3.28497314453125]), (-7.050212860107422, -3.525106430053711, [-3.8717880249023438, -3.178424835205078])]",81912576,distilgpt2
Ice skating is a,sport.,ice skating,sport,30,"[(-8.364341735839844, -4.182170867919922, [-3.2088775634765625, -5.155464172363281]), (-6.698738098144531, -3.3493690490722656, [-3.5640869140625, -3.1346511840820312]), (-6.612026214599609, -3.3060131072998047, [-2.6443862915039062, -3.967639923095703]), (-7.150493621826172, -3.575246810913086, [-2.7611312866210938, -4.389362335205078]), (-6.1479644775390625, -3.0739822387695312, [-2.5706100463867188, -3.5773544311523438])]",81912576,distilgpt2
Jai alai is a,sport.,jai alai,sport,31,"[(-13.231063842773438, -6.615531921386719, [-9.822002410888672, -3.4090614318847656]), (-12.805381774902344, -6.402690887451172, [-9.377365112304688, -3.4280166625976562]), (-12.335460662841797, -6.167730331420898, [-8.702590942382812, -3.6328697204589844]), (-14.02316665649414, -7.01158332824707, [-8.962379455566406, -5.060787200927734]), (-12.433002471923828, -6.216501235961914, [-9.116924285888672, -3.3160781860351562])]",81912576,distilgpt2
Skating is a,sport.,skating,sport,32,"[(-10.409141540527344, -5.204570770263672, [-6.157463073730469, -4.251678466796875]), (-10.041706085205078, -5.020853042602539, [-5.920921325683594, -4.120784759521484]), (-10.780204772949219, -5.390102386474609, [-6.998790740966797, -3.781414031982422]), (-9.868343353271484, -4.934171676635742, [-6.048725128173828, -3.8196182250976562]), (-10.004215240478516, -5.002107620239258, [-6.712482452392578, -3.2917327880859375])]",81912576,distilgpt2
Skindiving is a,sport.,skindiving,sport,33,"[(-11.178520202636719, -5.589260101318359, [-6.637920379638672, -4.540599822998047]), (-10.077533721923828, -5.038766860961914, [-5.937957763671875, -4.139575958251953]), (-10.645496368408203, -5.322748184204102, [-7.4696044921875, -3.175891876220703]), (-9.978946685791016, -4.989473342895508, [-7.342342376708984, -2.6366043090820312]), (-10.393253326416016, -5.196626663208008, [-6.754268646240234, -3.6389846801757812])]",81912576,distilgpt2
Sailing is a,sport.,sailing,sport,34,"[(-11.032798767089844, -5.516399383544922, [-8.669017791748047, -2.363780975341797]), (-11.004627227783203, -5.502313613891602, [-7.724578857421875, -3.280048370361328]), (-11.871017456054688, -5.935508728027344, [-8.435100555419922, -3.4359169006347656]), (-10.511409759521484, -5.255704879760742, [-7.897434234619141, -2.6139755249023438]), (-10.085838317871094, -5.042919158935547, [-8.098827362060547, -1.9870109558105469])]",81912576,distilgpt2
Diving is a,sport.,diving,sport,35,"[(-10.821224212646484, -5.410612106323242, [-6.7667694091796875, -4.054454803466797]), (-11.113025665283203, -5.556512832641602, [-6.958019256591797, -4.155006408691406]), (-11.12276840209961, -5.561384201049805, [-6.740604400634766, -4.382164001464844]), (-8.210098266601562, -4.105049133300781, [-5.394451141357422, -2.8156471252441406]), (-9.641597747802734, -4.820798873901367, [-6.293621063232422, -3.3479766845703125])]",81912576,distilgpt2
Archery is a,sport.,archery,sport,36,"[(-9.988739013671875, -4.9943695068359375, [-6.289741516113281, -3.6989974975585938]), (-11.884284973144531, -5.942142486572266, [-6.849769592285156, -5.034515380859375]), (-10.159706115722656, -5.079853057861328, [-5.988559722900391, -4.171146392822266]), (-9.949943542480469, -4.974971771240234, [-6.016284942626953, -3.9336585998535156]), (-11.309318542480469, -5.654659271240234, [-7.717765808105469, -3.591552734375])]",81912576,distilgpt2
Judo is a,sport.,judo,sport,37,"[(-12.252525329589844, -6.126262664794922, [-8.036643981933594, -4.21588134765625]), (-12.672645568847656, -6.336322784423828, [-7.93682861328125, -4.735816955566406]), (-11.87887191772461, -5.939435958862305, [-7.731891632080078, -4.146980285644531]), (-12.96976089477539, -6.484880447387695, [-8.20281982421875, -4.766941070556641]), (-12.861259460449219, -6.430629730224609, [-8.123680114746094, -4.737579345703125])]",81912576,distilgpt2
Car racing is a,sport.,car racing,sport,38,"[(-7.477081298828125, -3.7385406494140625, [-3.8039932250976562, -3.6730880737304688]), (-8.062702178955078, -4.031351089477539, [-4.816368103027344, -3.2463340759277344]), (-8.131187438964844, -4.065593719482422, [-3.599834442138672, -4.531352996826172]), (-6.486087799072266, -3.243043899536133, [-2.4703369140625, -4.015750885009766]), (-7.346828460693359, -3.6734142303466797, [-3.6939735412597656, -3.6528549194335938])]",81912576,distilgpt2
Ping pong is a,sport.,ping pong,sport,39,"[(-9.457218170166016, -4.728609085083008, [-7.133247375488281, -2.3239707946777344]), (-10.70709228515625, -5.353546142578125, [-7.779510498046875, -2.927581787109375]), (-11.294586181640625, -5.6472930908203125, [-7.664134979248047, -3.630451202392578]), (-10.366024017333984, -5.183012008666992, [-7.876979827880859, -2.489044189453125]), (-10.82492446899414, -5.41246223449707, [-7.442054748535156, -3.3828697204589844])]",81912576,distilgpt2
Rowing is a,sport.,rowing,sport,40,"[(-11.526134490966797, -5.763067245483398, [-8.166641235351562, -3.3594932556152344]), (-11.067008972167969, -5.533504486083984, [-7.707550048828125, -3.3594589233398438]), (-10.383747100830078, -5.191873550415039, [-7.1978759765625, -3.185871124267578]), (-9.984992980957031, -4.992496490478516, [-7.910236358642578, -2.074756622314453]), (-10.483444213867188, -5.241722106933594, [-7.295021057128906, -3.1884231567382812])]",81912576,distilgpt2
Fishing is a,sport.,fishing,sport,41,"[(-11.666030883789062, -5.833015441894531, [-6.616600036621094, -5.049430847167969]), (-10.714729309082031, -5.357364654541016, [-7.146938323974609, -3.567790985107422]), (-10.88937759399414, -5.44468879699707, [-7.010562896728516, -3.878814697265625]), (-10.813587188720703, -5.406793594360352, [-7.4735870361328125, -3.3400001525878906]), (-10.544254302978516, -5.272127151489258, [-6.5139312744140625, -4.030323028564453])]",81912576,distilgpt2
Horseback riding is a,sport.,horseback riding,sport,42,"[(-9.53515625, -4.767578125, [-4.982505798339844, -4.552650451660156]), (-9.620292663574219, -4.810146331787109, [-4.926765441894531, -4.6935272216796875]), (-8.332332611083984, -4.166166305541992, [-5.033653259277344, -3.2986793518066406]), (-9.123367309570312, -4.561683654785156, [-5.210884094238281, -3.9124832153320312]), (-10.410682678222656, -5.205341339111328, [-6.432628631591797, -3.9780540466308594])]",81912576,distilgpt2
Running is a,sport.,running,sport,43,"[(-12.046485900878906, -6.023242950439453, [-9.658897399902344, -2.3875885009765625]), (-12.192333221435547, -6.096166610717773, [-9.65985107421875, -2.532482147216797]), (-11.907890319824219, -5.953945159912109, [-8.618476867675781, -3.2894134521484375]), (-10.800323486328125, -5.4001617431640625, [-8.949943542480469, -1.8503799438476562]), (-11.477867126464844, -5.738933563232422, [-8.773761749267578, -2.7041053771972656])]",81912576,distilgpt2
Horse racing is a,sport.,horse racing,sport,44,"[(-7.569770812988281, -3.7848854064941406, [-3.517528533935547, -4.052242279052734]), (-7.572628021240234, -3.786314010620117, [-3.2024383544921875, -4.370189666748047]), (-7.371265411376953, -3.6856327056884766, [-2.5986671447753906, -4.7725982666015625]), (-10.110618591308594, -5.055309295654297, [-4.722297668457031, -5.3883209228515625]), (-7.787731170654297, -3.8938655853271484, [-3.0715560913085938, -4.716175079345703])]",81912576,distilgpt2
Hiking is a,sport.,hiking,sport,45,"[(-9.2520751953125, -4.62603759765625, [-4.322139739990234, -4.929935455322266]), (-9.251697540283203, -4.625848770141602, [-5.415580749511719, -3.8361167907714844]), (-9.90151596069336, -4.95075798034668, [-6.206043243408203, -3.6954727172851562]), (-8.648277282714844, -4.324138641357422, [-4.37017822265625, -4.278099060058594]), (-11.036174774169922, -5.518087387084961, [-6.907203674316406, -4.128971099853516])]",81912576,distilgpt2
Weight lifting is a,sport.,weight lifting,sport,46,"[(-8.190345764160156, -4.095172882080078, [-4.7743072509765625, -3.4160385131835938]), (-8.622417449951172, -4.311208724975586, [-4.345100402832031, -4.277317047119141]), (-7.109157562255859, -3.5545787811279297, [-4.3585052490234375, -2.750652313232422]), (-9.366382598876953, -4.683191299438477, [-4.659538269042969, -4.706844329833984]), (-8.748191833496094, -4.374095916748047, [-4.054786682128906, -4.6934051513671875])]",81912576,distilgpt2
Croquet is a,sport.,croquet,sport,47,"[(-11.082805633544922, -5.541402816772461, [-6.827358245849609, -4.2554473876953125]), (-10.675765991210938, -5.337882995605469, [-6.588695526123047, -4.087070465087891]), (-9.566932678222656, -4.783466339111328, [-5.034023284912109, -4.532909393310547]), (-9.243377685546875, -4.6216888427734375, [-5.0665435791015625, -4.1768341064453125]), (-11.56924819946289, -5.784624099731445, [-7.108005523681641, -4.46124267578125])]",81912576,distilgpt2
Horseshoes is a,sport.,horseshoes,sport,48,"[(-12.244693756103516, -6.122346878051758, [-8.237667083740234, -4.007026672363281]), (-11.77410888671875, -5.887054443359375, [-7.355827331542969, -4.418281555175781]), (-12.306358337402344, -6.153179168701172, [-8.097740173339844, -4.2086181640625]), (-12.945991516113281, -6.472995758056641, [-8.336563110351562, -4.609428405761719]), (-11.835617065429688, -5.917808532714844, [-8.276008605957031, -3.5596084594726562])]",81912576,distilgpt2
Boating is a,sport.,boating,sport,49,"[(-9.909564971923828, -4.954782485961914, [-6.979606628417969, -2.9299583435058594]), (-9.748748779296875, -4.8743743896484375, [-5.8311614990234375, -3.9175872802734375]), (-8.559165954589844, -4.279582977294922, [-5.87261962890625, -2.6865463256835938]), (-8.746891021728516, -4.373445510864258, [-5.290458679199219, -3.456432342529297]), (-8.874488830566406, -4.437244415283203, [-5.703556060791016, -3.1709327697753906])]",81912576,distilgpt2
Pool is a,sport.,pool,sport,50,"[(-12.022735595703125, -6.0113677978515625, [-9.117740631103516, -2.9049949645996094]), (-11.938735961914062, -5.969367980957031, [-8.648963928222656, -3.2897720336914062]), (-12.776176452636719, -6.388088226318359, [-9.651317596435547, -3.124858856201172]), (-12.175113677978516, -6.087556838989258, [-9.000991821289062, -3.174121856689453]), (-11.75735855102539, -5.878679275512695, [-8.344482421875, -3.4128761291503906])]",81912576,distilgpt2
Billiards is a,sport.,billiards,sport,51,"[(-11.995372772216797, -5.997686386108398, [-7.587860107421875, -4.407512664794922]), (-11.502616882324219, -5.751308441162109, [-7.656208038330078, -3.8464088439941406]), (-11.66641616821289, -5.833208084106445, [-8.021217346191406, -3.6451988220214844]), (-12.771293640136719, -6.385646820068359, [-8.353622436523438, -4.417671203613281]), (-12.052204132080078, -6.026102066040039, [-8.539436340332031, -3.512767791748047])]",81912576,distilgpt2
Hunting is a,sport.,hunting,sport,52,"[(-8.79547119140625, -4.397735595703125, [-6.317546844482422, -2.477924346923828]), (-9.205440521240234, -4.602720260620117, [-5.963493347167969, -3.2419471740722656]), (-10.075401306152344, -5.037700653076172, [-6.146595001220703, -3.9288063049316406]), (-10.523231506347656, -5.261615753173828, [-6.146484375, -4.376747131347656]), (-9.442962646484375, -4.7214813232421875, [-5.664314270019531, -3.7786483764648438])]",81912576,distilgpt2
Jump rope is a,sport.,jump rope,sport,53,"[(-10.52224349975586, -5.26112174987793, [-7.513584136962891, -3.0086593627929688]), (-12.272518157958984, -6.136259078979492, [-8.889915466308594, -3.3826026916503906]), (-11.70355224609375, -5.851776123046875, [-7.548530578613281, -4.155021667480469]), (-10.008987426757812, -5.004493713378906, [-7.046550750732422, -2.9624366760253906]), (-11.624916076660156, -5.812458038330078, [-7.475711822509766, -4.149204254150391])]",81912576,distilgpt2
Camping is a,sport.,camping,sport,54,"[(-9.566650390625, -4.7833251953125, [-6.398002624511719, -3.1686477661132812]), (-10.020256042480469, -5.010128021240234, [-6.229633331298828, -3.7906227111816406]), (-11.334869384765625, -5.6674346923828125, [-7.3523712158203125, -3.9824981689453125]), (-11.457611083984375, -5.7288055419921875, [-6.830448150634766, -4.627162933349609]), (-11.738155364990234, -5.869077682495117, [-7.710762023925781, -4.027393341064453])]",81912576,distilgpt2
Chess is a,sport.,chess,sport,55,"[(-11.474559783935547, -5.737279891967773, [-8.44723892211914, -3.0273208618164062]), (-11.575580596923828, -5.787790298461914, [-7.870899200439453, -3.704681396484375]), (-11.597354888916016, -5.798677444458008, [-8.006851196289062, -3.590503692626953]), (-11.357521057128906, -5.678760528564453, [-7.415718078613281, -3.941802978515625]), (-12.311237335205078, -6.155618667602539, [-8.416633605957031, -3.894603729248047])]",81912576,distilgpt2
Dancing is a,sport.,dancing,sport,56,"[(-10.191596984863281, -5.095798492431641, [-6.594417572021484, -3.597179412841797]), (-11.0450439453125, -5.52252197265625, [-6.856666564941406, -4.188377380371094]), (-9.525184631347656, -4.762592315673828, [-6.479259490966797, -3.0459251403808594]), (-10.4490966796875, -5.22454833984375, [-6.410442352294922, -4.038654327392578]), (-10.169731140136719, -5.084865570068359, [-6.889183044433594, -3.280548095703125])]",81912576,distilgpt2
Checkers is a,sport.,checkers,sport,57,"[(-12.770442962646484, -6.385221481323242, [-8.541816711425781, -4.228626251220703]), (-13.540428161621094, -6.770214080810547, [-9.119403839111328, -4.421024322509766]), (-13.179149627685547, -6.589574813842773, [-9.547447204589844, -3.631702423095703]), (-13.825241088867188, -6.912620544433594, [-8.558509826660156, -5.266731262207031]), (-11.875354766845703, -5.937677383422852, [-8.221061706542969, -3.6542930603027344])]",81912576,distilgpt2
Cards is a,sport.,cards,sport,58,"[(-12.02130126953125, -6.010650634765625, [-8.503753662109375, -3.517547607421875]), (-10.953590393066406, -5.476795196533203, [-8.043323516845703, -2.910266876220703]), (-11.669891357421875, -5.8349456787109375, [-8.424179077148438, -3.2457122802734375]), (-12.264812469482422, -6.132406234741211, [-8.935863494873047, -3.328948974609375]), (-11.42462158203125, -5.712310791015625, [-8.058158874511719, -3.3664627075195312])]",81912576,distilgpt2
Sunbathing is a,sport.,sunbathing,sport,59,"[(-10.59112548828125, -5.295562744140625, [-6.7051849365234375, -3.8859405517578125]), (-10.711872100830078, -5.355936050415039, [-7.541126251220703, -3.170745849609375]), (-10.52499008178711, -5.262495040893555, [-6.791893005371094, -3.7330970764160156]), (-12.577728271484375, -6.2888641357421875, [-6.9579010009765625, -5.6198272705078125]), (-11.136383056640625, -5.5681915283203125, [-7.093223571777344, -4.043159484863281])]",81912576,distilgpt2
Pea is a,vegetable.,pea,vegetable,1,"[(-10.20672607421875, -5.103363037109375, [-7.328369140625, -2.87835693359375]), (-11.286190032958984, -5.643095016479492, [-7.553943634033203, -3.7322463989257812]), (-10.572219848632812, -5.286109924316406, [-7.791839599609375, -2.7803802490234375]), (-10.097728729248047, -5.048864364624023, [-6.766536712646484, -3.3311920166015625]), (-10.630298614501953, -5.315149307250977, [-6.272541046142578, -4.357757568359375])]",81912576,distilgpt2
Carrot is a,vegetable.,carrot,vegetable,2,"[(-11.982555389404297, -5.991277694702148, [-7.714862823486328, -4.267692565917969]), (-12.666370391845703, -6.333185195922852, [-8.248313903808594, -4.418056488037109]), (-12.993511199951172, -6.496755599975586, [-8.95797348022461, -4.0355377197265625]), (-12.313560485839844, -6.156780242919922, [-8.85955810546875, -3.4540023803710938]), (-11.824474334716797, -5.912237167358398, [-7.846584320068359, -3.9778900146484375])]",81912576,distilgpt2
Green bean is a,vegetable.,green bean,vegetable,3,"[(-8.40737533569336, -4.20368766784668, [-5.085758209228516, -3.3216171264648438]), (-7.932289123535156, -3.966144561767578, [-4.699501037597656, -3.2327880859375]), (-8.408943176269531, -4.204471588134766, [-4.500083923339844, -3.9088592529296875]), (-8.259735107421875, -4.1298675537109375, [-4.613166809082031, -3.6465682983398438]), (-8.425148010253906, -4.212574005126953, [-4.882568359375, -3.5425796508789062])]",81912576,distilgpt2
String bean is a,vegetable.,string bean,vegetable,4,"[(-9.054313659667969, -4.527156829833984, [-6.846649169921875, -2.2076644897460938]), (-11.626312255859375, -5.8131561279296875, [-8.785995483398438, -2.8403167724609375]), (-8.913623809814453, -4.456811904907227, [-5.212257385253906, -3.701366424560547]), (-12.766555786132812, -6.383277893066406, [-10.48160171508789, -2.284954071044922]), (-8.894733428955078, -4.447366714477539, [-6.165035247802734, -2.7296981811523438])]",81912576,distilgpt2
Spinach is a,vegetable.,spinach,vegetable,5,"[(-10.304458618164062, -5.152229309082031, [-5.917991638183594, -4.386466979980469]), (-13.021556854248047, -6.510778427124023, [-8.718147277832031, -4.303409576416016]), (-13.381084442138672, -6.690542221069336, [-9.883438110351562, -3.4976463317871094]), (-11.672988891601562, -5.836494445800781, [-7.5545654296875, -4.1184234619140625]), (-15.077110290527344, -7.538555145263672, [-9.921455383300781, -5.1556549072265625])]",81912576,distilgpt2
Broccoli is a,vegetable.,broccoli,vegetable,6,"[(-7.907932281494141, -3.9539661407470703, [-4.382389068603516, -3.525543212890625]), (-8.7440185546875, -4.37200927734375, [-4.346702575683594, -4.397315979003906]), (-8.410301208496094, -4.205150604248047, [-4.3437347412109375, -4.066566467285156]), (-8.33551025390625, -4.167755126953125, [-4.290351867675781, -4.045158386230469]), (-8.92172622680664, -4.46086311340332, [-4.01519775390625, -4.906528472900391])]",81912576,distilgpt2
Asparagus is a,vegetable.,asparagus,vegetable,7,"[(-9.366218566894531, -4.683109283447266, [-4.876369476318359, -4.489849090576172]), (-8.83685302734375, -4.418426513671875, [-4.676727294921875, -4.160125732421875]), (-9.20449447631836, -4.60224723815918, [-5.527347564697266, -3.6771469116210938]), (-7.590354919433594, -3.795177459716797, [-5.5951995849609375, -1.9951553344726562]), (-8.555572509765625, -4.2777862548828125, [-5.210601806640625, -3.344970703125])]",81912576,distilgpt2
Corn is a,vegetable.,corn,vegetable,8,"[(-10.228553771972656, -5.114276885986328, [-7.576679229736328, -2.651874542236328]), (-10.070793151855469, -5.035396575927734, [-7.207935333251953, -2.8628578186035156]), (-12.875030517578125, -6.4375152587890625, [-8.826610565185547, -4.048419952392578]), (-11.450313568115234, -5.725156784057617, [-8.134822845458984, -3.31549072265625]), (-11.931026458740234, -5.965513229370117, [-9.30703353881836, -2.623992919921875])]",81912576,distilgpt2
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"[(-8.273422241210938, -4.136711120605469, [-4.857475280761719, -3.4159469604492188]), (-8.6632080078125, -4.33160400390625, [-4.8675537109375, -3.795654296875]), (-8.484077453613281, -4.242038726806641, [-4.475471496582031, -4.00860595703125]), (-7.880306243896484, -3.940153121948242, [-4.322868347167969, -3.5574378967285156]), (-7.2807159423828125, -3.6403579711914062, [-3.9722900390625, -3.3084259033203125])]",81912576,distilgpt2
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"[(-11.082691192626953, -5.541345596313477, [-9.150310516357422, -1.9323806762695312]), (-12.054119110107422, -6.027059555053711, [-9.723564147949219, -2.330554962158203]), (-10.26436996459961, -5.132184982299805, [-7.886226654052734, -2.378143310546875]), (-11.46182632446289, -5.730913162231445, [-9.030258178710938, -2.431568145751953]), (-11.17977523803711, -5.589887619018555, [-9.11037826538086, -2.06939697265625])]",81912576,distilgpt2
