preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Archery is a,sport.,archery,sport,36,"[(-1.2432374954223633, -0.6216187477111816, [-0.8190488815307617, -0.42418861389160156]), (-0.49333953857421875, -0.24666976928710938, [-0.03565788269042969, -0.45768165588378906]), (-1.2566919326782227, -0.6283459663391113, [-1.0184659957885742, -0.23822593688964844]), (-0.6843605041503906, -0.3421802520751953, [-0.5598258972167969, -0.12453460693359375]), (-0.5268936157226562, -0.2634468078613281, [-0.12928199768066406, -0.3976116180419922])]",109514298,bert-base-uncased
Judo is a,sport.,judo,sport,37,"[(-0.8130502700805664, -0.4065251350402832, [-0.7519044876098633, -0.061145782470703125]), (-0.4163198471069336, -0.2081599235534668, [-0.3490781784057617, -0.06724166870117188]), (-1.5921010971069336, -0.7960505485534668, [-1.428166389465332, -0.16393470764160156]), (-0.4796772003173828, -0.2398386001586914, [-0.3095130920410156, -0.1701641082763672]), (-1.3234081268310547, -0.6617040634155273, [-1.1857547760009766, -0.13765335083007812])]",109514298,bert-base-uncased
Car racing is a,sport.,car racing,sport,38,"[(-0.46652793884277344, -0.23326396942138672, [-0.2888469696044922, -0.17768096923828125]), (-1.0071468353271484, -0.5035734176635742, [-0.9068832397460938, -0.10026359558105469]), (-0.49835205078125, -0.249176025390625, [-0.42929840087890625, -0.06905364990234375]), (-0.5871038436889648, -0.2935519218444824, [-0.515263557434082, -0.07184028625488281]), (-0.851567268371582, -0.425783634185791, [-0.7313985824584961, -0.12016868591308594])]",109514298,bert-base-uncased
Ping pong is a,sport.,ping pong,sport,39,"[(-4.551275253295898, -2.275637626647949, [-4.447990417480469, -0.10328483581542969]), (-3.572807788848877, -1.7864038944244385, [-3.5336804389953613, -0.039127349853515625]), (-2.3233861923217773, -1.1616930961608887, [-2.2500486373901367, -0.07333755493164062]), (-1.759389877319336, -0.879694938659668, [-1.6780815124511719, -0.08130836486816406]), (-1.837468147277832, -0.918734073638916, [-1.7673139572143555, -0.07015419006347656])]",109514298,bert-base-uncased
Rowing is a,sport.,rowing,sport,40,"[(-0.21822357177734375, -0.10911178588867188, [-0.10169219970703125, -0.1165313720703125]), (-0.7758846282958984, -0.3879423141479492, [-0.5821952819824219, -0.19368934631347656]), (-0.12239933013916016, -0.06119966506958008, [-0.02928447723388672, -0.09311485290527344]), (-0.2581167221069336, -0.1290583610534668, [-0.11162853240966797, -0.14648818969726562]), (-0.2731437683105469, -0.13657188415527344, [-0.13006210327148438, -0.1430816650390625])]",109514298,bert-base-uncased
Fishing is a,sport.,fishing,sport,41,"[(-2.043473243713379, -1.0217366218566895, [-1.9742460250854492, -0.06922721862792969]), (-3.0863494873046875, -1.5431747436523438, [-2.9765167236328125, -0.109832763671875]), (-2.434920310974121, -1.2174601554870605, [-2.3760881423950195, -0.05883216857910156]), (-0.6547670364379883, -0.32738351821899414, [-0.594182014465332, -0.06058502197265625]), (-1.2626581192016602, -0.6313290596008301, [-1.0908098220825195, -0.17184829711914062])]",109514298,bert-base-uncased
Horseback riding is a,sport.,horseback riding,sport,42,"[(-0.892603874206543, -0.4463019371032715, [-0.7484331130981445, -0.14417076110839844]), (-0.15621280670166016, -0.07810640335083008, [-0.06698131561279297, -0.08923149108886719]), (-0.3336315155029297, -0.16681575775146484, [-0.24202728271484375, -0.09160423278808594]), (-0.9298906326293945, -0.46494531631469727, [-0.8495683670043945, -0.080322265625]), (-0.5679388046264648, -0.2839694023132324, [-0.4667196273803711, -0.10121917724609375])]",109514298,bert-base-uncased
Running is a,sport.,running,sport,43,"[(-2.7202510833740234, -1.3601255416870117, [-2.6357574462890625, -0.08449363708496094]), (-1.275803565979004, -0.637901782989502, [-0.8886308670043945, -0.3871726989746094]), (-1.7331666946411133, -0.8665833473205566, [-1.5734968185424805, -0.1596698760986328]), (-2.1630544662475586, -1.0815272331237793, [-2.0431928634643555, -0.11986160278320312]), (-3.6103515625, -1.80517578125, [-3.4608688354492188, -0.14948272705078125])]",109514298,bert-base-uncased
Horse racing is a,sport.,horse racing,sport,44,"[(-0.3069190979003906, -0.1534595489501953, [-0.15880584716796875, -0.14811325073242188]), (-1.023819923400879, -0.5119099617004395, [-0.8150796890258789, -0.208740234375]), (-0.2848653793334961, -0.14243268966674805, [-0.16684818267822266, -0.11801719665527344]), (-0.34813690185546875, -0.17406845092773438, [-0.22199249267578125, -0.1261444091796875]), (-0.24645137786865234, -0.12322568893432617, [-0.10273265838623047, -0.14371871948242188])]",109514298,bert-base-uncased
Hiking is a,sport.,hiking,sport,45,"[(-1.677992820739746, -0.838996410369873, [-1.4648370742797852, -0.21315574645996094]), (-2.2184715270996094, -1.1092357635498047, [-2.057178497314453, -0.16129302978515625]), (-2.862736701965332, -1.431368350982666, [-2.7274560928344727, -0.13528060913085938]), (-3.384615898132324, -1.692307949066162, [-3.29250431060791, -0.09211158752441406]), (-1.2985877990722656, -0.6492938995361328, [-1.1205215454101562, -0.17806625366210938])]",109514298,bert-base-uncased
Weight lifting is a,sport.,weight lifting,sport,46,"[(-0.3082599639892578, -0.1541299819946289, [-0.22987747192382812, -0.07838249206542969]), (-0.39247894287109375, -0.19623947143554688, [-0.24178695678710938, -0.15069198608398438]), (-0.20846843719482422, -0.10423421859741211, [-0.0748300552368164, -0.1336383819580078]), (-0.2245769500732422, -0.1122884750366211, [-0.13435745239257812, -0.09021949768066406]), (-0.18478775024414062, -0.09239387512207031, [-0.13292694091796875, -0.051860809326171875])]",109514298,bert-base-uncased
Croquet is a,sport.,croquet,sport,47,"[(-3.7107186317443848, -1.8553593158721924, [-3.635937213897705, -0.07478141784667969]), (-5.719368934631348, -2.859684467315674, [-5.6096391677856445, -0.10972976684570312]), (-4.8966264724731445, -2.4483132362365723, [-4.768462181091309, -0.12816429138183594]), (-5.423781871795654, -2.711890935897827, [-5.296456813812256, -0.12732505798339844]), (-3.614166259765625, -1.8070831298828125, [-3.5559425354003906, -0.058223724365234375])]",109514298,bert-base-uncased
Horseshoes is a,sport.,horseshoes,sport,48,"[(-6.272952079772949, -3.1364760398864746, [-6.129908561706543, -0.14304351806640625]), (-6.550065040588379, -3.2750325202941895, [-6.411614418029785, -0.13845062255859375]), (-5.910721778869629, -2.9553608894348145, [-5.755436897277832, -0.15528488159179688]), (-6.87791633605957, -3.438958168029785, [-6.706369400024414, -0.17154693603515625]), (-6.918970584869385, -3.4594852924346924, [-6.828333377838135, -0.09063720703125])]",109514298,bert-base-uncased
Boating is a,sport.,boating,sport,49,"[(-0.709895133972168, -0.354947566986084, [-0.6444673538208008, -0.06542778015136719]), (-2.140787124633789, -1.0703935623168945, [-1.8175430297851562, -0.3232440948486328]), (-0.9020404815673828, -0.4510202407836914, [-0.7508869171142578, -0.151153564453125]), (-1.0683403015136719, -0.5341701507568359, [-0.8733425140380859, -0.19499778747558594]), (-0.9641895294189453, -0.48209476470947266, [-0.7287845611572266, -0.23540496826171875])]",109514298,bert-base-uncased
Pool is a,sport.,pool,sport,50,"[(-4.157292366027832, -2.078646183013916, [-4.053645133972168, -0.10364723205566406]), (-3.316336154937744, -1.658168077468872, [-3.207296848297119, -0.109039306640625]), (-3.5836024284362793, -1.7918012142181396, [-3.4824061393737793, -0.1011962890625]), (-3.086026668548584, -1.543013334274292, [-2.8298468589782715, -0.2561798095703125]), (-4.392582893371582, -2.196291446685791, [-4.236239433288574, -0.1563434600830078])]",109514298,bert-base-uncased
Billiards is a,sport.,billiards,sport,51,"[(-1.0553970336914062, -0.5276985168457031, [-0.9643917083740234, -0.09100532531738281]), (-2.5441360473632812, -1.2720680236816406, [-2.3805980682373047, -0.16353797912597656]), (-0.6008329391479492, -0.3004164695739746, [-0.5267190933227539, -0.07411384582519531]), (-0.8451242446899414, -0.4225621223449707, [-0.7409143447875977, -0.10420989990234375]), (-1.8876094818115234, -0.9438047409057617, [-1.7265625, -0.16104698181152344])]",109514298,bert-base-uncased
Hunting is a,sport.,hunting,sport,52,"[(-1.6721668243408203, -0.8360834121704102, [-1.5507011413574219, -0.12146568298339844]), (-1.2425603866577148, -0.6212801933288574, [-1.0676908493041992, -0.17486953735351562]), (-2.7001380920410156, -1.3500690460205078, [-2.607809066772461, -0.09232902526855469]), (-2.649813652038574, -1.324906826019287, [-2.5599966049194336, -0.08981704711914062]), (-1.6290197372436523, -0.8145098686218262, [-1.5395708084106445, -0.08944892883300781])]",109514298,bert-base-uncased
Jump rope is a,sport.,jump rope,sport,53,"[(-3.9327378273010254, -1.9663689136505127, [-3.877432346343994, -0.05530548095703125]), (-3.8157477378845215, -1.9078738689422607, [-3.7520594596862793, -0.06368827819824219]), (-3.0006375312805176, -1.5003187656402588, [-2.9467835426330566, -0.05385398864746094]), (-2.2915477752685547, -1.1457738876342773, [-2.2418479919433594, -0.04969978332519531]), (-1.905014991760254, -0.952507495880127, [-1.8276910781860352, -0.07732391357421875])]",109514298,bert-base-uncased
Camping is a,sport.,camping,sport,54,"[(-1.3651113510131836, -0.6825556755065918, [-1.181227684020996, -0.1838836669921875]), (-1.5164518356323242, -0.7582259178161621, [-1.2343454360961914, -0.2821063995361328]), (-2.3155994415283203, -1.1577997207641602, [-2.233966827392578, -0.08163261413574219]), (-1.828592300415039, -0.9142961502075195, [-1.6377201080322266, -0.1908721923828125]), (-2.4590072631835938, -1.2295036315917969, [-2.304624557495117, -0.15438270568847656])]",109514298,bert-base-uncased
Chess is a,sport.,chess,sport,55,"[(-4.84406042098999, -2.422030210494995, [-4.649388790130615, -0.194671630859375]), (-4.024896621704102, -2.012448310852051, [-3.9507503509521484, -0.07414627075195312]), (-3.3266048431396484, -1.6633024215698242, [-3.179018020629883, -0.14758682250976562]), (-5.004271030426025, -2.5021355152130127, [-4.74924898147583, -0.2550220489501953]), (-2.2851123809814453, -1.1425561904907227, [-2.1004409790039062, -0.18467140197753906])]",109514298,bert-base-uncased
Dancing is a,sport.,dancing,sport,56,"[(-1.2385139465332031, -0.6192569732666016, [-1.0676498413085938, -0.17086410522460938]), (-1.516458511352539, -0.7582292556762695, [-1.452138900756836, -0.06431961059570312]), (-1.1715669631958008, -0.5857834815979004, [-0.9167089462280273, -0.25485801696777344]), (-1.115640640258789, -0.5578203201293945, [-0.9944705963134766, -0.1211700439453125]), (-2.8082995414733887, -1.4041497707366943, [-2.6861281394958496, -0.12217140197753906])]",109514298,bert-base-uncased
Checkers is a,sport.,checkers,sport,57,"[(-4.2698259353637695, -2.1349129676818848, [-4.19588565826416, -0.07394027709960938]), (-4.643640995025635, -2.3218204975128174, [-4.566406726837158, -0.07723426818847656]), (-4.256900310516357, -2.1284501552581787, [-4.122909069061279, -0.13399124145507812]), (-4.118834495544434, -2.059417247772217, [-3.954104423522949, -0.16473007202148438]), (-6.091841220855713, -3.0459206104278564, [-5.935648441314697, -0.15619277954101562])]",109514298,bert-base-uncased
Cards is a,sport.,cards,sport,58,"[(-9.032297134399414, -4.516148567199707, [-8.879743576049805, -0.15255355834960938]), (-8.1053466796875, -4.05267333984375, [-7.928958892822266, -0.17638778686523438]), (-5.66359281539917, -2.831796407699585, [-5.576339244842529, -0.08725357055664062]), (-5.9217329025268555, -2.9608664512634277, [-5.73098087310791, -0.1907520294189453]), (-5.190847396850586, -2.595423698425293, [-5.032260894775391, -0.1585865020751953])]",109514298,bert-base-uncased
Sunbathing is a,sport.,sunbathing,sport,59,"[(-1.3627166748046875, -0.6813583374023438, [-1.2088298797607422, -0.1538867950439453]), (-2.9338998794555664, -1.4669499397277832, [-2.8832693099975586, -0.05063056945800781]), (-2.795657157897949, -1.3978285789489746, [-2.7225522994995117, -0.0731048583984375]), (-1.477086067199707, -0.7385430335998535, [-1.365828514099121, -0.11125755310058594]), (-1.6466140747070312, -0.8233070373535156, [-1.5442180633544922, -0.10239601135253906])]",109514298,bert-base-uncased
Pea is a,vegetable.,pea,vegetable,1,"[(-5.083359718322754, -2.541679859161377, [-5.004158973693848, -0.07920074462890625]), (-2.5917630195617676, -1.2958815097808838, [-2.418844699859619, -0.17291831970214844]), (-4.862914562225342, -2.431457281112671, [-4.804297924041748, -0.05861663818359375]), (-4.138238906860352, -2.069119453430176, [-4.00663948059082, -0.13159942626953125]), (-6.552921772003174, -3.276460886001587, [-6.49307107925415, -0.05985069274902344])]",109514298,bert-base-uncased
Carrot is a,vegetable.,carrot,vegetable,2,"[(-5.754332542419434, -2.877166271209717, [-5.5952653884887695, -0.15906715393066406]), (-4.704840660095215, -2.3524203300476074, [-4.620730400085449, -0.08411026000976562]), (-6.942068099975586, -3.471034049987793, [-6.7944793701171875, -0.14758872985839844]), (-5.604819297790527, -2.8024096488952637, [-5.426360130310059, -0.17845916748046875]), (-7.168535232543945, -3.5842676162719727, [-7.030298233032227, -0.13823699951171875])]",109514298,bert-base-uncased
Green bean is a,vegetable.,green bean,vegetable,3,"[(-4.035282135009766, -2.017641067504883, [-3.994138717651367, -0.04114341735839844]), (-5.770327568054199, -2.8851637840270996, [-5.7341814041137695, -0.03614616394042969]), (-3.0420236587524414, -1.5210118293762207, [-2.959376335144043, -0.08264732360839844]), (-3.442842483520508, -1.721421241760254, [-3.315399169921875, -0.1274433135986328]), (-4.237077236175537, -2.1185386180877686, [-4.1971869468688965, -0.039890289306640625])]",109514298,bert-base-uncased
String bean is a,vegetable.,string bean,vegetable,4,"[(-3.770172595977783, -1.8850862979888916, [-3.6181588172912598, -0.15201377868652344]), (-3.287238597869873, -1.6436192989349365, [-3.2222609519958496, -0.06497764587402344]), (-4.2096734046936035, -2.1048367023468018, [-4.134817600250244, -0.07485580444335938]), (-3.927687644958496, -1.963843822479248, [-3.86464786529541, -0.06303977966308594]), (-2.188858985900879, -1.0944294929504395, [-2.110072135925293, -0.07878684997558594])]",109514298,bert-base-uncased
Spinach is a,vegetable.,spinach,vegetable,5,"[(-3.5495400428771973, -1.7747700214385986, [-3.4813427925109863, -0.06819725036621094]), (-2.0401954650878906, -1.0200977325439453, [-1.994344711303711, -0.04585075378417969]), (-3.460397243499756, -1.730198621749878, [-3.410897731781006, -0.04949951171875]), (-2.0437803268432617, -1.0218901634216309, [-1.8403501510620117, -0.20343017578125]), (-2.390547752380371, -1.1952738761901855, [-2.330267906188965, -0.06027984619140625])]",109514298,bert-base-uncased
Broccoli is a,vegetable.,broccoli,vegetable,6,"[(-4.190520286560059, -2.0952601432800293, [-4.099726676940918, -0.09079360961914062]), (-4.245535850524902, -2.122767925262451, [-4.208695411682129, -0.03684043884277344]), (-5.697450637817383, -2.8487253189086914, [-5.636386871337891, -0.06106376647949219]), (-3.6531014442443848, -1.8265507221221924, [-3.5030407905578613, -0.15006065368652344]), (-5.750970840454102, -2.875485420227051, [-5.7159881591796875, -0.03498268127441406])]",109514298,bert-base-uncased
Asparagus is a,vegetable.,asparagus,vegetable,7,"[(-4.3099045753479, -2.15495228767395, [-4.203573703765869, -0.10633087158203125]), (-3.5987539291381836, -1.7993769645690918, [-3.473689079284668, -0.12506484985351562]), (-3.016712188720703, -1.5083560943603516, [-2.963167190551758, -0.05354499816894531]), (-3.0412254333496094, -1.5206127166748047, [-2.9646244049072266, -0.07660102844238281]), (-2.9016714096069336, -1.4508357048034668, [-2.7768945693969727, -0.12477684020996094])]",109514298,bert-base-uncased
Corn is a,vegetable.,corn,vegetable,8,"[(-4.009943008422852, -2.004971504211426, [-3.8847808837890625, -0.12516212463378906]), (-2.748723030090332, -1.374361515045166, [-2.5812883377075195, -0.1674346923828125]), (-3.602080821990967, -1.8010404109954834, [-3.4232306480407715, -0.1788501739501953]), (-4.6393914222717285, -2.3196957111358643, [-4.39457368850708, -0.24481773376464844]), (-3.542297840118408, -1.771148920059204, [-3.421103000640869, -0.12119483947753906])]",109514298,bert-base-uncased
Cauliflower is a,vegetable.,cauliflower,vegetable,9,"[(-4.19924783706665, -2.099623918533325, [-4.1304097175598145, -0.06883811950683594]), (-4.387653350830078, -2.193826675415039, [-4.362676620483398, -0.024976730346679688]), (-4.15676212310791, -2.078381061553955, [-4.10451602935791, -0.05224609375]), (-5.4780592918396, -2.7390296459198, [-5.408175945281982, -0.06988334655761719]), (-4.8076066970825195, -2.4038033485412598, [-4.695258140563965, -0.11234855651855469])]",109514298,bert-base-uncased
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,"[(-8.887553215026855, -4.443776607513428, [-8.811284065246582, -0.07626914978027344]), (-10.049306869506836, -5.024653434753418, [-9.864936828613281, -0.1843700408935547]), (-10.18887710571289, -5.094438552856445, [-9.817865371704102, -0.37101173400878906]), (-9.29437255859375, -4.647186279296875, [-9.211288452148438, -0.0830841064453125]), (-8.05225658416748, -4.02612829208374, [-7.861454963684082, -0.19080162048339844])]",109514298,bert-base-uncased
Squash is a,vegetable.,squash,vegetable,11,"[(-7.808774948120117, -3.9043874740600586, [-7.685583114624023, -0.12319183349609375]), (-10.414305686950684, -5.207152843475342, [-10.092741966247559, -0.321563720703125]), (-5.722598075866699, -2.8612990379333496, [-5.501311302185059, -0.22128677368164062]), (-4.705075263977051, -2.3525376319885254, [-4.371487617492676, -0.333587646484375]), (-10.038722038269043, -5.0193610191345215, [-9.932539939880371, -0.10618209838867188])]",109514298,bert-base-uncased
Lettuce is a,vegetable.,lettuce,vegetable,12,"[(-4.0816264152526855, -2.0408132076263428, [-3.5839476585388184, -0.4976787567138672]), (-3.734492301940918, -1.867246150970459, [-3.546261787414551, -0.1882305145263672]), (-3.029438018798828, -1.514719009399414, [-2.908721923828125, -0.12071609497070312]), (-3.8591766357421875, -1.9295883178710938, [-3.7395362854003906, -0.11964035034179688]), (-5.656161785125732, -2.828080892562866, [-5.542705059051514, -0.11345672607421875])]",109514298,bert-base-uncased
Celery is a,vegetable.,celery,vegetable,13,"[(-7.191659450531006, -3.595829725265503, [-7.138675212860107, -0.05298423767089844]), (-8.692456245422363, -4.346228122711182, [-8.586705207824707, -0.10575103759765625]), (-6.492462158203125, -3.2462310791015625, [-6.305303573608398, -0.18715858459472656]), (-5.7183356285095215, -2.8591678142547607, [-5.568284511566162, -0.15005111694335938]), (-7.062321662902832, -3.531160831451416, [-6.989569664001465, -0.07275199890136719])]",109514298,bert-base-uncased
Cucumber is a,vegetable.,cucumber,vegetable,14,"[(-2.7742395401000977, -1.3871197700500488, [-2.679835319519043, -0.09440422058105469]), (-3.3793768882751465, -1.6896884441375732, [-3.3541293144226074, -0.025247573852539062]), (-3.0499401092529297, -1.5249700546264648, [-2.8884010314941406, -0.16153907775878906]), (-3.6053171157836914, -1.8026585578918457, [-3.494734764099121, -0.11058235168457031]), (-3.05033016204834, -1.52516508102417, [-2.9403085708618164, -0.11002159118652344])]",109514298,bert-base-uncased
Beet is a,vegetable.,beet,vegetable,15,"[(-6.626387119293213, -3.3131935596466064, [-6.515295505523682, -0.11109161376953125]), (-6.27279806137085, -3.136399030685425, [-6.1502909660339355, -0.12250709533691406]), (-6.880688190460205, -3.4403440952301025, [-6.781738758087158, -0.09894943237304688]), (-7.8897199630737305, -3.9448599815368652, [-7.8066911697387695, -0.08302879333496094]), (-4.905557632446289, -2.4527788162231445, [-4.760087966918945, -0.14546966552734375])]",109514298,bert-base-uncased
Green is a,vegetable.,green,vegetable,16,"[(-7.1892900466918945, -3.5946450233459473, [-7.131604194641113, -0.05768585205078125]), (-7.346926689147949, -3.6734633445739746, [-7.186251640319824, -0.160675048828125]), (-8.270672798156738, -4.135336399078369, [-8.00095272064209, -0.26972007751464844]), (-7.419750213623047, -3.7098751068115234, [-7.259984970092773, -0.15976524353027344]), (-10.503694534301758, -5.251847267150879, [-10.231380462646484, -0.27231407165527344])]",109514298,bert-base-uncased
Tomato is a,vegetable.,tomato,vegetable,17,"[(-4.757872104644775, -2.3789360523223877, [-4.633497714996338, -0.1243743896484375]), (-1.3783912658691406, -0.6891956329345703, [-1.3220863342285156, -0.056304931640625]), (-5.271481990814209, -2.6357409954071045, [-5.101109981536865, -0.17037200927734375]), (-3.323164939880371, -1.6615824699401855, [-3.244124412536621, -0.07904052734375]), (-4.4606709480285645, -2.2303354740142822, [-4.34489107131958, -0.11577987670898438])]",109514298,bert-base-uncased
Lima bean is a,vegetable.,lima bean,vegetable,18,"[(-5.555042743682861, -2.7775213718414307, [-5.420593738555908, -0.13444900512695312]), (-4.081721782684326, -2.040860891342163, [-3.954110622406006, -0.1276111602783203]), (-2.309145927429199, -1.1545729637145996, [-2.2293386459350586, -0.07980728149414062]), (-2.5526790618896484, -1.2763395309448242, [-2.499095916748047, -0.05358314514160156]), (-1.591292381286621, -0.7956461906433105, [-1.3281488418579102, -0.26314353942871094])]",109514298,bert-base-uncased
Artichoke is a,vegetable.,artichoke,vegetable,19,"[(-6.310290813446045, -3.1551454067230225, [-6.184213161468506, -0.12607765197753906]), (-5.997255325317383, -2.9986276626586914, [-5.914731979370117, -0.08252334594726562]), (-6.4353413581848145, -3.2176706790924072, [-6.373377323150635, -0.06196403503417969]), (-7.32976770401001, -3.664883852005005, [-7.221470355987549, -0.10829734802246094]), (-5.409627437591553, -2.7048137187957764, [-5.285546779632568, -0.12408065795898438])]",109514298,bert-base-uncased
Turnip is a,vegetable.,turnip,vegetable,20,"[(-3.651477813720703, -1.8257389068603516, [-3.620656967163086, -0.030820846557617188]), (-3.7849597930908203, -1.8924798965454102, [-3.5660762786865234, -0.21888351440429688]), (-5.126020431518555, -2.5630102157592773, [-5.035440444946289, -0.09057998657226562]), (-5.430441379547119, -2.7152206897735596, [-5.326340198516846, -0.10410118103027344]), (-3.342827796936035, -1.6714138984680176, [-3.2532262802124023, -0.08960151672363281])]",109514298,bert-base-uncased
Eggplant is a,vegetable.,eggplant,vegetable,21,"[(-6.874128818511963, -3.4370644092559814, [-6.793884754180908, -0.08024406433105469]), (-2.4060745239257812, -1.2030372619628906, [-2.2487525939941406, -0.15732192993164062]), (-3.3970255851745605, -1.6985127925872803, [-3.349853038787842, -0.04717254638671875]), (-3.686972141265869, -1.8434860706329346, [-3.59959077835083, -0.08738136291503906]), (-3.046359062194824, -1.523179531097412, [-2.951260566711426, -0.09509849548339844])]",109514298,bert-base-uncased
Romaine is a,vegetable.,romaine,vegetable,22,"[(-9.418238639831543, -4.7091193199157715, [-9.267813682556152, -0.15042495727539062]), (-9.399137496948242, -4.699568748474121, [-9.313722610473633, -0.08541488647460938]), (-8.119007110595703, -4.059503555297852, [-8.041213989257812, -0.07779312133789062]), (-9.283458709716797, -4.641729354858398, [-9.206539154052734, -0.0769195556640625]), (-8.751407623291016, -4.375703811645508, [-8.642192840576172, -0.10921478271484375])]",109514298,bert-base-uncased
Green pepper is a,vegetable.,green pepper,vegetable,23,"[(-4.823424816131592, -2.411712408065796, [-4.753970623016357, -0.06945419311523438]), (-5.011204242706299, -2.5056021213531494, [-4.973185062408447, -0.03801918029785156]), (-5.319614887237549, -2.6598074436187744, [-5.1528401374816895, -0.16677474975585938]), (-3.9366917610168457, -1.9683458805084229, [-3.851606845855713, -0.08508491516113281]), (-3.412250518798828, -1.706125259399414, [-3.3485450744628906, -0.0637054443359375])]",109514298,bert-base-uncased
Okra is a,vegetable.,okra,vegetable,24,"[(-6.944427490234375, -3.4722137451171875, [-6.898563385009766, -0.045864105224609375]), (-8.63923454284668, -4.31961727142334, [-8.532707214355469, -0.10652732849121094]), (-7.320833683013916, -3.660416841506958, [-7.218285083770752, -0.10254859924316406]), (-7.511297702789307, -3.7556488513946533, [-7.416641712188721, -0.09465599060058594]), (-7.5650787353515625, -3.7825393676757812, [-7.457212448120117, -0.10786628723144531])]",109514298,bert-base-uncased
Radish is a,vegetable.,radish,vegetable,25,"[(-8.630020141601562, -4.315010070800781, [-8.527374267578125, -0.1026458740234375]), (-8.087867736816406, -4.043933868408203, [-7.962459564208984, -0.12540817260742188]), (-8.665080070495605, -4.332540035247803, [-8.640559196472168, -0.0245208740234375]), (-8.044543266296387, -4.022271633148193, [-7.9945173263549805, -0.05002593994140625]), (-6.990808963775635, -3.4954044818878174, [-6.838869571685791, -0.15193939208984375])]",109514298,bert-base-uncased
Onion is a,vegetable.,onion,vegetable,26,"[(-5.088259220123291, -2.5441296100616455, [-4.901922702789307, -0.18633651733398438]), (-4.036036968231201, -2.0180184841156006, [-3.871072292327881, -0.1649646759033203]), (-5.980158805847168, -2.990079402923584, [-5.8053483963012695, -0.17481040954589844]), (-3.9008779525756836, -1.9504389762878418, [-3.7018957138061523, -0.19898223876953125]), (-5.207020282745361, -2.6035101413726807, [-5.105347156524658, -0.10167312622070312])]",109514298,bert-base-uncased
Bean is a,vegetable.,bean,vegetable,27,"[(-6.886642932891846, -3.443321466445923, [-6.812475681304932, -0.07416725158691406]), (-6.288095474243164, -3.144047737121582, [-6.136260986328125, -0.15183448791503906]), (-5.295199394226074, -2.647599697113037, [-5.262778282165527, -0.032421112060546875]), (-6.429156303405762, -3.214578151702881, [-6.227095603942871, -0.20206069946289062]), (-7.838812828063965, -3.9194064140319824, [-7.715336799621582, -0.12347602844238281])]",109514298,bert-base-uncased
Green onion is a,vegetable.,green onion,vegetable,28,"[(-2.7417078018188477, -1.3708539009094238, [-2.7306509017944336, -0.011056900024414062]), (-5.618518829345703, -2.8092594146728516, [-5.417919158935547, -0.20059967041015625]), (-3.3791885375976562, -1.6895942687988281, [-3.3483638763427734, -0.030824661254882812]), (-2.907099723815918, -1.453549861907959, [-2.881819725036621, -0.025279998779296875]), (-2.3832645416259766, -1.1916322708129883, [-2.331747055053711, -0.051517486572265625])]",109514298,bert-base-uncased
Potato is a,vegetable.,potato,vegetable,29,"[(-2.887669563293457, -1.4438347816467285, [-2.6953535079956055, -0.19231605529785156]), (-3.489128589630127, -1.7445642948150635, [-3.398573398590088, -0.09055519104003906]), (-2.666238784790039, -1.3331193923950195, [-2.580301284790039, -0.0859375]), (-3.5592923164367676, -1.7796461582183838, [-3.527182102203369, -0.03211021423339844]), (-2.8545713424682617, -1.4272856712341309, [-2.7113866806030273, -0.14318466186523438])]",109514298,bert-base-uncased
Parsnip is a,vegetable.,parsnip,vegetable,30,"[(-6.7389068603515625, -3.3694534301757812, [-6.673639297485352, -0.06526756286621094]), (-6.672176837921143, -3.3360884189605713, [-6.629002094268799, -0.04317474365234375]), (-7.318212985992432, -3.659106492996216, [-7.281557559967041, -0.036655426025390625]), (-6.870424747467041, -3.4352123737335205, [-6.814459323883057, -0.055965423583984375]), (-7.455867767333984, -3.727933883666992, [-7.406953811645508, -0.04891395568847656])]",109514298,bert-base-uncased
Turnip green is a,vegetable.,turnip green,vegetable,31,"[(-4.235225677490234, -2.117612838745117, [-4.171039581298828, -0.06418609619140625]), (-5.810565948486328, -2.905282974243164, [-5.759349822998047, -0.05121612548828125]), (-5.438037395477295, -2.7190186977386475, [-5.407935619354248, -0.030101776123046875]), (-5.5214524269104, -2.7607262134552, [-5.487118244171143, -0.03433418273925781]), (-7.682776927947998, -3.841388463973999, [-7.58649206161499, -0.09628486633300781])]",109514298,bert-base-uncased
Collard is a,vegetable.,collard,vegetable,32,"[(-9.326908111572266, -4.663454055786133, [-9.225296020507812, -0.10161209106445312]), (-8.491138458251953, -4.245569229125977, [-8.390953063964844, -0.10018539428710938]), (-8.908889770507812, -4.454444885253906, [-8.795660018920898, -0.11322975158691406]), (-9.213544845581055, -4.606772422790527, [-9.121078491210938, -0.09246635437011719]), (-8.224624633789062, -4.112312316894531, [-7.950204849243164, -0.27441978454589844])]",109514298,bert-base-uncased
